Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6895.780918464746,9.229081535253407,0.42810457516339867,2956.0663725490194,2952.115360519221,3.951012029798027,2.1857260907187404,1.7652859390792872
"Sheep, beef cattle, and grain farming",,11564.824999999997,11551.677473713977,13.147526286020264,0.4252711496746204,4918.186423535791,4912.595159916757,5.59126361903313,0.18443377343889794,5.406829845594233
Dairy cattle farming,AA131,17366.689999999995,17357.43466409807,9.25533590192852,0.5005778676683039,8693.380648656455,8688.747632346114,4.633016310341277,0.0525549792920399,4.580461331049237
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.366044720355,3.103955279644129,0.332035595105673,747.5681813125693,746.5375576741112,1.030623638458034,0.5811192095693966,0.44950442888863745
Forestry and logging,AA211,6804.61,6801.5267641425435,3.0832358574557563,0.30035010134512624,2043.7653031140592,2042.8392529118016,0.9260502022577636,0.062004001896248724,0.8640462003615149
Fishing and aquaculture,,1918.8949999999995,1917.058059867096,1.836940132903446,0.35635179153094465,683.8016710097719,683.1470741024766,0.6545969072952346,0.41538473916222685,0.23921216813300775
"Agriculture, forestry, and fishing support services",,6337.750000000002,6331.805083200549,5.944916799452066,0.4612341772151899,2923.18690664557,2920.4449078369626,2.7419988086080336,0.1365829068619061,2.6054159017461274
Coal mining,BB111,632.5200000000001,632.0852292321268,0.4347707678732189,0.41386138613861384,261.7756039603961,261.5956691277515,0.17993483264455987,0.019123235927673864,0.16081159671688602
Oil and gas extraction,BB112,3481.37,3478.090707404481,3.2792925955190113,0.5343401654081266,1860.2358216468892,1858.483563898978,1.752257747911273,0.025048004215128813,1.7272097436961442
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2144.903985096505,1.1460149034952576,0.5344224037339557,1146.8971995332556,1146.2847434938146,0.6124560394408728,0.17917205765225785,0.4332839817886149
Exploration and other mining support services,BB114,651.3449999999999,650.6504827679989,0.6945172320010601,0.3818525519848771,248.71775047258976,248.4525472951527,0.2652031774370778,0.0,0.2652031774370778
Meat and meat product manufacturing,CC111,15834.334999999994,15814.868442906207,19.466557093787884,0.1862030730239189,2948.401836290194,2944.7771035381347,3.624732752058872,2.9289408345481927,0.6957919175106793
Seafood processing,CC121,2153.5800000000004,2151.4547238358373,2.125276164163042,0.34279096699478867,738.2277707006372,737.4992452291928,0.7285254714444244,0.6129383143636905,0.1155871570807339
Dairy product manufacturing,CC131,29974.420000000006,29959.399332689485,15.020667310523148,0.157542273564373,4722.238275573414,4719.871885494861,2.3663900785538727,1.9500374546597044,0.4163526238941684
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10282.417815156763,26.152184843236554,0.32566630156991605,3357.153866374589,3348.63698105872,8.516885315869663,7.73436260493781,0.7825227109318531
Beverage and tobacco product manufacturing,CC151,6779.509999999998,6762.529419076504,16.9805809234935,0.2839689004072566,1925.1699999999996,1920.3480431068788,4.821956893120886,4.0252157367380885,0.7967411563827976
Textile and leather manufacturing,CC211,1805.9450000000006,1803.3884633764667,2.5565366235339475,0.3102971665514858,560.3796164478232,559.5863303773556,0.7932860704676865,0.33367346536229053,0.459612605105396
"Clothing, knitted products, and footwear manufacturing",,513.2949999999998,512.6576676002854,0.637332399714433,0.4081145584725537,209.48316229116938,209.22305766025966,0.2601046309097089,0.22719697645146236,0.03290765445824658
Wood product manufacturing,CC311,7001.644999999997,6995.835402216506,5.809597783491344,0.29581245526127414,2071.173798317823,2069.455246933408,1.7185513844150306,0.35178971525438524,1.3667616691606455
"Pulp, paper, and converted paper product manufacturing",,4216.799999999999,4211.879602039496,4.920397960504379,0.19141323792486584,807.1513416815742,806.2095123760752,0.9418293054990492,0.26902603343324916,0.6728032720658
Printing,CC411,1842.3400000000001,1838.9454028859057,3.394597114094546,0.44972826086956524,828.5523641304349,827.0257178739603,1.526646256474585,0.14966786357460793,1.3769783928999773
Petroleum and coal product manufacturing,CC511,9094.985000000004,9075.219855931631,19.76514406837338,0.178191856452726,1620.652261559697,1617.1302738450977,3.5219877145990384,2.299527772176059,1.2224599424229792
Basic chemical and basic polymer manufacturing,CC521,1931.4449999999988,1929.5703394068867,1.8746605931119664,0.2754374594944913,531.9923039533373,531.4759522021561,0.5163517511811963,0.21291891975665733,0.3034328314245389
Fertiliser and pesticide manufacturing,CC522,2035.61,2033.2894715328332,2.320528467166723,0.2481527093596059,505.1421366995074,504.5662912732338,0.5758454262735155,0.14802686686354777,0.42781855940996777
"Pharmaceutical, cleaning, and other chemical manufacturing",,2257.7449999999994,2254.204383939581,3.5406160604183046,0.32685904550499445,737.9643756936736,736.8070933076656,1.1572823860079808,0.7979292990187219,0.35935308698925883
Polymer product and rubber product manufacturing,CC531,4694.954999999999,4688.484458867239,6.470541132760253,0.40855614973262033,1918.1527379679142,1915.509158596027,2.643579371887077,0.7915406272321031,1.852038744654974
Non-metallic mineral product manufacturing,CC611,4051.14,4046.4908189774897,4.649181022510133,0.3544891640866873,1436.0852321981424,1434.437147903785,1.648084294357307,0.5833060317144552,1.064778262642852
Primary metal and metal product manufacturing,CC711,4472.819999999999,4469.439907817631,3.380092182367957,0.1661529840291398,743.1723900252169,742.610777622823,0.5616124023940035,0.01700547893775868,0.5446069234562448
Fabricated metal product manufacturing,CC721,8600.514999999998,8589.740728818344,10.77427118165211,0.3606653049314269,3101.90736504231,3098.0214592411653,3.8859058011444434,0.6279212866194099,3.2579845145250332
Transport equipment manufacturing,CC811,5355.084999999999,5344.834012693952,10.25098730604769,0.3175754739059209,1700.6436566814882,1697.3881945297665,3.2554621517216744,2.2800259564382968,0.9754361952833778
Electronic and electrical equipment manufacturing,CC821,5789.3150000000005,5784.961794901499,4.353205098501111,0.5041161178509532,2918.487002816292,2916.292481961826,2.194520854465357,1.3067292774484804,0.8877915770168763
Machinery manufacturing,CC822,5078.985,5076.399756358417,2.585243641582149,0.44090796940537874,2239.3649629903775,2238.2251084659492,1.139854524428152,0.5323668389244627,0.6074876855036893
Furniture manufacturing,CC911,1661.6199999999997,1656.8226776241822,4.797322375817335,0.40271493212669685,669.1591855203618,667.2272321653946,1.9319533549671624,1.5018921634037317,0.43006119156343076
Other manufacturing,CC912,993.9599999999999,991.8920482268435,2.067951773156431,0.3849056603773585,382.5808301886792,381.78486384580395,0.7959663428753055,0.6346476409303153,0.16131870194499015
Electricity generation and on-selling,DD111,15101.414999999997,15055.757535556382,45.65746444361501,0.26820146276595747,4050.2215928357705,4037.9761940858084,12.24539874996224,8.260954030792922,3.984444719169319
Electricity transmission and distribution,DD112,5971.289999999999,5954.911225134511,16.37877486548807,0.6158536585365854,3677.4407926829263,3667.3538642596686,10.086928423257897,3.9221768759329008,6.164751547324997
Gas and water supply,,3766.254999999999,3757.0702638367084,9.184736163290967,0.414780292942743,1562.1683521970701,1558.3587046406585,3.8096475564116328,0.8647490835159052,2.9448984728957277
Sewerage and drainage services,DD122,961.3300000000005,960.0333107480196,1.2966892519808577,0.4909090909090909,471.92563636363656,471.28907982175514,0.636556541881512,0.045605511527674836,0.5909510303538371
"Waste collection, treatment, and disposal services",,3028.3149999999996,3022.8794454157414,5.435554584258384,0.4132505175983437,1251.452741200828,1249.2064954554492,2.2462457453788267,0.8741221854621667,1.3721235599166601
Residential building construction,EE112,25962.185,25953.544438998866,8.640561001135556,0.21897810218978103,5685.150000000001,5683.257906350117,1.8920936498836984,0.14168452414907093,1.7504091257346273
Non-residential building construction,EE113,12069.334999999997,12061.256530217997,8.078469781999837,0.14383775351014041,1736.02603276131,1734.8640438160676,1.1619889452424104,0.016155632429761292,1.1458333128126492
Heavy and civil engineering construction,EE121,18228.875000000004,18223.34041291135,5.53458708865055,0.33009975920192636,6017.347248022016,6015.52028215677,1.8269658652456373,0.04317225970878488,1.7837936055368524
Construction services,EE131,36052.385,36019.94795193868,32.43704806131778,0.41023945426701935,14790.110747424475,14776.803790529766,13.306956894708085,0.9666597178976238,12.340297176810461
