Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6902.027435838619,2.982564161380751,0.42810457516339867,2956.0663725490194,2954.789523185814,1.2768493632054847,0.7063615463655672,0.5704878168399176
"Sheep, beef cattle, and grain farming",,11564.824999999997,11560.576111249615,4.248888750381484,0.4252711496746204,4918.186423535791,4916.379493732075,1.8069298037142947,0.05960350016478627,1.7473263035495084
Dairy cattle farming,AA131,17366.689999999995,17363.698951209586,2.9910487904096135,0.5005778676683039,8693.380648656455,8691.883395830859,1.4972528255951039,0.016984203372769055,1.480268622222335
"Poultry, deer, and other livestock farming",,2251.4699999999993,2250.4668941394384,1.0031058605610155,0.332035595105673,747.5681813125693,747.2351144612039,0.33306685136536496,0.1878004134356864,0.14526643792967855
Forestry and logging,AA211,6804.61,6803.613590039332,0.9964099606677427,0.30035010134512624,2043.7653031140592,2043.4660312813917,0.2992718326678498,0.02003784593424641,0.27923398673360333
Fishing and aquaculture,,1918.8949999999995,1918.3013556827323,0.5936443172672125,0.35635179153094465,683.8016710097719,683.5901247937816,0.21154621599033566,0.13423997084410086,0.0773062451462348
"Agriculture, forestry, and fishing support services",,6337.750000000002,6335.828780025869,1.9212199741335096,0.4612341772151899,2923.18690664557,2922.300774331552,0.8861323140188577,0.044139525857217386,0.8419927881616402
Coal mining,BB111,632.5200000000001,632.379495042305,0.14050495769500343,0.41386138613861384,261.7756039603961,261.71745438384505,0.05814957655100141,0.006180060053610618,0.051969516497390796
Oil and gas extraction,BB112,3481.37,3480.31023034332,1.0597696566793204,0.5343401654081266,1860.2358216468892,1859.6695441532447,0.5662774936445417,0.00809476862901505,0.5581827250155267
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2145.6796421299873,0.37035787001291737,0.5344224037339557,1146.8971995332556,1146.6992719901216,0.19792754313409117,0.057903070401254246,0.14002447273283694
