Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Food and beverage services,GH212,58.54876342422176,50.865704490581265,109.41446791480303
Road transport,II111,44.40048096950568,48.084110243422856,92.48459121292854
Rail transport,II121,1.4734185307769678,62.232752633679496,63.706171164456464
Water transport,II122,3.5267123287671325,49.48979173123604,53.01650406000317
Air and space transport,II123,22.515546511772982,51.49677802089832,74.0123245326713
Other transport,II125,5.235967211904153,40.13596435112186,45.37193156302601
Postal and courier services,,11.714097230683478,45.04501093552142,56.759108166204896
Transport support services,II132,57.28526650081858,31.45539190787622,88.7406584086948
Warehousing and storage services,II133,7.255131522951842,45.99337976756965,53.24851129052149
Publishing (except internet and music publishing),JJ111,9.071837343833408,31.11658614611781,40.18842348995122
Motion picture and sound recording activities,JJ112,7.963317495501997,56.854178188182686,64.81749568368468
Broadcasting and internet publishing,JJ113,6.89592013458855,59.704183498797875,66.60010363338642
Telecommunications services,JJ121,52.63673112555807,40.8678718288038,93.50460295436187
"Internet service providers, web search portals and data processing services",JJ122,10.073151266614332,42.87094865110885,52.94409991772318
Library and other information services,JJ123,3.3031484110449014,23.749678823619718,27.05282723466462
Banking and financing; financial asset investing,,120.61879435429364,42.01871116170332,162.63750551599696
Life insurance,KK121,7.091937695319757,61.89505538875255,68.98699308407231
Health and general insurance,KK122,37.155913931896976,44.17634779846685,81.33226173036383
Superannuation and individual pension services,,0.3013698630137007,111.57938223550552,111.88075209851922
Auxiliary finance and insurance services,KK131,48.26974992692476,40.8276518615362,89.09740178846096
Rental and hiring services (except real estate),LL111,35.76262787754513,36.84941121762131,72.61203909516644
Non-financial asset leasing,LL112,6.396313305772708,52.80168784470203,59.19800115047474
Residential property operation,LL121,122.75829928703024,30.55263904488129,153.31093833191153
Non-residential property operation,LL122,94.64040845549971,56.478040874506405,151.11844933000611
Real estate services,LL123,27.427776457916025,45.346457540941174,72.7742339988572
Owner-occupied property operation,,0.0,30.23530235679209,30.23530235679209
"Scientific, architectural, and engineering services",,93.58597257206384,46.862190055262545,140.44816262732638
Legal and accounting services,MN112,67.34143475070232,25.600190798944823,92.94162554964714
"Advertising, market research, and management services",,70.07802326108049,43.3884142938432,113.46643755492369
Veterinary and other professional services,MN114,10.664181525099707,19.67200394888539,30.336185473985097
Computer system design and related services,MN115,95.04354338171197,33.5129982901135,128.55654167182547
Travel agency and tour arrangement services,MN211,8.242306518460168,27.51078505061389,35.75309156907406
Employment and other administrative services,MN212,40.40422810250084,52.25668613447715,92.66091423697799
"Building cleaning, pest control, and other support services",,25.660963899179023,44.93053786421433,70.59150176339335
Local government administration services,,19.80584084625275,33.91783045851048,53.72367130476323
Central government administration services,,65.66217812585546,48.63602911468206,114.29820724053752
Defence,OO212,19.612181695278423,19.813620251937436,39.42580194721586
"Public order, safety, and regulatory services",,62.594499613807784,31.484301782806142,94.07880139661393
Preschool education,PP111,15.776667339941241,20.687534088742495,36.46420142868374
School education,PP112,80.13406437819322,17.669459466589615,97.80352384478283
Tertiary education,PP113,60.255773329936346,26.434387645574134,86.69016097551048
"Adult, community, and other education",,12.418406657021364,45.654839132888014,58.07324578990938
Hospitals,QQ111,107.93012641594032,23.03012817481431,130.96025459075463
Medical and other health care services,QQ112,76.33055036702353,43.33455935759048,119.66510972461401
Residential care services and social assistance,QQ113,49.370690983161694,33.72953743081598,83.10022841397767
Heritage and artistic activities,RS111,12.005636268215312,35.19953895394383,47.20517522215914
Sport and recreation services,,17.762581760722014,50.65134953121492,68.41393129193693
Gambling activities,RS113,15.930213349540963,33.148081132882226,49.07829448242319
Repair and maintenance,RS211,30.8356898557754,43.78593886930548,74.62162872508088
Personal services; domestic household staff,,26.06382598335813,30.665525406643155,56.729351390001284
"Religious services; civil, professional, and other interest groups",,15.280253754932346,56.994270710133605,72.27452446506595
