Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Horticulture and fruit growing,AA111,28.041876920336108,45.87893427558629,73.9208111959224
"Sheep, beef cattle, and grain farming",,44.008518112827005,48.49268458583083,92.50120269865783
Dairy cattle farming,AA131,78.42785942666706,41.91756938308572,120.34542880975278
"Poultry, deer, and other livestock farming",,6.947136901216709,52.46072211816181,59.40785901937852
Forestry and logging,AA211,18.777615600885383,61.262319415471666,80.03993501635705
Fishing and aquaculture,,6.382491872119999,43.53525871254283,49.917750584662826
"Agriculture, forestry, and fishing support services",,26.489415869733875,42.997404430330334,69.48682030006421
Coal mining,BB111,2.28753716849144,48.692488322267195,50.980025490758635
Oil and gas extraction,BB112,17.262758482849677,36.54846274471129,53.811221227560964
Metal ore and non-metallic mineral mining and quarrying,BB113,10.409424442724003,37.79325762301028,48.20268206573428
Exploration and other mining support services,BB114,2.3767965978795473,53.54152882006656,55.91832541794611
Meat and meat product manufacturing,CC111,27.226185460014676,73.28949041532542,100.5156758753401
Seafood processing,CC121,6.940626176330966,44.20077635400196,51.141402530332925
Dairy product manufacturing,CC131,43.882619551597145,94.3320512639134,138.21467081551054
"Fruit, oil, cereal, and other food product manufacturing",,31.725435360995107,56.830298318966925,88.55573367996203
Beverage and tobacco product manufacturing,CC151,18.086601413168637,58.67592791783977,76.76252933100841
Textile and leather manufacturing,CC211,5.491624963823995,57.822992615638725,63.31461757946272
"Clothing, knitted products, and footwear manufacturing",,2.115941592653911,38.39175976447419,40.5077013571281
Wood product manufacturing,CC311,19.744250494299877,58.00055066488699,77.74480115918686
"Pulp, paper, and converted paper product manufacturing",,7.597814976981226,68.94908549331967,76.5469004703009
Printing,CC411,7.925467009630893,41.6641125028807,49.58957951251159
Petroleum and coal product manufacturing,CC511,14.75831009819376,47.1853549067946,61.94366500498836
Basic chemical and basic polymer manufacturing,CC521,5.079250979994072,48.52402097932634,53.60327195932041
Fertiliser and pesticide manufacturing,CC522,4.66418171944963,50.80192066044208,55.46610237989171
"Pharmaceutical, cleaning, and other chemical manufacturing",,6.9049878133490665,52.002035238239046,58.90702305158811
Polymer product and rubber product manufacturing,CC531,18.198449109128433,39.84151389945464,58.03996300858307
Non-metallic mineral product manufacturing,CC611,13.553579709206133,52.14375240748723,65.69733211669336
Primary metal and metal product manufacturing,CC711,7.038440303381208,67.40482286561121,74.44326316899242
Fabricated metal product manufacturing,CC721,29.182681039750605,51.933368763267026,81.11604980301763
Transport equipment manufacturing,CC811,16.30148168749679,27.072151215958684,43.37363290345547
Electronic and electrical equipment manufacturing,CC821,27.139347023476148,32.6931962988474,59.832543322323545
Machinery manufacturing,CC822,20.764699427045116,40.98286624126672,61.747565668311836
Furniture manufacturing,CC911,6.350618003982163,45.788753164564696,52.13937116854686
Other manufacturing,CC912,3.7321018361819256,44.41518026548903,48.14728210167095
Electricity generation and on-selling,DD111,36.95412180608946,70.33213249075015,107.28625429683962
Electricity transmission and distribution,DD112,36.03377072819012,41.4613928352469,77.49516356343702
Gas and water supply,,15.543785194632392,42.341574694604105,57.8853598892365
Sewerage and drainage services,DD122,4.7000171864732465,42.60820180129497,47.308218987768214
"Waste collection, treatment, and disposal services",,11.837157948452955,41.72355038087869,53.560708329331646
Residential building construction,EE112,54.001944714450474,115.14809318314383,169.1500378975943
Non-residential building construction,EE113,16.814675292733455,127.43225273995427,144.24692803268772
Heavy and civil engineering construction,EE121,56.96537491374056,84.85739997645305,141.8227748901936
Construction services,EE131,140.81469504960842,64.55232127950512,205.36701632911354
Basic material wholesaling,FF111,32.53601882525936,54.249574723965,86.78559354922436
Machinery and equipment wholesaling,FF112,50.27638907769233,40.78397404048064,91.06036311817297
"Motor vehicle wholesaling, including parts",,13.03528849556983,37.885541905323635,50.920830400893465
"Grocery, liquor, and tobacco product wholesaling",,31.063542401764607,61.977436657623,93.04097905938761
Other goods and commission based wholesaling,,46.85371291149477,41.62941940206565,88.48313231356042
"Motor vehicle retailing, including parts",,21.333156858877828,34.02808875966048,55.361245618538305
Fuel retailing,GH112,5.681171369304138,42.21923195769341,47.90040332699755
Supermarket and grocery stores,GH121,38.27346390276125,33.77478254517155,72.0482464479328
Specialised food retailing,GH122,7.454536453666037,40.89944994163818,48.35398639530422
"Furniture, electrical, and hardware retailing",,37.6605052222435,36.50988923701743,74.17039445926093
"Recreational, clothing, footwear, and personal accessory retailing",,19.909038076706338,49.811176388605645,69.72021446531198
Department stores,GH133,14.375122156025782,45.19479834706567,59.56992050309145
Pharmaceutical and other store based retailing,GH134,18.168653909163822,50.34609473929277,68.51474864845659
Non-store and commission based retailing,GH135,5.05877611210758,58.900767620845954,63.959543732953534
Accommodation,GH211,25.75874469015025,45.66319850249374,71.421943192644
