Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6895.8662225591615,9.143777440837761,0.42810457516339867,2956.0663725490194,2952.1518795923207,3.9144929566985183,2.165523496983345,1.7489694597151733
"Sheep, beef cattle, and grain farming",,11564.824999999997,11551.79899586321,13.026004136787286,0.4252711496746204,4918.186423535791,4912.646839780872,5.53958375491789,0.1827290581904107,5.3568546967274795
Dairy cattle farming,AA131,17366.689999999995,17357.520210860715,9.169789139280791,0.5005778676683039,8693.380648656455,8688.790455162145,4.59019349430915,0.0520692153621875,4.538124278946963
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.394734476017,3.0752655239820292,0.332035595105673,747.5681813125693,746.547083694206,1.0210976183633325,0.5757479439965606,0.44534967436677186
Forestry and logging,AA211,6804.61,6801.555262389275,3.0547376107237683,0.30035010134512624,2043.7653031140592,2042.8478123630955,0.9174907509636526,0.06143090096397874,0.8560598499996739
Fishing and aquaculture,,1918.8949999999995,1917.0750386437962,1.8199613562034163,0.35635179153094465,683.8016710097719,683.1531245199717,0.648546489800175,0.41154535180037316,0.2370011379998019
"Agriculture, forestry, and fishing support services",,6337.750000000002,6331.86003186928,5.88996813072169,0.4612341772151899,2923.18690664557,2920.4702520409737,2.716654604597109,0.135320475585526,2.5813341290115828
Coal mining,BB111,632.5200000000001,632.0892478039087,0.4307521960913908,0.41386138613861384,261.7756039603961,261.59733225943944,0.178271700956635,0.01894648049249232,0.15932522046414271
Oil and gas extraction,BB112,3481.37,3478.121017797136,3.2489822028637807,0.5343401654081266,1860.2358216468892,1858.4997599592032,1.736061687686292,0.024816486343246714,1.7112452013430453
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2144.914577674234,1.1354223257664295,0.5344224037339557,1146.8971995332556,1146.2904044046663,0.6067951285892937,0.17751597626820126,0.4292791523210924
Exploration and other mining support services,BB114,651.3449999999999,650.6569021677304,0.6880978322695102,0.3818525519848771,248.71775047258976,248.4549985593224,0.2627519132673744,0.0,0.2627519132673744
Meat and meat product manufacturing,CC111,15834.334999999994,15815.048371647543,19.28662835245045,0.1862030730239189,2948.401836290194,2944.8106068226975,3.5912294674965155,2.901868731595081,0.6893607359014345
Seafood processing,CC121,2153.5800000000004,2151.474367692907,2.1056323070934897,0.34279096699478867,738.2277707006372,737.5059789659531,0.7217917346840452,0.6072729458609633,0.11451878882308196
Dairy product manufacturing,CC131,29974.420000000006,29959.53816821905,14.881831780956725,0.157542273564373,4722.238275573414,4719.8937579598405,2.3445176135744648,1.9320133231674028,0.4125042904070621
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10282.659538933554,25.910461066444267,0.32566630156991605,3357.153866374589,3348.715702347109,8.438164027480207,7.662874148002076,0.7752898794781307
Beverage and tobacco product manufacturing,CC151,6779.509999999998,6762.686370022571,16.823629977426634,0.2839689004072566,1925.1699999999996,1920.3926122944513,4.7773877055484,3.988010801237738,0.7893769043106625
Textile and leather manufacturing,CC211,1805.9450000000006,1803.4120933596535,2.5329066403472495,0.3102971665514858,560.3796164478232,559.593662694184,0.7859537536391948,0.3305893325930476,0.45536442104614716
"Clothing, knitted products, and footwear manufacturing",,513.2949999999998,512.6635584425095,0.6314415574902653,0.4081145584725537,209.48316229116938,209.225461798733,0.2577004924363613,0.22509700233638802,0.032603490099973244
Wood product manufacturing,CC311,7001.644999999997,6995.889100136057,5.755899863940262,0.29581245526127414,2071.173798317823,2069.4711314468327,1.7026668709902026,0.34853813458846894,1.3541287364017336
"Pulp, paper, and converted paper product manufacturing",,4216.799999999999,4211.9250811145885,4.874918885411041,0.19141323792486584,807.1513416815742,806.2182176730967,0.9331240084776053,0.2665394347323534,0.6665845737452519
Printing,CC411,1842.3400000000001,1838.9767790344001,3.3632209656000907,0.44972826086956524,828.5523641304349,827.0398286146556,1.5125355157793885,0.1482844884774792,1.3642510273019093
Petroleum and coal product manufacturing,CC511,9094.985000000004,9075.402544502458,19.582455497545467,0.178191856452726,1620.652261559697,1617.1628274606865,3.4894340990105173,2.278273313274811,1.2111607857357063
