,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
0,Horticulture and fruit growing,AA111,4.952297620787234,4.877497623445703,9.829795244232937
1,Dairy cattle farming,AA131,0.14076298146940458,9.241783504885209,9.382546486354613
2,Forestry and logging,AA211,0.16635625082747812,3.5803020086505475,3.7466582594780258
3,Coal mining,BB111,0.057584856055665504,0.5855644021087549,0.6431492581644205
4,Oil and gas extraction,BB112,0.22394110688314364,4.099652684223243,4.323593791106387
5,Metal ore and non-metallic mineral mining and quarrying,BB113,0.3838990403711034,1.2247290119466772,1.6086280523177805
6,Exploration and other mining support services,BB114,0.01919495201855517,0.9602899885209383,0.9794849405394934
7,Meat and meat product manufacturing,CC111,14.984859209152068,4.425240197788037,19.410099406940105
8,Seafood processing,CC121,1.5739860655215239,0.6468897101750026,2.2208757756965265
9,Dairy product manufacturing,CC131,11.433793085719362,3.6661822607392924,15.099975346458654
10,Beverage and tobacco product manufacturing,CC151,13.62841593317417,3.4742560367674944,17.102671969941664
11,Textile and leather manufacturing,CC211,0.9917391876253504,1.8400483885211272,2.8317875761464775
12,Wood product manufacturing,CC311,0.9853408702858321,5.8337680668009355,6.819108937086767
13,Printing,CC411,0.3838990403711034,4.964608178378192,5.348507218749296
14,Petroleum and coal product manufacturing,CC511,12.457523860042304,9.423227678082998,21.880751538125303
15,Basic chemical and basic polymer manufacturing,CC521,0.75500144606317,1.5003020647176695,2.2553035107808395
16,Fertiliser and pesticide manufacturing,CC522,0.49267043514291603,2.085925728889502,2.578596164032418
17,Polymer product and rubber product manufacturing,CC531,1.9066985671764802,5.702659283775777,7.609357850952257
18,Non-metallic mineral product manufacturing,CC611,1.5227995268053767,4.183226022016832,5.706025548822209
19,Primary metal and metal product manufacturing,CC711,0.14076298146940458,4.155502576881182,4.296265558350587
20,Fabricated metal product manufacturing,CC721,1.541994478823932,11.465092598192333,13.007087077016266
21,Transport equipment manufacturing,CC811,6.820606283926604,5.438694157956069,12.259300441882672
22,Electronic and electrical equipment manufacturing,CC821,2.7192848692953158,2.2090492491685048,4.9283341184638205
23,Machinery manufacturing,CC822,1.2284769291875308,1.9600538629212643,3.188530792108795
24,Furniture manufacturing,CC911,3.627845931506927,1.2982120420834273,4.926057973590354
25,Other manufacturing,CC912,1.6187742868981525,0.6645468151506702,2.2833211020488227
26,Electricity generation and on-selling,DD111,16.782786381556736,34.482725685227095,51.26551206678383
27,Electricity transmission and distribution,DD112,5.969630077770658,12.79085223727426,18.760482315044918
