,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
28,Sewerage and drainage services,DD122,2.776869725350981,1.6519537370067172,4.428823462357698
29,Residential building construction,EE112,0.6334334166123206,10.489080276824549,11.122513693436868
30,Non-residential building construction,EE113,0.3838990403711034,11.606418324882114,11.990317365253217
31,Heavy and civil engineering construction,EE121,4.753949783262163,7.488583742170617,12.24253352543278
32,Construction services,EE131,3.0008108322341247,38.388217599893736,41.38902843212786
33,Basic material wholesaling,FF111,10.506037071489196,9.124034833477737,19.630071904966933
34,Machinery and equipment wholesaling,FF112,11.113877218743443,10.861821322241934,21.975698540985377
35,Fuel retailing,GH112,3.5766593927907797,0.41288348377934536,3.989542876570125
36,Supermarket and grocery stores,GH121,23.56500276144623,2.017874514701905,25.582877276148135
37,Specialised food retailing,GH122,5.189035362349414,0.3788287895622995,5.567864151911714
38,Department stores,GH133,10.512435388828715,0.7832894776996024,11.295724866528317
39,Pharmaceutical and other store based retailing,GH134,11.964853424899388,2.2773660575034373,14.242219482402826
40,Non-store and commission based retailing,GH135,3.7046257395811475,0.5364561250437818,4.241081864624929
41,Accommodation,GH211,10.333282503322199,1.9125824652350722,12.245864968557271
42,Food and beverage services,GH212,47.14920047491101,4.175000654016955,51.32420112892797
43,Road transport,II111,8.445778888164275,19.11927791605151,27.565056804215786
44,Rail transport,II121,1.0365274090019791,1.1199777256142693,2.1565051346162485
45,Water transport,II122,1.3820365453359722,0.9959711469773618,2.378007692313334
46,Air and space transport,II123,14.018713290884792,4.219510901765782,18.238224192650573
47,Other transport,II125,1.2924601025827147,1.5013021739435068,2.7937622765262216
48,Transport support services,II132,10.218112791210869,12.410940341267816,22.629053132478685
49,Warehousing and storage services,II133,0.24313605890169881,3.4252913728300043,3.668427431731703
50,Publishing (except internet and music publishing),JJ111,1.2284769291875308,3.3370882150932513,4.565565144280782
51,Motion picture and sound recording activities,JJ112,1.9003002498369617,2.5015389536083603,4.401839203445322
52,Broadcasting and internet publishing,JJ113,4.299669252156358,3.0267634232286866,7.326432675385044
53,Telecommunications services,JJ121,17.851305377256306,13.640463265122786,31.491768642379093
54,"Internet service providers, web search portals and data processing services",JJ122,1.5931810175400791,3.4944623818631415,5.087643399403221
55,Library and other information services,JJ123,2.149834626078179,0.14400065235430315,2.293835278432482
56,Life insurance,KK121,11.63853924058395,0.2872280480499825,11.925767288633933
57,Health and general insurance,KK122,10.992309189292593,19.656185541144367,30.64849473043696
58,Auxiliary finance and insurance services,KK131,1.823520441762741,28.27681752549422,30.100337967256962
59,Rental and hiring services (except real estate),LL111,3.691829104902111,12.00196239212728,15.693791497029391
60,Non-financial asset leasing,LL112,0.05118653871614712,4.275778324625114,4.326964863341261
61,Residential property operation,LL121,79.0832023164473,0.14718923212542734,79.23039154857273
62,Non-residential property operation,LL122,2.4313605890169883,52.85559534898339,55.28695593800038
63,Real estate services,LL123,0.42228894440821374,7.438984986703292,7.861273931111506
64,Legal and accounting services,MN112,4.05013487591514,21.23987140234381,25.29000627825895
65,Veterinary and other professional services,MN114,3.1479721310430477,1.5995809213370764,4.747553052380124
66,Computer system design and related services,MN115,3.954160115822365,19.587489063050217,23.541649178872582
67,Travel agency and tour arrangement services,MN211,2.201021164794326,1.8983195082505069,4.099340673044833
68,Employment and other administrative services,MN212,4.670771657848425,22.46549038497409,27.136262042822516
69,Defence,OO212,14.997655843831106,0.26042545776362047,15.258081301594727
70,Preschool education,PP111,10.294892599285088,0.8955999533941768,11.190492552679265
71,School education,PP112,51.192937033486636,0.9385960113802909,52.13153304486693
72,Tertiary education,PP113,23.302671750525974,3.1863156707402602,26.488987421266234
73,Hospitals,QQ111,80.47163717912278,0.7004893041549849,81.17212648327776
74,Medical and other health care services,QQ112,60.04820823138009,12.25452405535313,72.30273228673322
75,Residential care services and social assistance,QQ113,34.68527829752919,6.3041460725490595,40.98942437007825
76,Heritage and artistic activities,RS111,6.244757723369949,1.6280327758384283,7.872790499208377
77,Gambling activities,RS113,10.269299329927016,0.5383009729360229,10.807600302863039
78,Repair and maintenance,RS211,8.285820954676314,6.719788901104815,15.00560985578113
