Description,NZSIOC,Original Output,Shocked Output,Output Loss
Heavy and civil engineering construction,EE121,14677.449917276812,14616.78529366911,60.66462360770293
Construction services,EE131,28350.08056876458,28241.05514034805,109.02542841653073
Basic material wholesaling,FF111,7508.268199710489,7489.14096161084,19.127238099648487
Machinery and equipment wholesaling,FF112,8264.548142789843,8250.485506895671,14.062635894171652
"Motor vehicle wholesaling, including parts",,2085.2326117925213,2081.735359710893,3.497252081628346
"Grocery, liquor, and tobacco product wholesaling",,7588.825598025307,7574.395916135762,14.429681889545668
Other goods and commission based wholesaling,,7995.574615810914,7981.896891837458,13.677723973456667
"Motor vehicle retailing, including parts",,3094.499869869582,3087.0062285532817,7.4936413163002875
Fuel retailing,GH112,850.301143543785,847.7500242058788,2.5511193379060817
Supermarket and grocery stores,GH121,5667.220870365167,5650.144600691396,17.076269673770284
Specialised food retailing,GH122,1209.4905899183643,1205.8985152647228,3.592074653641412
"Furniture, electrical, and hardware retailing",,5693.205026701771,5680.436671359794,12.768355341977566
"Recreational, clothing, footwear, and personal accessory retailing",,3572.1230189437497,3561.824202919884,10.298816023865514
Department stores,GH133,2407.7548335139845,2402.3373724595235,5.417461054461098
Pharmaceutical and other store based retailing,GH134,3258.7123046634715,3249.5652695472977,9.14703511617423
Non-store and commission based retailing,GH135,981.160571163528,979.5211212648377,1.639449898690285
Accommodation,GH211,4537.893159699569,4524.923588685599,12.969571013970766
Food and beverage services,GH212,11296.289860116993,11248.843290755432,47.44656936156186
Road transport,II111,9359.871925841971,9346.921341004505,12.950584837466502
Rail transport,II121,540.6732683081793,539.6059997107448,1.0672685974345815
Water transport,II122,739.7449860556442,738.9274191502335,0.8175669054107282
Air and space transport,II123,5735.100295119452,5727.627753678047,7.472541441405469
Other transport,II125,928.5321574398157,927.4960721625298,1.036085277285825
Postal and courier services,,2651.1982208446657,2647.5084833839132,3.689737460752369
Transport support services,II132,8243.027843222966,8237.356357010056,5.671486212910349
Warehousing and storage services,II133,1417.156660283312,1415.3268079651539,1.8298523181581003
Publishing (except internet and music publishing),JJ111,1409.0392001672049,1406.0535003229647,2.985699844240222
Motion picture and sound recording activities,JJ112,2201.659107800419,2198.6532366325555,3.0058711678635857
Broadcasting and internet publishing,JJ113,1644.8117985544845,1642.0325042313484,2.779294323136104
Telecommunications services,JJ121,7779.296029055556,7772.784218304096,6.511810751460452
"Internet service providers, web search portals and data processing services",JJ122,1642.9198592850664,1641.024521558339,1.895337726727382
Library and other information services,JJ123,441.91398145327753,440.697305767278,1.2166756859995247
Banking and financing; financial asset investing,,17316.300400980377,17298.710886346507,17.589514633870667
Life insurance,KK121,1855.161371577605,1853.3628000540152,1.7985715235897566
Health and general insurance,KK122,6953.799862370223,6947.485104424102,6.314757946120617
Superannuation and individual pension services,,390.6150126849318,390.0679400900962,0.5470725948355953
Auxiliary finance and insurance services,KK131,7517.303443081259,7508.177361911323,9.12608116993536
Rental and hiring services (except real estate),LL111,5674.731389069222,5666.916359359952,7.815029709269806
Non-financial asset leasing,LL112,1330.996830273044,1329.3752252608713,1.621605012172821
Residential property operation,LL121,15627.200324904052,15611.9263390579,15.273985846151625
Non-residential property operation,LL122,16599.39014558746,16577.54831323782,21.84183234963672
Real estate services,LL123,5915.4855599191205,5908.464261611025,7.021298308095747
Owner-occupied property operation,,36859.79308623835,36840.26089903054,19.53218720781653
"Scientific, architectural, and engineering services",,14825.54936094663,14799.07795335684,26.471407589790914
Legal and accounting services,MN112,8897.875241021025,8884.857839298895,13.01740172213134
"Advertising, market research, and management services",,12204.510130244988,12177.811476432507,26.69865381247911
Veterinary and other professional services,MN114,1364.3277233589538,1361.6651409136039,2.6625824453500897
Computer system design and related services,MN115,12779.21291760452,12763.687495434267,15.52542217025203
Travel agency and tour arrangement services,MN211,1495.0088659395226,1492.878479163607,2.130386775915658
Employment and other administrative services,MN212,8027.111826146348,8001.802450682946,25.30937546340202
"Building cleaning, pest control, and other support services",,4574.225541241587,4560.739389044173,13.486152197414667
Local government administration services,,2985.7457483619146,2977.5317864393082,8.21396192260636
Central government administration services,,11508.040399850845,11483.308435734518,24.731964116325923
Defence,OO212,2495.848815324654,2491.3484654876306,4.5003498370233705
"Public order, safety, and regulatory services",,9128.642058697875,9110.106658709134,18.535399988741112
Preschool education,PP111,2141.1371237873086,2133.086714272287,8.050409515021851
School education,PP112,10123.229545541244,10096.032477020439,27.197068520804038
Tertiary education,PP113,7986.2277777491445,7971.506534474564,14.721243274579486
"Adult, community, and other education",,2080.381188668415,2075.001156328822,5.380032339592433
Hospitals,QQ111,14321.436233123395,14292.142851117842,29.29338200555353
Medical and other health care services,QQ112,12747.391709558342,12716.561685653034,30.830023905306867
Residential care services and social assistance,QQ113,7609.077747744575,7581.926943638828,27.15080410574731
Heritage and artistic activities,RS111,1948.1724099604965,1944.3151674585422,3.8572425019540626
Sport and recreation services,,3871.464742437629,3860.1610415381,11.303700899528826
Gambling activities,RS113,2240.770909548943,2238.381198420871,2.3897111280721686
Repair and maintenance,RS211,5121.897803333234,5102.618671702185,19.279131631048976
Personal services; domestic household staff,,3706.6053344975703,3699.912977522613,6.692356974957487
"Religious services; civil, professional, and other interest groups",,3302.618830165394,3292.462848362755,10.155981802638747
