Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,5865.591011198375,5843.931815619013,21.659195579362486
"Sheep, beef cattle, and grain farming",,9630.482842666717,9607.028344531964,23.45449813475353
Dairy cattle farming,AA131,14625.243681225025,14597.26644914464,27.977232080385317
"Poultry, deer, and other livestock farming",,1686.4452467721267,1681.2580590240232,5.187187748103581
Forestry and logging,AA211,5865.201495251384,5854.899267971464,10.302227279919498
Fishing and aquaculture,,1451.1437026816147,1446.9249331554895,4.218769526125219
"Agriculture, forestry, and fishing support services",,5362.168593683147,5343.064279535652,19.104314147495256
Coal mining,BB111,494.7948360294021,493.248527896801,1.5463081326010812
Oil and gas extraction,BB112,2975.2565397453927,2966.089990749393,9.166548995999905
Metal ore and non-metallic mineral mining and quarrying,BB113,1810.9905680292068,1800.9444118209153,10.046156208291453
Exploration and other mining support services,BB114,546.2507344798876,542.2355989851503,4.015135494737229
Meat and meat product manufacturing,CC111,13122.800609269472,13047.991107064368,74.80950220510523
Seafood processing,CC121,1697.4167766137036,1686.561232557731,10.855544055972674
Dairy product manufacturing,CC131,24943.432234856882,24882.598649909578,60.8335849473036
"Fruit, oil, cereal, and other food product manufacturing",,7824.742528301136,7752.784428883752,71.9580994173835
Beverage and tobacco product manufacturing,CC151,5037.7233904767445,5009.088813545259,28.63457693148604
Textile and leather manufacturing,CC211,1435.9096764837916,1431.629250470966,4.280426012825637
"Clothing, knitted products, and footwear manufacturing",,354.1664367825826,353.0687056888855,1.0977310936970777
Wood product manufacturing,CC311,5793.184537644188,5746.584346560973,46.600191083214405
"Pulp, paper, and converted paper product manufacturing",,3200.0346375973604,3182.2300419910584,17.80459560630221
Printing,CC411,1490.8929748565222,1479.1939559187015,11.699018937820746
Petroleum and coal product manufacturing,CC511,2860.8728371749057,2857.306400638473,3.5664365364328794
Basic chemical and basic polymer manufacturing,CC521,1530.274861813226,1526.2302343113222,4.044627501903699
Fertiliser and pesticide manufacturing,CC522,1313.8714105354852,1310.20382167903,3.667588856455222
"Pharmaceutical, cleaning, and other chemical manufacturing",,1601.109038254474,1590.821725670499,10.287312583974785
Polymer product and rubber product manufacturing,CC531,3318.416615325536,3299.7925801460165,18.624035179519378
Non-metallic mineral product manufacturing,CC611,3138.105327162549,3127.795625133282,10.309702029267307
Primary metal and metal product manufacturing,CC711,2689.47446403552,2646.763789682092,42.71067435342853
Fabricated metal product manufacturing,CC721,6346.336573035555,6050.454670626694,295.881902408861
Transport equipment manufacturing,CC811,2365.2105898181585,2358.8812335887105,6.329356229447985
Electronic and electrical equipment manufacturing,CC821,4292.2050780278005,4281.758170811401,10.446907216399596
Machinery manufacturing,CC822,3666.8643462166224,3646.548311422875,20.316034793747587
Furniture manufacturing,CC911,1250.345064540436,1242.9062242265627,7.43884031387312
Other manufacturing,CC912,704.4865166845406,701.9136728306254,2.5728438539151526
Electricity generation and on-selling,DD111,13931.659431651035,13919.71458998387,11.944841667164209
Electricity transmission and distribution,DD112,5599.134547203223,5594.397816884509,4.736730318713676
Gas and water supply,,3430.518859910221,3425.8158183547353,4.703041555486063
Sewerage and drainage services,DD122,850.4659114387338,849.0321712614038,1.433740177329918
"Waste collection, treatment, and disposal services",,2602.2710810973317,2595.9770020153924,6.294079081938998
Residential building construction,EE112,20629.39911918761,20536.410809261713,92.9883099258935
Non-residential building construction,EE113,9178.984363554486,9122.82264026625,56.16172328823773
