Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,5865.591011198375,5841.694796332068,23.896214866307133
"Sheep, beef cattle, and grain farming",,9630.482842666717,9602.459870557499,28.022972109217203
Dairy cattle farming,AA131,14625.243681225025,14592.254828024814,32.988853200211224
"Poultry, deer, and other livestock farming",,1686.4452467721267,1680.2401027209444,6.205144051182451
Forestry and logging,AA211,5865.201495251384,5853.591414640249,11.610080611134617
Fishing and aquaculture,,1451.1437026816147,1446.6365102332952,4.507192448319627
"Agriculture, forestry, and fishing support services",,5362.168593683147,5340.383001313662,21.78559236948536
Coal mining,BB111,494.7948360294021,493.0695148925843,1.7253211368177659
Oil and gas extraction,BB112,2975.2565397453927,2964.6036423669448,10.652897378448321
Metal ore and non-metallic mineral mining and quarrying,BB113,1810.9905680292068,1799.1643425774664,11.826225451740415
Exploration and other mining support services,BB114,546.2507344798876,541.9895819058514,4.26115257403609
Meat and meat product manufacturing,CC111,13122.800609269472,13031.63507347827,91.16553579120239
Seafood processing,CC121,1697.4167766137036,1685.4784805583065,11.938296055397222
Dairy product manufacturing,CC131,24943.432234856882,24875.257350066833,68.17488479004801
"Fruit, oil, cereal, and other food product manufacturing",,7824.742528301136,7747.682693106964,77.05983519417215
Beverage and tobacco product manufacturing,CC151,5037.7233904767445,5006.451486538528,31.271903938216656
Textile and leather manufacturing,CC211,1435.9096764837916,1431.114636188443,4.795040295348715
"Clothing, knitted products, and footwear manufacturing",,354.1664367825826,352.9643189551631,1.2021178274194666
Wood product manufacturing,CC311,5793.184537644188,5742.345517697915,50.83901994627288
"Pulp, paper, and converted paper product manufacturing",,3200.0346375973604,3180.803969061902,19.2306685354586
Printing,CC411,1490.8929748565222,1478.078844204897,12.814130651625268
Petroleum and coal product manufacturing,CC511,2860.8728371749057,2856.763878291054,4.108958883851596
Basic chemical and basic polymer manufacturing,CC521,1530.274861813226,1525.884149764155,4.390712049070894
Fertiliser and pesticide manufacturing,CC522,1313.8714105354852,1309.6778106710874,4.193599864397855
"Pharmaceutical, cleaning, and other chemical manufacturing",,1601.109038254474,1590.2540252556682,10.85501299880567
Polymer product and rubber product manufacturing,CC531,3318.416615325536,3298.9300153147674,19.486600010768424
Non-metallic mineral product manufacturing,CC611,3138.105327162549,3126.731400555739,11.373926606810116
Primary metal and metal product manufacturing,CC711,2689.47446403552,2628.362099585133,61.11236445038726
Fabricated metal product manufacturing,CC721,6346.336573035555,6016.934567946612,329.4020050889426
Transport equipment manufacturing,CC811,2365.2105898181585,2358.178061058601,7.032528759557265
Electronic and electrical equipment manufacturing,CC821,4292.2050780278005,4280.4917853920415,11.713292635759288
Machinery manufacturing,CC822,3666.8643462166224,3643.0226948654167,23.84165135120581
Furniture manufacturing,CC911,1250.345064540436,1242.0958001563565,8.249264384079392
Other manufacturing,CC912,704.4865166845406,701.6228132645364,2.8637034200042333
Electricity generation and on-selling,DD111,13931.659431651035,13918.29571964275,13.363712008284992
Electricity transmission and distribution,DD112,5599.134547203223,5593.8285528021515,5.305994401070638
Gas and water supply,,3430.518859910221,3425.1974884290394,5.321371481181909
Sewerage and drainage services,DD122,850.4659114387338,848.8651275510659,1.600783887667881
"Waste collection, treatment, and disposal services",,2602.2710810973317,2595.520318616243,6.750762481088656
Residential building construction,EE112,20629.39911918761,20525.719285155104,103.67983403250203
Non-residential building construction,EE113,9178.984363554486,9116.332896403608,62.65146715087816
Heavy and civil engineering construction,EE121,14677.449917276812,14609.529154334738,67.92076294207428
Construction services,EE131,28350.08056876458,28228.24130700053,121.83926176404762
