Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Horticulture and fruit growing,AA111,15.109038568578399,19.85691990975829,34.96595847833669
"Sheep, beef cattle, and grain farming",,26.148068230913395,22.21063986955005,48.358708100463446
Dairy cattle farming,AA131,48.65717463189685,17.952079023105398,66.60925365500225
"Poultry, deer, and other livestock farming",,3.225231721352202,23.282691588544594,26.507923309896796
Forestry and logging,AA211,9.182486092002137,27.35940097325897,36.54188706526111
Fishing and aquaculture,,5.467893319987297,19.117043052783856,24.584936372771153
"Agriculture, forestry, and fishing support services",,14.353621090720935,18.90058079775781,33.25420188847875
Coal mining,BB111,1.694099448273505,20.802261837350102,22.496361285623607
Oil and gas extraction,BB112,4.885479452054824,15.412591228270685,20.29807068032551
Metal ore and non-metallic mineral mining and quarrying,BB113,6.294518274536472,16.191850004360845,22.486368278897316
Exploration and other mining support services,BB114,1.2284602269386937,22.500866340833966,23.72932656777266
Meat and meat product manufacturing,CC111,15.766203024434617,36.23147915957725,51.997682184011865
Seafood processing,CC121,5.660241239914171,19.817947366146768,25.47818860606094
Dairy product manufacturing,CC131,25.62522703407967,50.092331906654636,75.7175589407343
"Fruit, oil, cereal, and other food product manufacturing",,13.964151510242118,24.832201881536093,38.79635339177821
Beverage and tobacco product manufacturing,CC151,9.716218874823653,24.9438871187092,34.66010599353285
Textile and leather manufacturing,CC211,2.315548789311208,26.558884511098483,28.87443330040969
"Clothing, knitted products, and footwear manufacturing",,0.8714455910318577,16.22319318734648,17.09463877837834
Wood product manufacturing,CC311,9.716005476572263,25.60391116394885,35.319916640521114
"Pulp, paper, and converted paper product manufacturing",,2.690960593560362,29.946496735854794,32.637457329415156
Printing,CC411,3.385011090506623,17.543003324782376,20.928014415289
Petroleum and coal product manufacturing,CC511,8.081857194811619,19.860426571003245,27.942283765814864
Basic chemical and basic polymer manufacturing,CC521,1.6880360493714193,19.780415115780727,21.468451165152146
Fertiliser and pesticide manufacturing,CC522,2.023402629071427,21.485277345818247,23.508679974889674
"Pharmaceutical, cleaning, and other chemical manufacturing",,3.210482483376836,22.63142099243305,25.841903475809886
Polymer product and rubber product manufacturing,CC531,6.685566659469941,16.77757928061078,23.46314594008072
Non-metallic mineral product manufacturing,CC611,6.00178494497618,22.067522898483503,28.069307843459683
Primary metal and metal product manufacturing,CC711,4.130529821932555,28.752501551519913,32.88303137345247
Fabricated metal product manufacturing,CC721,12.540209754656644,21.955390268946758,34.4956000236034
Transport equipment manufacturing,CC811,7.4257227527991745,11.439941657315558,18.865664410114732
Electronic and electrical equipment manufacturing,CC821,11.252331326068088,13.50456216700968,24.75689349307777
Machinery manufacturing,CC822,9.9191257571415,17.392097922823723,27.311223679965224
Furniture manufacturing,CC911,2.9712631375145975,19.432584547705574,22.40384768522017
Other manufacturing,CC912,1.5398869852769508,18.594665061044964,20.134552046321915
Electricity generation and on-selling,DD111,15.961008436118846,30.07935274190868,46.040361178027524
Electricity transmission and distribution,DD112,17.004118240807657,17.58777105408899,34.591889294896646
Gas and water supply,,5.615866852535419,17.29517998309484,22.91104683563026
Sewerage and drainage services,DD122,1.7369313046555135,17.319747336569094,19.056678641224607
"Waste collection, treatment, and disposal services",,5.39580478623634,17.79352376576003,23.18932855199637
Residential building construction,EE112,25.558805234873944,50.579575884125006,76.13838111899895
Non-residential building construction,EE113,7.489552353947602,55.696764707057355,63.18631706100496
Heavy and civil engineering construction,EE121,27.39575413919829,37.27965624362059,64.67541038281888
Construction services,EE131,62.262170240710475,27.962939251015996,90.22510949172647
Basic material wholesaling,FF111,14.976542425379193,22.605707646182964,37.58225007156216
Machinery and equipment wholesaling,FF112,19.966740783300338,16.60875862076591,36.57549940406625
"Motor vehicle wholesaling, including parts",,5.195294707965104,15.57493503515002,20.770229743115124
"Grocery, liquor, and tobacco product wholesaling",,13.766249679487828,25.607038005570303,39.37328768505813
Other goods and commission based wholesaling,,17.76228538944315,17.061815753917017,34.82410114336017
"Motor vehicle retailing, including parts",,9.654931314848682,13.847357894751667,23.50228920960035
Fuel retailing,GH112,2.7379430686640944,17.325078317441807,20.063021386105902
Supermarket and grocery stores,GH121,18.612689507016512,14.225000034832192,32.837689541848704
Specialised food retailing,GH122,3.5407254750516586,16.983264904988573,20.52399038004023
"Furniture, electrical, and hardware retailing",,17.033879082805925,14.975137732530584,32.00901681533651
"Recreational, clothing, footwear, and personal accessory retailing",,9.023737623341958,20.495084622202512,29.51882224554447
Department stores,GH133,6.411073483226346,18.250778680151825,24.66185216337817
Pharmaceutical and other store based retailing,GH134,7.974075415664629,20.42516859265379,28.39924400831842
Non-store and commission based retailing,GH135,1.9405631060722612,23.81302044017724,25.7535835462495
Accommodation,GH211,14.780591469000683,19.530873415628776,34.31146488462946
Food and beverage services,GH212,25.930870060973575,22.12420232464956,48.055072385623134
Road transport,II111,21.242525137713983,20.563633883406055,41.80615902112004
Rail transport,II121,0.5524337211393089,26.308786764592483,26.861220485731792
Water transport,II122,1.2852198202054979,21.121840471137034,22.407060291342532
Air and space transport,II123,9.59400014957555,21.888453488937557,31.482453638513107
Other transport,II125,3.132962128764632,16.98258977786503,20.115551906629662
Postal and courier services,,5.228008911942311,18.76153378659626,23.98954269853857
Transport support services,II132,25.240300419494815,13.147792849707002,38.38809326920182
Warehousing and storage services,II133,3.071910332056632,18.93963054248661,22.011540874543243
Publishing (except internet and music publishing),JJ111,4.270082911326881,13.011155041427173,17.281237952754054
Motion picture and sound recording activities,JJ112,2.918968201472012,22.563346160801416,25.482314362273428
