Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Food and beverage services,GH212,13.158624337822403,11.303110419657969,24.46173475748037
Road transport,II111,10.221610950589366,10.715284984134541,20.936895934723907
Rail transport,II121,0.3577067281118218,13.767702587310254,14.125409315422075
Water transport,II122,0.6229751712328948,10.913633924041903,11.536609095274798
Air and space transport,II123,4.56895434205444,11.364865347279647,15.933819689334086
Other transport,II125,0.916438356164349,8.893017708809452,9.809456064973801
Postal and courier services,,2.7290247341212535,9.988306613029977,12.71733134715123
Transport support services,II132,12.51502549007364,7.0518730116873485,19.56689850176099
Warehousing and storage services,II133,1.532950323775367,10.186513610161455,11.719463933936822
Publishing (except internet and music publishing),JJ111,1.7081894392689492,6.9703840435346365,8.678573482803586
Motion picture and sound recording activities,JJ112,1.8271158484348007,12.437751965701068,14.264867814135869
Broadcasting and internet publishing,JJ113,1.4223161048570319,13.103075899706369,14.5253920045634
Telecommunications services,JJ121,10.344834631079266,8.838879953936612,19.183714585015878
"Internet service providers, web search portals and data processing services",JJ122,2.2245842422128135,9.215015299103243,11.439599541316056
Library and other information services,JJ123,0.7146493605462183,5.263564100592021,5.978213461138239
Banking and financing; financial asset investing,,25.32759797329345,9.188088581169723,34.51568655446317
Life insurance,KK121,1.3997245451288336,13.120762950845688,14.520487495974521
Health and general insurance,KK122,7.951351407893981,9.386528651956269,17.33788005985025
Superannuation and individual pension services,,0.060273972602740145,23.91008507818609,23.97035905078883
Auxiliary finance and insurance services,KK131,9.934168573090574,8.819791778501894,18.753960351592468
Rental and hiring services (except real estate),LL111,7.921230471823492,8.182431885301867,16.10366235712536
Non-financial asset leasing,LL112,1.5523765107620875,11.531205222662493,13.08358173342458
Residential property operation,LL121,28.58796363053807,6.916183535387972,35.50414716592604
Non-residential property operation,LL122,22.039866718737358,12.68326872976013,34.72313544849749
Real estate services,LL123,5.868605018602466,9.94390674373335,15.812511762335816
Owner-occupied property operation,,0.0,6.643264403050125,6.643264403050125
"Scientific, architectural, and engineering services",,20.23301854825695,10.324708949416163,30.557727497673113
Legal and accounting services,MN112,14.47361988755165,5.659939500268592,20.13355938782024
"Advertising, market research, and management services",,15.87255214056222,9.556454264914464,25.429006405476684
Veterinary and other professional services,MN114,2.2956731822137044,4.357466322649543,6.653139504863248
Computer system design and related services,MN115,19.17228945160332,7.265510893960709,26.43780034556403
Travel agency and tour arrangement services,MN211,1.5389183522720487,5.9799630741654255,7.518881426437474
Employment and other administrative services,MN212,9.303311287111228,11.505821819398534,20.809133106509762
"Building cleaning, pest control, and other support services",,6.039191820529595,9.934203468294982,15.973395288824577
Local government administration services,,4.298375951562548,7.622081870764532,11.92045782232708
Central government administration services,,14.62796092456847,10.675591199194969,25.30355212376344
Defence,OO212,5.062554126110399,4.415137382814237,9.477691508924636
"Public order, safety, and regulatory services",,13.671804301948214,6.939718446902589,20.611522748850803
Preschool education,PP111,3.83280510409827,4.602962095738576,8.435767199836846
School education,PP112,18.92414333800116,3.933448868945561,22.85759220694672
Tertiary education,PP113,12.302166450250297,5.901611439134285,18.203777889384583
"Adult, community, and other education",,2.7408796710575416,10.201567635196056,12.942447306253598
Hospitals,QQ111,25.719785738659994,5.1791982450013165,30.89898398366131
Medical and other health care services,QQ112,18.712286089918052,9.934266187152389,28.64655227707044
Residential care services and social assistance,QQ113,11.435882064023644,7.58399990513044,19.019881969154085
Heritage and artistic activities,RS111,2.3468528347899564,7.760564304060495,10.107417138850451
Sport and recreation services,,3.9365555845913605,11.17198024580216,15.10853583039352
Gambling activities,RS113,3.399192731466428,7.337222964300963,10.736415695767391
Repair and maintenance,RS211,7.024155714082099,9.725471487362938,16.749627201445037
Personal services; domestic household staff,,5.6795802332794665,6.817406647225198,12.496986880504664
"Religious services; civil, professional, and other interest groups",,3.4268346914432186,12.60461118717376,16.031445878616978
