Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Horticulture and fruit growing,AA111,6.234559899304713,10.344899912242454,16.579459811547167
"Sheep, beef cattle, and grain farming",,10.467362931377465,10.940167210895197,21.407530142272662
Dairy cattle farming,AA131,17.13615563248186,9.38714248063934,26.5232981131212
"Poultry, deer, and other livestock farming",,1.5701169242342985,11.788309082138312,13.35842600637261
Forestry and logging,AA211,4.275617634743185,13.83668701183501,18.112304646578195
Fishing and aquaculture,,0.5662370897204028,9.545170881645731,10.111407971366134
"Agriculture, forestry, and fishing support services",,6.4577022486432725,9.677958137116093,16.135660385759365
Coal mining,BB111,0.21194204293496455,10.892181014005843,11.104123056940807
Oil and gas extraction,BB112,4.071232876712202,8.149306953876476,12.220539830588677
Metal ore and non-metallic mineral mining and quarrying,BB113,1.4093379815889193,8.480155160653908,9.889493142242827
Exploration and other mining support services,BB114,0.36142826346835477,11.918314332371352,12.279742595839707
Meat and meat product manufacturing,CC111,5.554166654250366,16.729057072647265,22.28322372689763
Seafood processing,CC121,0.5246526243433891,9.526257464927994,10.050910089271383
Dairy product manufacturing,CC131,8.638989147023494,20.81331625636176,29.452305403385253
"Fruit, oil, cereal, and other food product manufacturing",,7.067222636625502,12.701485461798711,19.768708098424213
Beverage and tobacco product manufacturing,CC151,3.629400830308896,13.162777533187636,16.792178363496532
Textile and leather manufacturing,CC211,1.2118636045726134,13.058618662313052,14.270482266885665
"Clothing, knitted products, and footwear manufacturing",,0.43140454736763445,8.549805621380386,8.98121016874802
Wood product manufacturing,CC311,3.8340335339453304,12.955984147122763,16.790017681068093
"Pulp, paper, and converted paper product manufacturing",,2.0699436145799837,15.593401724198543,17.663345338778527
Printing,CC411,2.041163366632759,9.395431181670915,11.436594548303674
Petroleum and coal product manufacturing,CC511,3.0205236998424425,10.49422399956552,13.514747699407963
Basic chemical and basic polymer manufacturing,CC521,1.2030757239838863,11.049404060991662,12.252479784975549
Fertiliser and pesticide manufacturing,CC522,1.125580680525843,11.364904613785995,12.490485294311839
"Pharmaceutical, cleaning, and other chemical manufacturing",,1.6242522943548465,11.592994402772092,13.217246697126939
Polymer product and rubber product manufacturing,CC531,4.716164021203895,8.913399929477691,13.629563950681586
Non-metallic mineral product manufacturing,CC611,2.938731969331002,11.639074453614285,14.577806422945287
Primary metal and metal product manufacturing,CC711,1.5993143339463813,15.294960599182673,16.894274933129054
Fabricated metal product manufacturing,CC721,7.202751305093443,11.759359662358293,18.962110967451736
Transport equipment manufacturing,CC811,3.4883059874023274,6.054908622252242,9.54321460965457
Electronic and electrical equipment manufacturing,CC821,6.063092885878632,7.30521684821224,13.368309734090872
Machinery manufacturing,CC822,4.814611200181616,9.224443764795751,14.039054964977367
Furniture manufacturing,CC911,1.2393878043708355,10.270581372399192,11.509969176770028
Other manufacturing,CC912,1.012898757985397,9.88736897371399,10.900267731699387
Electricity generation and on-selling,DD111,9.700684860888032,16.42585087146017,26.126535732348202
Electricity transmission and distribution,DD112,6.494001441961245,9.389108644385033,15.883110086346278
Gas and water supply,,3.7885402675321984,9.690139437519747,13.478679705051945
Sewerage and drainage services,DD122,1.1678390537330188,9.485549240868409,10.653388294601427
"Waste collection, treatment, and disposal services",,2.5348330914368944,9.253388199564824,11.788221291001719
Residential building construction,EE112,12.38550301340456,26.194299483385294,38.57980249678985
Non-residential building construction,EE113,3.5381965655367367,29.086321357240422,32.62451792277716
Heavy and civil engineering construction,EE121,12.224712348343019,19.142171267814774,31.366883616157793
Construction services,EE131,32.72277982797459,14.557965895335656,47.28074572331025
Basic material wholesaling,FF111,7.123683278873159,12.077746101592766,19.201429380465925
Machinery and equipment wholesaling,FF112,11.4478880662773,9.03005134245359,20.47793940873089
"Motor vehicle wholesaling, including parts",,2.982556609704716,8.43219366123185,11.414750270936565
"Grocery, liquor, and tobacco product wholesaling",,6.345766403978814,13.706206990461396,20.05197339444021
Other goods and commission based wholesaling,,10.618132588811477,9.226071254627186,19.844203843438663
"Motor vehicle retailing, including parts",,4.938826865442934,7.570209227264968,12.509036092707902
Fuel retailing,GH112,1.2101206150083499,9.346085041074161,10.556205656082511
Supermarket and grocery stores,GH121,8.836949102102608,7.5790482564784725,16.41599735858108
Specialised food retailing,GH122,1.690247776293063,9.101742748658808,10.79199052495187
"Furniture, electrical, and hardware retailing",,8.574045355435373,8.122598127492893,16.696643482928266
"Recreational, clothing, footwear, and personal accessory retailing",,4.349722943017923,11.115293058471025,15.465016001488948
Department stores,GH133,3.271994028763629,10.0417060885718,13.31370011733543
Pharmaceutical and other store based retailing,GH134,4.293201157237945,11.175821320045998,15.469022477283943
Non-store and commission based retailing,GH135,1.1339508141716692,13.040618979445014,14.174569793616683
Accommodation,GH211,4.641074380228474,10.190691352456724,14.831765732685199
