Unnamed: 0,household_demand_retained_share
Horticulture and fruit growing,0.9976729230247424
"Sheep, beef cattle, and grain farming",0.9976729230247424
Dairy cattle farming,0.9976729230247424
"Poultry, deer, and other livestock farming",0.9976729230247424
Forestry and logging,0.9976729230247424
Fishing and aquaculture,0.9976729230247424
"Agriculture, forestry, and fishing support services",0.9976729230247424
Coal mining,0.9976729230247424
Oil and gas extraction,0.9976729230247424
Metal ore and non-metallic mineral mining and quarrying,0.9976729230247424
Exploration and other mining support services,0.9976729230247424
Meat and meat product manufacturing,0.9976729230247424
Seafood processing,0.9976729230247424
Dairy product manufacturing,0.9976729230247424
"Fruit, oil, cereal, and other food product manufacturing",0.9976729230247424
Beverage and tobacco product manufacturing,0.9976729230247424
Textile and leather manufacturing,0.9976729230247424
"Clothing, knitted products, and footwear manufacturing",0.9976729230247424
Wood product manufacturing,0.9976729230247424
"Pulp, paper, and converted paper product manufacturing",0.9976729230247424
Printing,0.9976729230247424
Petroleum and coal product manufacturing,0.9976729230247424
Basic chemical and basic polymer manufacturing,0.9976729230247424
Fertiliser and pesticide manufacturing,0.9976729230247424
"Pharmaceutical, cleaning, and other chemical manufacturing",0.9976729230247424
Polymer product and rubber product manufacturing,0.9976729230247424
Non-metallic mineral product manufacturing,0.9976729230247424
Primary metal and metal product manufacturing,0.9976729230247424
Fabricated metal product manufacturing,0.9976729230247424
Transport equipment manufacturing,0.9976729230247424
Electronic and electrical equipment manufacturing,0.9976729230247424
Machinery manufacturing,0.9976729230247424
Furniture manufacturing,0.9976729230247424
Other manufacturing,0.9976729230247424
Electricity generation and on-selling,0.9976729230247424
Electricity transmission and distribution,0.9976729230247424
Gas and water supply,0.9976729230247424
Sewerage and drainage services,0.9976729230247424
"Waste collection, treatment, and disposal services",0.9976729230247424
Residential building construction,0.9976729230247424
Non-residential building construction,0.9976729230247424
Heavy and civil engineering construction,0.9976729230247424
Construction services,0.9976729230247424
Basic material wholesaling,0.9976729230247424
Machinery and equipment wholesaling,0.9976729230247424
"Motor vehicle wholesaling, including parts",0.9976729230247424
"Grocery, liquor, and tobacco product wholesaling",0.9976729230247424
Other goods and commission based wholesaling,0.9976729230247424
"Motor vehicle retailing, including parts",0.9976729230247424
Fuel retailing,0.9976729230247424
Supermarket and grocery stores,0.9976729230247424
Specialised food retailing,0.9976729230247424
"Furniture, electrical, and hardware retailing",0.9976729230247424
"Recreational, clothing, footwear, and personal accessory retailing",0.9976729230247424
Department stores,0.9976729230247424
Pharmaceutical and other store based retailing,0.9976729230247424
Non-store and commission based retailing,0.9976729230247424
Accommodation,0.9976729230247424
Food and beverage services,0.9976729230247424
Road transport,0.9976729230247424
Rail transport,0.9976729230247424
Water transport,0.9976729230247424
Air and space transport,0.9976729230247424
Other transport,0.9976729230247424
Postal and courier services,0.9976729230247424
Transport support services,0.9976729230247424
Warehousing and storage services,0.9976729230247424
Publishing (except internet and music publishing),0.9976729230247424
Motion picture and sound recording activities,0.9976729230247424
Broadcasting and internet publishing,0.9976729230247424
Telecommunications services,0.9976729230247424
"Internet service providers, web search portals and data processing services",0.9976729230247424
Library and other information services,0.9976729230247424
Banking and financing; financial asset investing,0.9976729230247424
Life insurance,0.9976729230247424
Health and general insurance,0.9976729230247424
Superannuation and individual pension services,0.9976729230247424
Auxiliary finance and insurance services,0.9976729230247424
Rental and hiring services (except real estate),0.9976729230247424
Non-financial asset leasing,0.9976729230247424
Residential property operation,0.9976729230247424
Non-residential property operation,0.9976729230247424
Real estate services,0.9976729230247424
Owner-occupied property operation,0.9976729230247424
"Scientific, architectural, and engineering services",0.9976729230247424
Legal and accounting services,0.9976729230247424
"Advertising, market research, and management services",0.9976729230247424
Veterinary and other professional services,0.9976729230247424
Computer system design and related services,0.9976729230247424
Travel agency and tour arrangement services,0.9976729230247424
Employment and other administrative services,0.9976729230247424
"Building cleaning, pest control, and other support services",0.9976729230247424
Local government administration services,0.9976729230247424
Central government administration services,0.9976729230247424
Defence,0.9976729230247424
"Public order, safety, and regulatory services",0.9976729230247424
Preschool education,0.9976729230247424
School education,0.9976729230247424
Tertiary education,0.9976729230247424
"Adult, community, and other education",0.9976729230247424
Hospitals,0.9976729230247424
Medical and other health care services,0.9976729230247424
Residential care services and social assistance,0.9976729230247424
Heritage and artistic activities,0.9976729230247424
Sport and recreation services,0.9976729230247424
Gambling activities,0.9976729230247424
Repair and maintenance,0.9976729230247424
Personal services; domestic household staff,0.9976729230247424
"Religious services; civil, professional, and other interest groups",0.9976729230247424
