Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,6905.009999999999,6895.780918464746,9.229081535253407
"Sheep, beef cattle, and grain farming",,11564.824999999997,11551.677473713977,13.147526286020264
Dairy cattle farming,AA131,17366.689999999995,17357.43466409807,9.25533590192852
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.366044720355,3.103955279644129
Forestry and logging,AA211,6804.61,6801.5267641425435,3.0832358574557563
Fishing and aquaculture,,1918.8949999999995,1917.058059867096,1.836940132903446
"Agriculture, forestry, and fishing support services",,6337.750000000002,6331.805083200549,5.944916799452066
Coal mining,BB111,632.5200000000001,632.0852292321268,0.4347707678732189
Oil and gas extraction,BB112,3481.37,3478.090707404481,3.2792925955190113
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2144.903985096505,1.1460149034952576
Exploration and other mining support services,BB114,651.3449999999999,650.6504827679989,0.6945172320010601
Meat and meat product manufacturing,CC111,15834.334999999994,15814.868442906207,19.466557093787884
Seafood processing,CC121,2153.5800000000004,2151.4547238358373,2.125276164163042
Dairy product manufacturing,CC131,29974.420000000006,29959.399332689485,15.020667310523148
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10282.417815156763,26.152184843236554
Beverage and tobacco product manufacturing,CC151,6779.509999999998,6762.529419076504,16.9805809234935
Textile and leather manufacturing,CC211,1805.9450000000006,1803.3884633764667,2.5565366235339475
"Clothing, knitted products, and footwear manufacturing",,513.2949999999998,512.6576676002854,0.637332399714433
Wood product manufacturing,CC311,7001.644999999997,6995.835402216506,5.809597783491344
"Pulp, paper, and converted paper product manufacturing",,4216.799999999999,4211.879602039496,4.920397960504379
Printing,CC411,1842.3400000000001,1838.9454028859057,3.394597114094546
Petroleum and coal product manufacturing,CC511,9094.985000000004,9075.219855931631,19.76514406837338
Basic chemical and basic polymer manufacturing,CC521,1931.4449999999988,1929.5703394068867,1.8746605931119664
Fertiliser and pesticide manufacturing,CC522,2035.61,2033.2894715328332,2.320528467166723
"Pharmaceutical, cleaning, and other chemical manufacturing",,2257.7449999999994,2254.204383939581,3.5406160604183046
Polymer product and rubber product manufacturing,CC531,4694.954999999999,4688.484458867239,6.470541132760253
Non-metallic mineral product manufacturing,CC611,4051.14,4046.4908189774897,4.649181022510133
Primary metal and metal product manufacturing,CC711,4472.819999999999,4469.439907817631,3.380092182367957
Fabricated metal product manufacturing,CC721,8600.514999999998,8589.740728818344,10.77427118165211
Transport equipment manufacturing,CC811,5355.084999999999,5344.834012693952,10.25098730604769
