Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6895.936081867123,9.073918132876738,0.42810457516339867,2956.0663725490194,2952.1817866816764,3.8845858673426554,2.148978696560296,1.735607170782359
"Sheep, beef cattle, and grain farming",,11564.824999999997,11551.898515743298,12.926484256699085,0.4252711496746204,4918.186423535791,4912.689162714693,5.4972608210973,0.18133299123317487,5.315927829864125
Dairy cattle farming,AA131,17366.689999999995,17357.590268900465,9.099731099531555,0.5005778676683039,8693.380648656455,8688.825524666296,4.555123990158456,0.05167140172610678,4.503452588432349
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.418229789928,3.0517702100713286,0.332035595105673,747.5681813125693,746.5548849747424,1.0132963378267983,0.5713491762894897,0.44194716153730873
Forestry and logging,AA211,6804.61,6801.578600868024,3.031399131975404,0.30035010134512624,2043.7653031140592,2042.854822077553,0.9104810365063403,0.060961563181371164,0.8495194733249691
Fishing and aquaculture,,1918.8949999999995,1917.0889433174045,1.8060566825950513,0.35635179153094465,683.8016710097719,683.1580794753227,0.643591534449181,0.40840110713156924,0.23519042731761186
"Agriculture, forestry, and fishing support services",,6337.750000000002,6331.905031772238,5.8449682277637836,0.4612341772151899,2923.18690664557,2920.491007534189,2.695899111381555,0.13428661459771618,2.561612496783839
Coal mining,BB111,632.5200000000001,632.09253879065,0.4274612093501434,0.41386138613861384,261.7756039603961,261.5986942717739,0.17690968862213854,0.018801727623773044,0.1581079609983655
Oil and gas extraction,BB112,3481.37,3478.14584032259,3.2241596774097205,0.5343401654081266,1860.2358216468892,1858.51302363156,1.722798015329322,0.024626886085238834,1.698171129244083
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2144.9232524061404,1.1267475938597147,0.5344224037339557,1146.8971995332556,1146.2950403757436,0.6021591575119595,0.17615973774049576,0.42599941977146377
Exploration and other mining support services,BB114,651.3449999999999,650.6621592990072,0.6828407009927638,0.3818525519848771,248.71775047258976,248.4570060083165,0.2607444642732293,0.0,0.2607444642732293
Meat and meat product manufacturing,CC111,15834.334999999994,15815.195723277462,19.139276722531875,0.1862030730239189,2948.401836290194,2944.838044149003,3.5637921411905937,2.879698185265238,0.6840939559253553
Seafood processing,CC121,2153.5800000000004,2151.4904549190833,2.089545080916899,0.34279096699478867,738.2277707006372,737.5114935217704,0.7162771788667078,0.6026333242149369,0.11364385465177095
Dairy product manufacturing,CC131,29974.420000000006,29959.65186679452,14.768133205486919,0.157542273564373,4722.238275573414,4719.911670291921,2.326605281493921,1.9172525621361582,0.4093527193577627
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10282.857497259944,25.712502740055896,0.32566630156991605,3357.153866374589,3348.780170703129,8.373695671460336,7.604329078589478,0.7693665928708581
