Unnamed: 0,Final Consumption Expenditure - households
Horticulture and fruit growing,769.0521292195181
"Sheep, beef cattle, and grain farming",56.7088892179981
Dairy cattle farming,15.918284692771396
"Poultry, deer, and other livestock farming",259.6670190508334
Forestry and logging,24.872319832455307
Fishing and aquaculture,165.15220368750323
"Agriculture, forestry, and fishing support services",38.80081893863028
Coal mining,6.964249553087486
Oil and gas extraction,6.964249553087486
Metal ore and non-metallic mineral mining and quarrying,50.73953245820882
Exploration and other mining support services,0.0
Meat and meat product manufacturing,2329.044029111115
Seafood processing,236.7844848049745
Dairy product manufacturing,1769.9142792775197
"Fruit, oil, cereal, and other food product manufacturing",3363.7325341412557
Beverage and tobacco product manufacturing,2111.1625073788064
Textile and leather manufacturing,152.21859737462648
"Clothing, knitted products, and footwear manufacturing",84.56588743034804
Wood product manufacturing,151.22370458132826
"Pulp, paper, and converted paper product manufacturing",194.0040946931514
Printing,48.7497468716124
Petroleum and coal product manufacturing,1928.1022334119352
Basic chemical and basic polymer manufacturing,115.40756402259262
Fertiliser and pesticide manufacturing,73.6220667040677
"Pharmaceutical, cleaning, and other chemical manufacturing",362.1409767605493
Polymer product and rubber product manufacturing,285.5342316765869
Non-metallic mineral product manufacturing,235.7895920116763
Primary metal and metal product manufacturing,14.923391899473183
Fabricated metal product manufacturing,231.81002083848344
Transport equipment manufacturing,1054.586360896105
Electronic and electrical equipment manufacturing,377.0643686600224
Machinery manufacturing,180.07559558697642
Furniture manufacturing,562.1144282134899
Other manufacturing,250.71298391114948
Electricity generation and on-selling,2599.6548688882285
Electricity transmission and distribution,901.3728707281803
Gas and water supply,264.64148301732445
Sewerage and drainage services,12.933606312876758
"Waste collection, treatment, and disposal services",235.7895920116763
Residential building construction,82.57610184375162
Non-residential building construction,15.918284692771396
Heavy and civil engineering construction,16.913177486069607
Construction services,311.40144430234045
Basic material wholesaling,1589.8386836905431
Machinery and equipment wholesaling,1687.338177433768
"Motor vehicle wholesaling, including parts",604.894818325313
"Grocery, liquor, and tobacco product wholesaling",2041.5200118479315
Other goods and commission based wholesaling,1988.7906938031263
"Motor vehicle retailing, including parts",1867.4137730207444
Fuel retailing,543.2114651408239
Supermarket and grocery stores,3577.634484700371
Specialised food retailing,790.9397706720787
"Furniture, electrical, and hardware retailing",3502.022632409707
"Recreational, clothing, footwear, and personal accessory retailing",2318.1002083848343
Department stores,1596.8029332436306
Pharmaceutical and other store based retailing,1763.9449225177302
Non-store and commission based retailing,550.1757146939113
Accommodation,1515.2217241931771
Food and beverage services,7222.9216793450205
Road transport,752.1389517334485
Rail transport,87.55056581024267
Water transport,214.89684335241384
Air and space transport,2175.8305389431903
Other transport,187.0398451400639
Postal and courier services,84.56588743034804
Transport support services,408.9009380455652
Warehousing and storage services,29.846783798946365
Publishing (except internet and music publishing),166.14709648080145
Motion picture and sound recording activities,272.60062536371015
Broadcasting and internet publishing,640.7109588840486
Telecommunications services,2769.781536542223
"Internet service providers, web search portals and data processing services",224.84577128539595
Library and other information services,12.933606312876758
Banking and financing; financial asset investing,2469.323912966163
Life insurance,1762.9500297244322
Health and general insurance,1707.2360332997323
Superannuation and individual pension services,296.47805240286726
Auxiliary finance and insurance services,225.84066407869418
Rental and hiring services (except real estate),534.2574300011399
Non-financial asset leasing,1.9897855865964245
Residential property operation,11060.223183096225
Non-residential property operation,1.9897855865964245
Real estate services,57.70378201129631
Owner-occupied property operation,31079.455969842853
"Scientific, architectural, and engineering services",172.11645324059072
Legal and accounting services,363.13586955384744
"Advertising, market research, and management services",152.21859737462648
Veterinary and other professional services,466.60472005686154
Computer system design and related services,474.56386240324724
Travel agency and tour arrangement services,341.24822810128677
Employment and other administrative services,416.86008039195093
"Building cleaning, pest control, and other support services",120.38202798908368
Local government administration services,63.67313877108558
Central government administration services,330.30440737500646
Defence,79.59142346385698
"Public order, safety, and regulatory services",416.86008039195093
Preschool education,422.8294371517402
School education,823.7712328509198
Tertiary education,821.7814472643233
"Adult, community, and other education",344.23290648118143
Hospitals,1314.2533799469384
Medical and other health care services,1837.566989221798
Residential care services and social assistance,3830.337254198117
Heritage and artistic activities,339.2584425146904
Sport and recreation services,1427.6711583829347
Gambling activities,1576.9050773776664
Repair and maintenance,1283.4117033546938
Personal services; domestic household staff,1872.3882369872354
"Religious services; civil, professional, and other interest groups",1221.7283501702045
