Description,NZSIOC,Original Output,Shocked Output,Loss
Accommodation,GH211,5918.1193569413435,5889.23509335366,28.884263587683563
Food and beverage services,GH212,9064.459755746795,9018.759431284929,45.70032446186633
Road transport,II111,7758.779228168099,7718.694958539219,40.084269628879156
Rail transport,II121,5268.496368348418,5241.574209371989,26.922158976429273
Water transport,II122,4396.242067661012,4373.9274366937025,22.314630967309313
Air and space transport,II123,6196.046711047718,6165.355578943074,30.691132104644566
Other transport,II125,3754.9427994719454,3736.1411510580147,18.801648413930707
Postal and courier services,,4712.496582964915,4688.492220158206,24.00436280670965
Transport support services,II132,7471.542269370886,7432.018164176789,39.5241051940975
Warehousing and storage services,II133,4396.656265151765,4374.8494536449425,21.80681150682267
Publishing (except internet and music publishing),JJ111,3295.325584477265,3278.4318503826107,16.893734094654064
Motion picture and sound recording activities,JJ112,5235.808881374975,5210.068922850151,25.739958524824033
Broadcasting and internet publishing,JJ113,5399.001044298118,5372.6899890674085,26.311055230709826
Telecommunications services,JJ121,7302.733412754614,7267.963118163214,34.77029459139976
"Internet service providers, web search portals and data processing services",JJ122,4210.801304597497,4191.090067291649,19.711237305848044
Library and other information services,JJ123,2214.8538346114183,2203.670025619972,11.183808991446313
Banking and financing; financial asset investing,,12829.581157862749,12771.297181948683,58.283975914066104
Life insurance,KK121,5444.723043644208,5419.294536481207,25.428507163001086
Health and general insurance,KK122,6481.22166447816,6448.2091270274705,33.012537450689706
Superannuation and individual pension services,,8929.581063353337,8887.356078358358,42.22498499497851
Auxiliary finance and insurance services,KK131,7070.448335106992,7037.209519840224,33.23881526676814
Rental and hiring services (except real estate),LL111,6060.54559018728,6030.282253583129,30.263336604150936
Non-financial asset leasing,LL112,4801.268180182722,4777.340567535401,23.92761264732144
Residential property operation,LL121,12602.423571832418,12539.386400167063,63.037171665355345
Non-residential property operation,LL122,12379.974769893768,12318.414244657215,61.560525236553076
Real estate services,LL123,5971.361403381427,5941.485364832281,29.87603854914596
Owner-occupied property operation,,26236.89849603482,26224.99381999952,11.904676035301236
"Scientific, architectural, and engineering services",,11472.922034055773,11411.774975566808,61.14705848896483
Legal and accounting services,MN112,7521.192159061272,7483.12756617097,38.064592890302265
"Advertising, market research, and management services",,9157.285061763778,9113.076813012774,44.20824875100334
Veterinary and other professional services,MN114,2488.8549383048066,2476.533281342494,12.321656962312773
Computer system design and related services,MN115,10089.41237863674,10041.429300977907,47.98307765883328
Travel agency and tour arrangement services,MN211,2952.891617698783,2938.497866505905,14.393751192877971
Employment and other administrative services,MN212,7598.682325089658,7559.745770966703,38.936554122954476
"Building cleaning, pest control, and other support services",,5826.035938315717,5795.859302491274,30.17663582444311
Local government administration services,,4426.281653924045,4403.948634797214,22.33301912683055
Central government administration services,,9082.643050952303,9039.225173212184,43.417877740119366
Defence,OO212,3241.4309087336133,3226.9113816729773,14.519527060635937
"Public order, safety, and regulatory services",,7741.2755998999655,7703.395607138609,37.879992761356334
Preschool education,PP111,3016.133659657665,3000.8277099161833,15.305949741481527
School education,PP112,8146.9040404141415,8105.1580859546,41.74595445954128
Tertiary education,PP113,7091.189611902046,7051.12113070573,40.06848119631559
"Adult, community, and other education",,4752.467619551142,4728.951593324835,23.516026226307076
Hospitals,QQ111,10864.045729259346,10802.225876707318,61.81985255202744
Medical and other health care services,QQ112,9919.601887961493,9866.982890469522,52.61899749197073
Residential care services and social assistance,QQ113,6960.964089980651,6923.519360997323,37.44472898332788
Heritage and artistic activities,RS111,3839.1921557544388,3820.121317355491,19.07083839894767
Sport and recreation services,,5636.941133232668,5608.661058226566,28.28007500610238
Gambling activities,RS113,3938.010875088333,3918.3759201539337,19.634954934399047
Repair and maintenance,RS211,6187.660047352376,6156.2816442662615,31.378403086114304
Personal services; domestic household staff,,4669.012328127027,4645.528897825039,23.483430301987937
"Religious services; civil, professional, and other interest groups",,5912.533621590067,5882.792273522298,29.74134806776874
