Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6897.106645544466,7.903354455533521,0.42810457516339867,2956.0663725490194,2952.6829103474674,3.3834622015519322,1.8717537570416252,1.511708444510307
"Sheep, beef cattle, and grain farming",,11564.824999999997,11553.566072439877,11.258927560119327,0.4252711496746204,4918.186423535791,4913.398326468195,4.788097067595214,0.1579404710523901,4.630156596542824
Dairy cattle farming,AA131,17366.689999999995,17358.764162530842,7.9258374691523015,0.5005778676683039,8693.380648656455,8689.41314983666,3.9674988197938053,0.04500563010105769,3.9224931896927475
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.8119176441933,2.6580823558061364,0.332035595105673,747.5681813125693,746.6856033557193,0.8825779568499798,0.4976433544986838,0.3849346023512959
Forestry and logging,AA211,6804.61,6801.96966078982,2.640339210179245,0.30035010134512624,2043.7653031140592,2042.9722769646962,0.7930261493628468,0.05309733181743421,0.7399288175454124
Fishing and aquaculture,,1918.8949999999995,1917.3219302499413,1.5730697500582118,0.35635179153094465,683.8016710097719,683.2411047861355,0.5605662236363791,0.3557160933596061,0.20485013027677296
"Agriculture, forestry, and fishing support services",,6337.750000000002,6332.659050863272,5.090949136730232,0.4612341772151899,2923.18690664557,2920.8387869092467,2.3481197363241497,0.11696322341212222,2.2311565129120274
Coal mining,BB111,632.5200000000001,632.1476826169234,0.3723173830767001,0.41386138613861384,261.7756039603961,261.62151617215244,0.15408778824362437,0.016376246248973565,0.13771154199465083
Oil and gas extraction,BB112,3481.37,3478.5617669546214,2.808233045378358,0.5343401654081266,1860.2358216468892,1858.7352699369176,1.500551709972039,0.021449941140906724,1.479101768831132
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2145.068606352209,0.9813936477913602,0.5344224037339557,1146.8971995332556,1146.3727207809936,0.5244787522618938,0.1534345833595298,0.37104416890236397
Exploration and other mining support services,BB114,651.3449999999999,650.7502478744485,0.5947521255514158,0.3818525519848771,248.71775047258976,248.49064285564953,0.22710761694023815,0.0,0.22710761694023815
Meat and meat product manufacturing,CC111,15834.334999999994,15817.664749536456,16.670250463538522,0.1862030730239189,2948.401836290194,2945.2977844258044,3.104051864389281,2.508208157690672,0.5958437066986093
Seafood processing,CC121,2153.5800000000004,2151.7600127372248,1.8199872627754472,0.34279096699478867,738.2277707006372,737.6038955069122,0.6238751937249941,0.52489174998489,0.09898344374010415
Dairy product manufacturing,CC131,29974.420000000006,29961.557001936737,12.862998063270714,0.157542273564373,4722.238275573414,4720.211809613673,2.0264659597417953,1.6699210150942767,0.3565449446475184
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10286.174490131201,22.39550986879697,0.32566630156991605,3357.153866374589,3349.8604035038456,7.293462870743665,6.623346962635105,0.6701159081085601
Beverage and tobacco product manufacturing,CC151,6779.509999999998,6764.9686234408455,14.541376559152503,0.2839689004072566,1925.1699999999996,1921.0407012880894,4.129298711910392,3.4470067910773703,0.6822919208330221
Textile and leather manufacturing,CC211,1805.9450000000006,1803.755701418429,2.1892985815715917,0.3102971665514858,560.3796164478232,559.7002833012264,0.6793331465968518,0.2857423741561232,0.39359077244072865
"Clothing, knitted products, and footwear manufacturing",,513.2949999999998,512.7492182944533,0.5457817055465014,0.4081145584725537,209.48316229116938,209.26042083138785,0.22274145978150772,0.19456088119517054,0.02818057858633718
Wood product manufacturing,CC311,7001.644999999997,6996.669931749529,4.975068250468903,0.29581245526127414,2071.173798317823,2069.702111163559,1.4716871542636176,0.3012562845875511,1.1704308696760666
"Pulp, paper, and converted paper product manufacturing",,4216.799999999999,4212.586400954893,4.213599045106621,0.19141323792486584,807.1513416815742,806.3448030450331,0.806538636540981,0.23038133229909752,0.5761573042418835
Printing,CC411,1842.3400000000001,1839.4330255492991,2.906974450700894,0.44972826086956524,828.5523641304349,827.2450155663289,1.3073485641059728,0.12816856931146245,1.1791799947945103
