Unnamed: 0,household_demand_retained_share
Horticulture and fruit growing,0.9948822293752214
"Sheep, beef cattle, and grain farming",0.9948822293752214
Dairy cattle farming,0.9948822293752214
"Poultry, deer, and other livestock farming",0.9948822293752214
Forestry and logging,0.9948822293752214
Fishing and aquaculture,0.9948822293752214
"Agriculture, forestry, and fishing support services",0.9948822293752214
Coal mining,0.9948822293752214
Oil and gas extraction,0.9948822293752214
Metal ore and non-metallic mineral mining and quarrying,0.9948822293752214
Exploration and other mining support services,0.9948822293752214
Meat and meat product manufacturing,0.9948822293752214
Seafood processing,0.9948822293752214
Dairy product manufacturing,0.9948822293752214
"Fruit, oil, cereal, and other food product manufacturing",0.9948822293752214
Beverage and tobacco product manufacturing,0.9948822293752214
Textile and leather manufacturing,0.9948822293752214
"Clothing, knitted products, and footwear manufacturing",0.9948822293752214
Wood product manufacturing,0.9948822293752214
"Pulp, paper, and converted paper product manufacturing",0.9948822293752214
Printing,0.9948822293752214
Petroleum and coal product manufacturing,0.9948822293752214
Basic chemical and basic polymer manufacturing,0.9948822293752214
Fertiliser and pesticide manufacturing,0.9948822293752214
"Pharmaceutical, cleaning, and other chemical manufacturing",0.9948822293752214
Polymer product and rubber product manufacturing,0.9948822293752214
Non-metallic mineral product manufacturing,0.9948822293752214
Primary metal and metal product manufacturing,0.9948822293752214
Fabricated metal product manufacturing,0.9948822293752214
Transport equipment manufacturing,0.9948822293752214
Electronic and electrical equipment manufacturing,0.9948822293752214
Machinery manufacturing,0.9948822293752214
Furniture manufacturing,0.9948822293752214
Other manufacturing,0.9948822293752214
Electricity generation and on-selling,0.9948822293752214
Electricity transmission and distribution,0.9948822293752214
Gas and water supply,0.9948822293752214
Sewerage and drainage services,0.9948822293752214
"Waste collection, treatment, and disposal services",0.9948822293752214
Residential building construction,0.9948822293752214
Non-residential building construction,0.9948822293752214
Heavy and civil engineering construction,0.9948822293752214
Construction services,0.9948822293752214
Basic material wholesaling,0.9948822293752214
Machinery and equipment wholesaling,0.9948822293752214
"Motor vehicle wholesaling, including parts",0.9948822293752214
"Grocery, liquor, and tobacco product wholesaling",0.9948822293752214
Other goods and commission based wholesaling,0.9948822293752214
"Motor vehicle retailing, including parts",0.9948822293752214
Fuel retailing,0.9948822293752214
Supermarket and grocery stores,0.9948822293752214
Specialised food retailing,0.9948822293752214
"Furniture, electrical, and hardware retailing",0.9948822293752214
"Recreational, clothing, footwear, and personal accessory retailing",0.9948822293752214
Department stores,0.9948822293752214
Pharmaceutical and other store based retailing,0.9948822293752214
Non-store and commission based retailing,0.9948822293752214
Accommodation,0.9948822293752214
Food and beverage services,0.9948822293752214
Road transport,0.9948822293752214
Rail transport,0.9948822293752214
Water transport,0.9948822293752214
Air and space transport,0.9948822293752214
Other transport,0.9948822293752214
Postal and courier services,0.9948822293752214
Transport support services,0.9948822293752214
Warehousing and storage services,0.9948822293752214
Publishing (except internet and music publishing),0.9948822293752214
Motion picture and sound recording activities,0.9948822293752214
Broadcasting and internet publishing,0.9948822293752214
Telecommunications services,0.9948822293752214
"Internet service providers, web search portals and data processing services",0.9948822293752214
Library and other information services,0.9948822293752214
Banking and financing; financial asset investing,0.9948822293752214
Life insurance,0.9948822293752214
Health and general insurance,0.9948822293752214
Superannuation and individual pension services,0.9948822293752214
Auxiliary finance and insurance services,0.9948822293752214
Rental and hiring services (except real estate),0.9948822293752214
Non-financial asset leasing,0.9948822293752214
Residential property operation,0.9948822293752214
Non-residential property operation,0.9948822293752214
Real estate services,0.9948822293752214
Owner-occupied property operation,0.9948822293752214
"Scientific, architectural, and engineering services",0.9948822293752214
Legal and accounting services,0.9948822293752214
"Advertising, market research, and management services",0.9948822293752214
Veterinary and other professional services,0.9948822293752214
Computer system design and related services,0.9948822293752214
Travel agency and tour arrangement services,0.9948822293752214
Employment and other administrative services,0.9948822293752214
"Building cleaning, pest control, and other support services",0.9948822293752214
Local government administration services,0.9948822293752214
Central government administration services,0.9948822293752214
Defence,0.9948822293752214
"Public order, safety, and regulatory services",0.9948822293752214
Preschool education,0.9948822293752214
School education,0.9948822293752214
Tertiary education,0.9948822293752214
"Adult, community, and other education",0.9948822293752214
Hospitals,0.9948822293752214
Medical and other health care services,0.9948822293752214
Residential care services and social assistance,0.9948822293752214
Heritage and artistic activities,0.9948822293752214
Sport and recreation services,0.9948822293752214
Gambling activities,0.9948822293752214
Repair and maintenance,0.9948822293752214
Personal services; domestic household staff,0.9948822293752214
"Religious services; civil, professional, and other interest groups",0.9948822293752214
