,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
0,Horticulture and fruit growing,AA111,4.538012215898519,4.46946962664455,9.007481842543068
1,Dairy cattle farming,AA131,0.1289874273252809,8.468660337742728,8.59764776506801
2,Forestry and logging,AA211,0.15243968683896833,3.280791159170972,3.4332308460099403
3,Coal mining,BB111,0.05276758390579673,0.5365789000262932,0.5893464839320899
4,Oil and gas extraction,BB112,0.20520727074476505,3.756695454621897,3.961902725366662
5,Metal ore and non-metallic mineral mining and quarrying,BB113,0.3517838927053115,1.1222740721499394,1.474057964855251
6,Exploration and other mining support services,BB114,0.01758919463526558,0.8799567458185873,0.8975459404538528
7,Meat and meat product manufacturing,CC111,13.731297945263993,4.055045882451434,17.786343827715427
8,Seafood processing,CC121,1.4423139600917774,0.5927740277141427,2.03508798780592
9,Dairy product manufacturing,CC131,10.477296937739862,3.35948708234152,13.836784020081382
10,Beverage and tobacco product manufacturing,CC151,12.48832819103856,3.1836164833534024,15.671944674391963
11,Textile and leather manufacturing,CC211,0.9087750561553881,1.6861187885605893,2.5948938447159775
12,Wood product manufacturing,CC311,0.9029119912769663,5.345743083117243,6.248655074394209
13,Printing,CC411,0.3517838927053115,4.549292931439078,4.90107682414439
14,Petroleum and coal product manufacturing,CC511,11.41538731828736,8.634925763919648,20.05031308220701
15,Basic chemical and basic polymer manufacturing,CC521,0.6918416556537793,1.3747940084716213,2.0666356641254007
16,Fertiliser and pesticide manufacturing,CC522,0.45145599563848315,1.9114272129817682,2.3628832086202514
17,Polymer product and rubber product manufacturing,CC531,1.747193333769714,5.225602230418414,6.972795564188129
18,Non-metallic mineral product manufacturing,CC611,1.3954094410644025,3.833277448853985,5.228686889918388
19,Primary metal and metal product manufacturing,CC711,0.1289874273252809,3.8078732138249194,3.9368606411502003
20,Fabricated metal product manufacturing,CC721,1.412998635699668,10.505978083509007,11.918976719208676
21,Transport equipment manufacturing,CC811,6.250027160397702,4.983719157698198,11.2337463180959
22,Electronic and electrical equipment manufacturing,CC821,2.49180257332929,2.024250811617129,4.516053384946419
23,Machinery manufacturing,CC822,1.125708456656997,1.7960851820415913,2.9217936386985883
24,Furniture manufacturing,CC911,3.324357786065194,1.1896098653425944,4.513967651407788
25,Other manufacturing,CC912,1.4833554142407304,0.6089540241950979,2.0923094384358283
26,Electricity generation and on-selling,DD111,15.378819176100537,31.598066671155195,46.97688584725573
27,Electricity transmission and distribution,DD112,5.470239531567595,11.720831046353075,17.19107057792067
28,Sewerage and drainage services,DD122,2.544570157235087,1.513759231102918,4.058329388338005
29,Residential building construction,EE112,0.580443422963764,9.61161425960571,10.192057682569475
30,Non-residential building construction,EE113,0.3517838927053115,10.6354811794956,10.98726507220091
31,Heavy and civil engineering construction,EE121,4.3562572046674415,6.862124836581858,11.2183820412493
32,Construction services,EE131,2.749777427979852,35.176843912542545,37.926621340522395
33,Basic material wholesaling,FF111,9.627152530368692,8.360761953968291,17.987914484336983
34,Machinery and equipment wholesaling,FF112,10.184143693818768,9.953173581559792,20.13731727537856
35,Fuel retailing,GH112,3.2774532670378194,0.37834363695523576,3.655796903993055
36,Supermarket and grocery stores,GH121,21.593667947227708,1.849068836135885,23.442736783363593
37,Specialised food retailing,GH122,4.754945616400128,0.34713779469790573,5.102083411098033
38,Department stores,GH133,9.633015595247114,0.7177632465918933,10.350778841839007
39,Pharmaceutical and other store based retailing,GH134,10.963931322648877,2.0868525642811466,13.050783886930024
40,Non-store and commission based retailing,GH135,3.3947145646062564,0.4915787852740716,3.886293349880328
41,Accommodation,GH211,9.468849778651302,1.752585013210565,11.221434791861867
42,Food and beverage services,GH212,43.20492508909068,3.8257401755877254,47.030665264678404
43,Road transport,II111,7.739245639516854,17.51985106428404,25.259096703800893
44,Rail transport,II121,0.9498165103043411,1.0262857747155882,1.9761022850199295
45,Water transport,II122,1.2664220137391216,0.912652990138193,2.1790750038773146
46,Air and space transport,II123,12.845975148622292,3.866526910045893,16.712502058668186
47,Other transport,II125,1.1843391054412156,1.3757104533688411,2.5600495588100567
48,Transport support services,II132,9.363314610839709,11.372700752687823,20.73601536352753
49,Warehousing and storage services,II133,0.22279646538003064,3.138747967745009,3.3615444331250397
50,Publishing (except internet and music publishing),JJ111,1.125708456656997,3.0579234620428286,4.183631918699826
51,Motion picture and sound recording activities,JJ112,1.7413302688912922,2.2922722338759973,4.033602502767289
52,Broadcasting and internet publishing,JJ113,3.939979598299489,2.773558950009785,6.713538548309274
53,Telecommunications services,JJ121,16.357951010796988,12.499367701128246,28.857318711925235
54,"Internet service providers, web search portals and data processing services",JJ122,1.459903154727043,3.2021324627844048,4.662035617511448
55,Library and other information services,JJ123,1.9699897991497446,0.1319542502329054,2.10194404938265
56,Life insurance,KK121,10.664915013849361,0.26319993074089787,10.92811494459026
57,Health and general insurance,KK122,10.072745461128754,18.011843579284204,28.084589040412958
58,Auxiliary finance and insurance services,KK131,1.6709734903502298,25.911314945774173,27.5822884361244
59,Rental and hiring services (except real estate),LL111,3.3829884348494126,10.997935932124019,14.380924366973431
60,Non-financial asset leasing,LL112,0.04690451902737487,3.918087270881434,3.964991789908809
61,Residential property operation,LL121,72.46748189729418,0.1348760887532734,72.60235798604745
62,Non-residential property operation,LL122,2.2279646538003064,48.43395040828478,50.661915062085086
63,Real estate services,LL123,0.3869622819758427,6.816675274491864,7.203637556467706
64,Legal and accounting services,MN112,3.7113200680410365,19.463045896790803,23.17436596483184
65,Veterinary and other professional services,MN114,2.8846279201835547,1.4657676733475395,4.350395593531094
66,Computer system design and related services,MN115,3.623374094864709,17.94889391820731,21.57226801307202
67,Travel agency and tour arrangement services,MN211,2.0168943181771195,1.7395152266211875,3.756409544798307
68,Employment and other administrative services,MN212,4.280037361247957,20.58613548895655,24.866172850204507
69,Defence,OO212,13.743024075020838,0.23863951627253321,13.98166359129337
70,Preschool education,PP111,9.433671389380772,0.8206783679561749,10.254349757336946
71,School education,PP112,46.91038209225329,0.860077582485907,47.7704596747392
72,Tertiary education,PP113,21.353282287212412,2.919763823731909,24.27304611094432
73,Hospitals,QQ111,73.73976697591172,0.6418897374056343,74.38165671331735
74,Medical and other health care services,QQ112,55.02486388398915,11.229369501095256,66.2542333850844
75,Residential care services and social assistance,QQ113,31.7836747059249,5.776771526806709,37.56044623273161
76,Heritage and artistic activities,RS111,5.722351321339734,1.491839382517469,7.214190703857203
77,Gambling activities,RS113,9.410219129867084,0.49326930206295216,9.903488431930036
78,Repair and maintenance,RS211,7.592669017556307,6.157643675023193,13.7503126925795
