Unnamed: 0,Final Consumption Expenditure - households
Horticulture and fruit growing,771.2321247630222
"Sheep, beef cattle, and grain farming",56.86963921279724
Dairy cattle farming,15.96340749832905
"Poultry, deer, and other livestock farming",260.4030848164926
Forestry and logging,24.94282421613914
Fishing and aquaculture,165.62035279516388
"Agriculture, forestry, and fishing support services",38.91080577717706
Coal mining,6.983990780518959
Oil and gas extraction,6.983990780518959
Metal ore and non-metallic mineral mining and quarrying,50.883361400923846
Exploration and other mining support services,0.0
Meat and meat product manufacturing,2335.646059599269
Seafood processing,237.4556865376446
Dairy product manufacturing,1774.9313712204612
"Fruit, oil, cereal, and other food product manufacturing",3373.267546990657
Beverage and tobacco product manufacturing,2117.1469194658903
Textile and leather manufacturing,152.65008420277152
"Clothing, knitted products, and footwear manufacturing",84.80560233487307
Wood product manufacturing,151.65237123412598
"Pulp, paper, and converted paper product manufacturing",194.5540288858853
Printing,48.887935463632715
Petroleum and coal product manufacturing,1933.567733235106
Basic chemical and basic polymer manufacturing,115.73470436288561
Fertiliser and pesticide manufacturing,73.83075967977186
"Pharmaceutical, cleaning, and other chemical manufacturing",363.16752058698586
Polymer product and rubber product manufacturing,286.3436220012773
Non-metallic mineral product manufacturing,236.45797356899905
Primary metal and metal product manufacturing,14.965694529683484
Fabricated metal product manufacturing,232.4671216944168
Transport equipment manufacturing,1057.5757467642995
Electronic and electrical equipment manufacturing,378.13321511666936
Machinery manufacturing,180.58604732484736
Furniture manufacturing,563.7078272847446
Other manufacturing,251.42366809868253
Electricity generation and on-selling,2607.023987070863
Electricity transmission and distribution,903.9279495928824
Gas and water supply,265.39164965972043
Sewerage and drainage services,12.970268592392353
"Waste collection, treatment, and disposal services",236.45797356899905
Residential building construction,82.81017639758194
Non-residential building construction,15.96340749832905
Heavy and civil engineering construction,16.961120466974617
Construction services,312.284159186062
Basic material wholesaling,1594.3453238956138
Machinery and equipment wholesaling,1692.1211948228793
"Motor vehicle wholesaling, including parts",606.6094849365039
"Grocery, liquor, and tobacco product wholesaling",2047.3070116607005
Other goods and commission based wholesaling,1994.4282243224857
"Motor vehicle retailing, including parts",1872.7072421477267
Fuel retailing,544.7512808804788
Supermarket and grocery stores,3587.775835249454
Specialised food retailing,793.1818100732246
"Furniture, electrical, and hardware retailing",3511.949649632391
"Recreational, clothing, footwear, and personal accessory retailing",2324.671216944168
Department stores,1601.3293146761328
Pharmaceutical and other store based retailing,1768.9450934085878
Non-store and commission based retailing,551.7352716609978
Accommodation,1519.5168512471964
Food and beverage services,7243.396152366806
Road transport,754.2710042960475
Rail transport,87.79874124080978
Water transport,215.50600122744217
Air and space transport,2181.998262427852
Other transport,187.57003810536634
Postal and courier services,84.80560233487307
Transport support services,410.06003011332746
Warehousing and storage services,29.931389059366968
Publishing (except internet and music publishing),166.61806576380945
Motion picture and sound recording activities,273.37335340888495
Broadcasting and internet publishing,642.5271518077442
Telecommunications services,2777.6329047092545
"Internet service providers, web search portals and data processing services",225.4831309138978
Library and other information services,12.970268592392353
Banking and financing; financial asset investing,2476.323588178294
Life insurance,1767.9473804399422
Health and general insurance,1712.0754541957906
Superannuation and individual pension services,297.3184646563785
Auxiliary finance and insurance services,226.48084388254338
Rental and hiring services (except real estate),535.7718641626687
Non-financial asset leasing,1.9954259372911312
Residential property operation,11091.575072432752
Non-residential property operation,1.9954259372911312
Real estate services,57.867352181442804
Owner-occupied property operation,31167.555427518822
"Scientific, architectural, and engineering services",172.60434357568283
Legal and accounting services,364.16523355563146
"Advertising, market research, and management services",152.65008420277152
Veterinary and other professional services,467.92738229477027
Computer system design and related services,475.9090860439348
Travel agency and tour arrangement services,342.215548245429
Employment and other administrative services,418.041733862492
"Building cleaning, pest control, and other support services",120.72326920611343
Local government administration services,63.8536299933162
Central government administration services,331.24070559032776
Defence,79.81703749164525
"Public order, safety, and regulatory services",418.041733862492
Preschool education,424.02801167436536
School education,826.1063380385283
Tertiary education,824.1109121012372
"Adult, community, and other education",345.20868715136567
Hospitals,1317.978831580792
Medical and other health care services,1842.7758530883596
Residential care services and social assistance,3841.1949292854274
Heritage and artistic activities,340.2201223081379
Sport and recreation services,1431.7181100063865
Gambling activities,1581.3750553032214
Repair and maintenance,1287.0497295527796
Personal services; domestic household staff,1877.6958069909545
"Religious services; civil, professional, and other interest groups",1225.1915254967546
