Description,NZSIOC,Original Output,Shocked Output,Output Loss
Heavy and civil engineering construction,EE121,18228.875000000004,18223.47761780029,5.39738219971201
Construction services,EE131,36052.385,36020.752080865605,31.63291913439654
Basic material wholesaling,FF111,8999.605000000003,8982.825956482,16.779043518002894
Machinery and equipment wholesaling,FF112,9362.3,9344.226700573618,18.07329942638158
"Motor vehicle wholesaling, including parts",,2408.3449999999993,2402.7493395151405,5.595660484859073
"Grocery, liquor, and tobacco product wholesaling",,8786.255,8765.951385701066,20.303614298932416
Other goods and commission based wholesaling,,9132.635,9113.942842590579,18.69215740942152
"Motor vehicle retailing, including parts",,3512.7449999999985,3499.603599720089,13.141400279909535
Fuel retailing,GH112,975.1350000000001,971.3370092090445,3.7979907909555912
Supermarket and grocery stores,GH121,6052.865000000001,6028.355893980833,24.509106019168076
Specialised food retailing,GH122,1326.5349999999999,1321.189617506574,5.345382493425853
"Furniture, electrical, and hardware retailing",,6075.455,6051.185488225981,24.269511774018476
"Recreational, clothing, footwear, and personal accessory retailing",,3921.8750000000005,3905.866244942159,16.008755057841146
Department stores,GH133,2592.829999999999,2581.9820858128214,10.84791418717777
Pharmaceutical and other store based retailing,GH134,3664.600000000001,3651.8814685078146,12.718531492186349
Non-store and commission based retailing,GH135,1084.3199999999997,1080.4586185193357,3.861381480663856
Accommodation,GH211,5318.69,5307.951497496345,10.738502503654585
Food and beverage services,GH212,13513.839999999998,13465.330593696708,48.509406303290724
Road transport,II111,11838.414999999999,11818.363503824463,20.051496175536283
Rail transport,II121,838.3399999999999,836.9234758562259,1.4165241437740235
Water transport,II122,870.9699999999999,868.8154674817821,2.154532518217849
Air and space transport,II123,8062.120000000001,8045.523484941338,16.59651505866251
Other transport,II125,1109.4200000000003,1107.0551226803486,2.3648773196516557
Postal and courier services,,3030.825,3025.2755458102465,5.5494541897532255
Transport support services,II132,8720.994999999999,8709.088370873993,11.9066291260068
Warehousing and storage services,II133,1644.05,1641.2508774911212,2.79912250887873
Publishing (except internet and music publishing),JJ111,1591.34,1587.8266202018956,3.5133797981043298
Motion picture and sound recording activities,JJ112,2629.224999999999,2625.618892664629,3.60610733536997
Broadcasting and internet publishing,JJ113,2089.575,2083.16701935558,6.407980644419851
Telecommunications services,JJ121,9092.474999999999,9066.144115201592,26.330884798406636
"Internet service providers, web search portals and data processing services",JJ122,1798.4150000000004,1794.634866097801,3.780133902199345
Library and other information services,JJ123,474.39000000000004,474.2407206326611,0.149279367338911
Banking and financing; financial asset investing,,19152.555,19096.239589330005,56.31541066999569
Life insurance,KK121,2388.2649999999994,2376.746212362582,11.518787637417624
Health and general insurance,KK122,8466.230000000001,8440.754144566587,25.47585543341561
Superannuation and individual pension services,,503.25499999999994,501.3565359390902,1.8984640609097863
Auxiliary finance and insurance services,KK131,8534.0,8509.34951977281,24.650480227189494
Rental and hiring services (except real estate),LL111,6544.825,6532.981619559791,11.843380440208065
Non-financial asset leasing,LL112,1681.6999999999998,1678.7851456752305,2.914854324769228
Residential property operation,LL121,16626.24,16555.30563974695,70.93436025305068
Non-residential property operation,LL122,18007.995,17971.62038752208,36.374612477917985
Real estate services,LL123,6366.614999999997,6360.719730626498,5.8952693734995405
Owner-occupied property operation,,39204.945,39005.93117852765,199.013821472348
"Scientific, architectural, and engineering services",,16225.895000000004,16210.520099706024,15.374900293979534
Legal and accounting services,MN112,9398.695,9382.946714280868,15.748285719131575
"Advertising, market research, and management services",,13705.855000000003,13680.838475994573,25.01652400543021
Veterinary and other professional services,MN114,1511.02,1506.9474300063148,4.0725699936851445
Computer system design and related services,MN115,13906.654999999999,13891.649284738089,15.005715261910225
Travel agency and tour arrangement services,MN211,1645.3049999999996,1641.62980488814,3.675195111859585
Employment and other administrative services,MN212,9071.139999999998,9054.125064891761,17.014935108237434
"Building cleaning, pest control, and other support services",,5258.449999999998,5249.343918109032,9.106081890966383
Local government administration services,,3204.015000000001,3203.4127990620473,0.6022009379534051
Central government administration services,,12778.410000000002,12775.267762338655,3.142237661346271
Defence,OO212,3074.750000000001,3074.1690178864055,0.5809821135953893
"Public order, safety, and regulatory services",,9968.465,9961.63333060425,6.831669395750354
Preschool education,PP111,2290.374999999999,2287.331931825419,3.0430681745803367
School education,PP112,10777.940000000004,10772.203418262421,5.736581737581882
Tertiary education,PP113,8640.675000000001,8634.164853925802,6.5101460741988415
"Adult, community, and other education",,2320.495,2317.0171110944943,3.477888905505914
Hospitals,QQ111,16128.005000000001,16119.188399155068,8.816600844934218
Medical and other health care services,QQ112,14462.619999999994,14448.235696992298,14.384303007696579
Residential care services and social assistance,QQ113,8290.529999999999,8263.450331567265,27.079668432735602
Heritage and artistic activities,RS111,2154.835,2151.806926804539,3.0280731954610416
Sport and recreation services,,4787.825000000002,4776.6428184473325,11.182181552668654
Gambling activities,RS113,2444.7400000000002,2434.2848619911747,10.455138008825795
Repair and maintenance,RS211,6128.164999999999,6115.298703353124,12.86629664687537
Personal services; domestic household staff,,4057.4149999999995,4043.4655028757875,13.949497124212224
"Religious services; civil, professional, and other interest groups",,3748.685000000001,3737.893731401353,10.791268598647752
