Unnamed: 0,household_demand_retained_share
Horticulture and fruit growing,0.9983309800519742
"Sheep, beef cattle, and grain farming",0.9983309800519742
Dairy cattle farming,0.9983309800519742
"Poultry, deer, and other livestock farming",0.9983309800519742
Forestry and logging,0.9983309800519742
Fishing and aquaculture,0.9983309800519742
"Agriculture, forestry, and fishing support services",0.9983309800519742
Coal mining,0.9983309800519742
Oil and gas extraction,0.9983309800519742
Metal ore and non-metallic mineral mining and quarrying,0.9983309800519742
Exploration and other mining support services,0.9983309800519742
Meat and meat product manufacturing,0.9983309800519742
Seafood processing,0.9983309800519742
Dairy product manufacturing,0.9983309800519742
"Fruit, oil, cereal, and other food product manufacturing",0.9983309800519742
Beverage and tobacco product manufacturing,0.9983309800519742
Textile and leather manufacturing,0.9983309800519742
"Clothing, knitted products, and footwear manufacturing",0.9983309800519742
Wood product manufacturing,0.9983309800519742
"Pulp, paper, and converted paper product manufacturing",0.9983309800519742
Printing,0.9983309800519742
Petroleum and coal product manufacturing,0.9983309800519742
Basic chemical and basic polymer manufacturing,0.9983309800519742
Fertiliser and pesticide manufacturing,0.9983309800519742
"Pharmaceutical, cleaning, and other chemical manufacturing",0.9983309800519742
Polymer product and rubber product manufacturing,0.9983309800519742
Non-metallic mineral product manufacturing,0.9983309800519742
Primary metal and metal product manufacturing,0.9983309800519742
Fabricated metal product manufacturing,0.9983309800519742
Transport equipment manufacturing,0.9983309800519742
Electronic and electrical equipment manufacturing,0.9983309800519742
Machinery manufacturing,0.9983309800519742
Furniture manufacturing,0.9983309800519742
Other manufacturing,0.9983309800519742
Electricity generation and on-selling,0.9983309800519742
Electricity transmission and distribution,0.9983309800519742
Gas and water supply,0.9983309800519742
Sewerage and drainage services,0.9983309800519742
"Waste collection, treatment, and disposal services",0.9983309800519742
Residential building construction,0.9983309800519742
Non-residential building construction,0.9983309800519742
Heavy and civil engineering construction,0.9983309800519742
Construction services,0.9983309800519742
Basic material wholesaling,0.9983309800519742
Machinery and equipment wholesaling,0.9983309800519742
"Motor vehicle wholesaling, including parts",0.9983309800519742
"Grocery, liquor, and tobacco product wholesaling",0.9983309800519742
Other goods and commission based wholesaling,0.9983309800519742
"Motor vehicle retailing, including parts",0.9983309800519742
Fuel retailing,0.9983309800519742
Supermarket and grocery stores,0.9983309800519742
Specialised food retailing,0.9983309800519742
"Furniture, electrical, and hardware retailing",0.9983309800519742
"Recreational, clothing, footwear, and personal accessory retailing",0.9983309800519742
Department stores,0.9983309800519742
Pharmaceutical and other store based retailing,0.9983309800519742
Non-store and commission based retailing,0.9983309800519742
Accommodation,0.9983309800519742
Food and beverage services,0.9983309800519742
Road transport,0.9983309800519742
Rail transport,0.9983309800519742
Water transport,0.9983309800519742
Air and space transport,0.9983309800519742
Other transport,0.9983309800519742
Postal and courier services,0.9983309800519742
Transport support services,0.9983309800519742
Warehousing and storage services,0.9983309800519742
Publishing (except internet and music publishing),0.9983309800519742
Motion picture and sound recording activities,0.9983309800519742
Broadcasting and internet publishing,0.9983309800519742
Telecommunications services,0.9983309800519742
"Internet service providers, web search portals and data processing services",0.9983309800519742
Library and other information services,0.9983309800519742
Banking and financing; financial asset investing,0.9983309800519742
Life insurance,0.9983309800519742
Health and general insurance,0.9983309800519742
Superannuation and individual pension services,0.9983309800519742
Auxiliary finance and insurance services,0.9983309800519742
Rental and hiring services (except real estate),0.9983309800519742
Non-financial asset leasing,0.9983309800519742
Residential property operation,0.9983309800519742
Non-residential property operation,0.9983309800519742
Real estate services,0.9983309800519742
Owner-occupied property operation,0.9983309800519742
"Scientific, architectural, and engineering services",0.9983309800519742
Legal and accounting services,0.9983309800519742
"Advertising, market research, and management services",0.9983309800519742
Veterinary and other professional services,0.9983309800519742
Computer system design and related services,0.9983309800519742
Travel agency and tour arrangement services,0.9983309800519742
Employment and other administrative services,0.9983309800519742
"Building cleaning, pest control, and other support services",0.9983309800519742
Local government administration services,0.9983309800519742
Central government administration services,0.9983309800519742
Defence,0.9983309800519742
"Public order, safety, and regulatory services",0.9983309800519742
Preschool education,0.9983309800519742
School education,0.9983309800519742
Tertiary education,0.9983309800519742
"Adult, community, and other education",0.9983309800519742
Hospitals,0.9983309800519742
Medical and other health care services,0.9983309800519742
Residential care services and social assistance,0.9983309800519742
Heritage and artistic activities,0.9983309800519742
Sport and recreation services,0.9983309800519742
Gambling activities,0.9983309800519742
Repair and maintenance,0.9983309800519742
Personal services; domestic household staff,0.9983309800519742
"Religious services; civil, professional, and other interest groups",0.9983309800519742
