Unnamed: 0,household_demand_retained_share
Horticulture and fruit growing,0.9954566234643288
"Sheep, beef cattle, and grain farming",0.9954566234643288
Dairy cattle farming,0.9954566234643288
"Poultry, deer, and other livestock farming",0.9954566234643288
Forestry and logging,0.9954566234643288
Fishing and aquaculture,0.9954566234643288
"Agriculture, forestry, and fishing support services",0.9954566234643288
Coal mining,0.9954566234643288
Oil and gas extraction,0.9954566234643288
Metal ore and non-metallic mineral mining and quarrying,0.9954566234643288
Exploration and other mining support services,0.9954566234643288
Meat and meat product manufacturing,0.9954566234643288
Seafood processing,0.9954566234643288
Dairy product manufacturing,0.9954566234643288
"Fruit, oil, cereal, and other food product manufacturing",0.9954566234643288
Beverage and tobacco product manufacturing,0.9954566234643288
Textile and leather manufacturing,0.9954566234643288
"Clothing, knitted products, and footwear manufacturing",0.9954566234643288
Wood product manufacturing,0.9954566234643288
"Pulp, paper, and converted paper product manufacturing",0.9954566234643288
Printing,0.9954566234643288
Petroleum and coal product manufacturing,0.9954566234643288
Basic chemical and basic polymer manufacturing,0.9954566234643288
Fertiliser and pesticide manufacturing,0.9954566234643288
"Pharmaceutical, cleaning, and other chemical manufacturing",0.9954566234643288
Polymer product and rubber product manufacturing,0.9954566234643288
Non-metallic mineral product manufacturing,0.9954566234643288
Primary metal and metal product manufacturing,0.9954566234643288
Fabricated metal product manufacturing,0.9954566234643288
Transport equipment manufacturing,0.9954566234643288
Electronic and electrical equipment manufacturing,0.9954566234643288
Machinery manufacturing,0.9954566234643288
Furniture manufacturing,0.9954566234643288
Other manufacturing,0.9954566234643288
Electricity generation and on-selling,0.9954566234643288
Electricity transmission and distribution,0.9954566234643288
Gas and water supply,0.9954566234643288
Sewerage and drainage services,0.9954566234643288
"Waste collection, treatment, and disposal services",0.9954566234643288
Residential building construction,0.9954566234643288
Non-residential building construction,0.9954566234643288
Heavy and civil engineering construction,0.9954566234643288
Construction services,0.9954566234643288
Basic material wholesaling,0.9954566234643288
Machinery and equipment wholesaling,0.9954566234643288
"Motor vehicle wholesaling, including parts",0.9954566234643288
"Grocery, liquor, and tobacco product wholesaling",0.9954566234643288
Other goods and commission based wholesaling,0.9954566234643288
"Motor vehicle retailing, including parts",0.9954566234643288
Fuel retailing,0.9954566234643288
Supermarket and grocery stores,0.9954566234643288
Specialised food retailing,0.9954566234643288
"Furniture, electrical, and hardware retailing",0.9954566234643288
"Recreational, clothing, footwear, and personal accessory retailing",0.9954566234643288
Department stores,0.9954566234643288
Pharmaceutical and other store based retailing,0.9954566234643288
Non-store and commission based retailing,0.9954566234643288
Accommodation,0.9954566234643288
Food and beverage services,0.9954566234643288
Road transport,0.9954566234643288
Rail transport,0.9954566234643288
Water transport,0.9954566234643288
Air and space transport,0.9954566234643288
Other transport,0.9954566234643288
Postal and courier services,0.9954566234643288
Transport support services,0.9954566234643288
Warehousing and storage services,0.9954566234643288
Publishing (except internet and music publishing),0.9954566234643288
Motion picture and sound recording activities,0.9954566234643288
Broadcasting and internet publishing,0.9954566234643288
Telecommunications services,0.9954566234643288
"Internet service providers, web search portals and data processing services",0.9954566234643288
Library and other information services,0.9954566234643288
Banking and financing; financial asset investing,0.9954566234643288
Life insurance,0.9954566234643288
Health and general insurance,0.9954566234643288
Superannuation and individual pension services,0.9954566234643288
Auxiliary finance and insurance services,0.9954566234643288
Rental and hiring services (except real estate),0.9954566234643288
Non-financial asset leasing,0.9954566234643288
Residential property operation,0.9954566234643288
Non-residential property operation,0.9954566234643288
Real estate services,0.9954566234643288
Owner-occupied property operation,0.9954566234643288
"Scientific, architectural, and engineering services",0.9954566234643288
Legal and accounting services,0.9954566234643288
"Advertising, market research, and management services",0.9954566234643288
Veterinary and other professional services,0.9954566234643288
Computer system design and related services,0.9954566234643288
Travel agency and tour arrangement services,0.9954566234643288
Employment and other administrative services,0.9954566234643288
"Building cleaning, pest control, and other support services",0.9954566234643288
Local government administration services,0.9954566234643288
Central government administration services,0.9954566234643288
Defence,0.9954566234643288
"Public order, safety, and regulatory services",0.9954566234643288
Preschool education,0.9954566234643288
School education,0.9954566234643288
Tertiary education,0.9954566234643288
"Adult, community, and other education",0.9954566234643288
Hospitals,0.9954566234643288
Medical and other health care services,0.9954566234643288
Residential care services and social assistance,0.9954566234643288
Heritage and artistic activities,0.9954566234643288
Sport and recreation services,0.9954566234643288
Gambling activities,0.9954566234643288
Repair and maintenance,0.9954566234643288
Personal services; domestic household staff,0.9954566234643288
"Religious services; civil, professional, and other interest groups",0.9954566234643288
