Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,6905.009999999999,6897.106645544466,7.903354455533521
"Sheep, beef cattle, and grain farming",,11564.824999999997,11553.566072439877,11.258927560119327
Dairy cattle farming,AA131,17366.689999999995,17358.764162530842,7.9258374691523015
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.8119176441933,2.6580823558061364
Forestry and logging,AA211,6804.61,6801.96966078982,2.640339210179245
Fishing and aquaculture,,1918.8949999999995,1917.3219302499413,1.5730697500582118
"Agriculture, forestry, and fishing support services",,6337.750000000002,6332.659050863272,5.090949136730232
Coal mining,BB111,632.5200000000001,632.1476826169234,0.3723173830767001
Oil and gas extraction,BB112,3481.37,3478.5617669546214,2.808233045378358
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2145.068606352209,0.9813936477913602
Exploration and other mining support services,BB114,651.3449999999999,650.7502478744485,0.5947521255514158
Meat and meat product manufacturing,CC111,15834.334999999994,15817.664749536456,16.670250463538522
Seafood processing,CC121,2153.5800000000004,2151.7600127372248,1.8199872627754472
Dairy product manufacturing,CC131,29974.420000000006,29961.557001936737,12.862998063270714
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10286.174490131201,22.39550986879697
Beverage and tobacco product manufacturing,CC151,6779.509999999998,6764.9686234408455,14.541376559152503
Textile and leather manufacturing,CC211,1805.9450000000006,1803.755701418429,2.1892985815715917
"Clothing, knitted products, and footwear manufacturing",,513.2949999999998,512.7492182944533,0.5457817055465014
Wood product manufacturing,CC311,7001.644999999997,6996.669931749529,4.975068250468903
"Pulp, paper, and converted paper product manufacturing",,4216.799999999999,4212.586400954893,4.213599045106621
Printing,CC411,1842.3400000000001,1839.4330255492991,2.906974450700894
Petroleum and coal product manufacturing,CC511,9094.985000000004,9078.05905359458,16.925946405424117
Basic chemical and basic polymer manufacturing,CC521,1931.4449999999988,1929.8396282092538,1.6053717907449458
Fertiliser and pesticide manufacturing,CC522,2035.61,2033.6228077826474,1.9871922173523033
"Pharmaceutical, cleaning, and other chemical manufacturing",,2257.7449999999994,2254.712981742327,3.0320182576725285
Polymer product and rubber product manufacturing,CC531,4694.954999999999,4689.413930729352,5.541069270646914
Non-metallic mineral product manufacturing,CC611,4051.14,4047.158658475551,3.981341524448571
Primary metal and metal product manufacturing,CC711,4472.819999999999,4469.9254468954905,2.8945531045084882
Fabricated metal product manufacturing,CC721,8600.514999999998,8591.288417287149,9.226582712848403
Transport equipment manufacturing,CC811,5355.084999999999,5346.306533162388,8.778466837611466
Electronic and electrical equipment manufacturing,CC821,5789.3150000000005,5785.587118435657,3.7278815643429013
Machinery manufacturing,CC822,5078.985,5076.771118068706,2.2138819312935105
Furniture manufacturing,CC911,1661.6199999999997,1657.511797138349,4.10820286165056
Other manufacturing,CC912,993.9599999999999,992.1891026688003,1.7708973311996226
Electricity generation and on-selling,DD111,15101.414999999997,15062.31607952125,39.09892047874718
Electricity transmission and distribution,DD112,5971.289999999999,5957.263982046332,14.026017953667205
Gas and water supply,,3766.254999999999,3758.389620850217,7.865379149782063
Sewerage and drainage services,DD122,961.3300000000005,960.2195758762201,1.1104241237803227
"Waste collection, treatment, and disposal services",,3028.3149999999996,3023.660244878627,4.654755121372595
Residential building construction,EE112,25962.185,25954.78562704769,7.399372952310677
Non-residential building construction,EE113,12069.334999999997,12062.41697571973,6.918024280266809
Heavy and civil engineering construction,EE121,18228.875000000004,18224.1354380664,4.739561933601362
Construction services,EE131,36052.385,36024.607426756054,27.777573243944513
Basic material wholesaling,FF111,8999.605000000003,8984.87094689841,14.734053101591911
Machinery and equipment wholesaling,FF112,9362.3,9346.429431860428,15.870568139571986
"Motor vehicle wholesaling, including parts",,2408.3449999999993,2403.431325472966,4.913674527033532
"Grocery, liquor, and tobacco product wholesaling",,8786.255,8768.425942526386,17.829057473613346
Other goods and commission based wholesaling,,9132.635,9116.220998834895,16.414001165105578
"Motor vehicle retailing, including parts",,3512.7449999999985,3501.205242722073,11.539757277925553
Fuel retailing,GH112,975.1350000000001,971.7998994066164,3.335100593383661
Supermarket and grocery stores,GH121,6052.865000000001,6031.3430062599155,21.521993740085065
Specialised food retailing,GH122,1326.5349999999999,1321.8411001706102,4.693899829389687
"Furniture, electrical, and hardware retailing",,6075.455,6054.143399321184,21.311600678815925
"Recreational, clothing, footwear, and personal accessory retailing",,3921.8750000000005,3907.8173544101555,14.057645589844645
Department stores,GH133,2592.829999999999,2583.3042041163467,9.525795883652341
Pharmaceutical and other store based retailing,GH134,3664.600000000001,3653.43157325511,11.168426744890962
Non-store and commission based retailing,GH135,1084.3199999999997,1080.9292346252887,3.3907653747108517
