Description,NZSIOC,Original Output,Shocked Output,Output Loss
Accommodation,GH211,5318.69,5309.26028096085,9.429719039149376
Food and beverage services,GH212,13513.839999999998,13471.24280620688,42.597193793119665
Road transport,II111,11838.414999999999,11820.807333085033,17.607666914966476
Rail transport,II121,838.3399999999999,837.0961184919947,1.2438815080052505
Water transport,II122,870.9699999999999,869.078056844928,1.8919431550719104
Air and space transport,II123,8062.120000000001,8047.546229217811,14.573770782189884
Other transport,II125,1109.4200000000003,1107.3433483738736,2.076651626126628
Postal and courier services,,3030.825,3025.951900253345,4.873099746654952
Transport support services,II132,8720.994999999999,8710.539522867746,10.455477132253103
Warehousing and storage services,II133,1644.05,1641.592027968433,2.4579720315668223
Publishing (except internet and music publishing),JJ111,1591.34,1588.2548226801007,3.0851773198991883
Motion picture and sound recording activities,JJ112,2629.224999999999,2626.058396557295,3.1666034427039262
Broadcasting and internet publishing,JJ113,2089.575,2083.9480089866224,5.626991013377496
Telecommunications services,JJ121,9092.474999999999,9069.35326159963,23.121738400368915
"Internet service providers, web search portals and data processing services",JJ122,1798.4150000000004,1795.0955799397102,3.3194200602901875
Library and other information services,JJ123,474.39000000000004,474.25891445135215,0.1310855486478681
Banking and financing; financial asset investing,,19152.555,19103.10317931907,49.451820680931064
Life insurance,KK121,2388.2649999999994,2378.1500951465973,10.114904853402086
Health and general insurance,KK122,8466.230000000001,8443.859081993756,22.370918006245255
Superannuation and individual pension services,,503.25499999999994,501.5879162800668,1.6670837199331412
Auxiliary finance and insurance services,KK131,8534.0,8512.353862408336,21.646137591663713
Rental and hiring services (except real estate),LL111,6544.825,6534.4250629522685,10.399937047730809
Non-financial asset leasing,LL112,1681.6999999999998,1679.140401274454,2.5595987255459383
Residential property operation,LL121,16626.24,16563.950952976866,62.28904702313492
Non-residential property operation,LL122,18007.995,17976.05363986082,31.941360139179302
Real estate services,LL123,6366.614999999997,6361.438232212004,5.1767677879939304
Owner-occupied property operation,,39204.945,39030.186515681235,174.7584843187641
"Scientific, architectural, and engineering services",,16225.895000000004,16212.39395644408,13.501043555921814
Legal and accounting services,MN112,9398.695,9384.866078357609,13.828921642391318
"Advertising, market research, and management services",,13705.855000000003,13683.887431186093,21.96756881391
Veterinary and other professional services,MN114,1511.02,1507.4437852722333,3.5762147277664855
Computer system design and related services,MN115,13906.654999999999,13893.478146071515,13.176853928483697
Travel agency and tour arrangement services,MN211,1645.3049999999996,1642.0777290367437,3.227270963255863
Employment and other administrative services,MN212,9071.139999999998,9056.198805221167,14.941194778831262
"Building cleaning, pest control, and other support services",,5258.449999999998,5250.4537459831945,7.996254016804195
Local government administration services,,3204.015000000001,3203.4861938980252,0.5288061019754741
Central government administration services,,12778.410000000002,12775.650730884907,2.7592691150943662
Defence,OO212,3074.750000000001,3074.239826621905,0.5101733780955692
"Public order, safety, and regulatory services",,9968.465,9962.465958425222,5.99904157477737
Preschool education,PP111,2290.374999999999,2287.7028138275314,2.6721861724679727
School education,PP112,10777.940000000004,10772.902579371557,5.0374206284470615
Tertiary education,PP113,8640.675000000001,8634.958295239481,5.7167047605211785
"Adult, community, and other education",,2320.495,2317.4409880260646,3.054011973935513
Hospitals,QQ111,16128.005000000001,16120.262945759217,7.742054240784008
Medical and other health care services,QQ112,14462.619999999994,14449.988822059644,12.631177940350733
Residential care services and social assistance,QQ113,8290.529999999999,8266.750737956045,23.779262043953956
Heritage and artistic activities,RS111,2154.835,2152.1759812538144,2.6590187461858257
Sport and recreation services,,4787.825000000002,4778.005676472298,9.819323527703245
Gambling activities,RS113,2444.7400000000002,2435.5591096565636,9.180890343436722
Repair and maintenance,RS211,6128.164999999999,6116.866817370427,11.298182629572201
Personal services; domestic household staff,,4057.4149999999995,4045.165634823245,12.249365176754544
"Religious services; civil, professional, and other interest groups",,3748.685000000001,3739.2089458735863,9.476054126414677
