Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Fertiliser and pesticide manufacturing,CC522,0.9726404442577063,9.1793085569156,10.151949001173307
"Pharmaceutical, cleaning, and other chemical manufacturing",,1.2357907086911837,9.446084457667439,10.681875166358623
Polymer product and rubber product manufacturing,CC531,3.972326140030191,7.236006223103004,11.208332363133195
Non-metallic mineral product manufacturing,CC611,2.3531753204624692,9.409234222803207,11.762409543265676
Primary metal and metal product manufacturing,CC711,0.90861708876389,12.62410315019872,13.532720238962611
Fabricated metal product manufacturing,CC721,5.655503605688864,9.454545299552592,15.110048905241456
Transport equipment manufacturing,CC811,2.789379649096418,4.8757641986387625,7.66514384773518
Electronic and electrical equipment manufacturing,CC821,4.8257668941282645,5.900961432591885,10.72672832672015
Machinery manufacturing,CC822,3.9134251363091153,7.417723260630055,11.33114839693917
Furniture manufacturing,CC911,1.0462424258358851,8.288950340564838,9.335192766400723
Other manufacturing,CC912,0.7259065968964364,8.015826607952533,8.74173320484897
Electricity generation and on-selling,DD111,8.745018819903635,13.948732729726544,22.69375154963018
Electricity transmission and distribution,DD112,5.020144196106685,7.739910000732834,12.76005419683952
Gas and water supply,,2.9790935091457413,7.975620890981418,10.954714400127159
Sewerage and drainage services,DD122,0.9011009452560188,7.689228010800946,8.590328956056965
"Waste collection, treatment, and disposal services",,2.3149160652391174,7.562760273790559,9.877676339029676
Residential building construction,EE112,9.624751057150206,20.764928723756384,30.38967978090659
Non-residential building construction,EE113,2.682987543055333,23.076914700825455,25.759902243880788
Heavy and civil engineering construction,EE121,9.738566852805889,15.248181285656756,24.986748138462644
Construction services,EE131,25.672971287516702,11.627918394900917,37.30088968241762
Basic material wholesaling,FF111,5.687427782021132,9.778860894467925,15.466288676489057
Machinery and equipment wholesaling,FF112,9.076036296986786,7.3153016304568155,16.3913379274436
"Motor vehicle wholesaling, including parts",,2.575167085057501,6.828183609381313,9.403350694438814
"Grocery, liquor, and tobacco product wholesaling",,5.03265606386185,11.033966002942634,16.066622066804484
Other goods and commission based wholesaling,,8.393235555585761,7.4640047184243485,15.85724027401011
"Motor vehicle retailing, including parts",,3.9408829790336313,6.099690490493231,10.040573469526862
Fuel retailing,GH112,0.9593910404976214,7.506056468467023,8.465447508964644
Supermarket and grocery stores,GH121,6.472327465149192,6.129838628696689,12.60216609384588
Specialised food retailing,GH122,1.356875419702419,7.378763701342223,8.735639121044642
"Furniture, electrical, and hardware retailing",,6.586891354771069,6.568524441947375,13.155415796718444
"Recreational, clothing, footwear, and personal accessory retailing",,3.4623509472921796,8.988826534710824,12.451177482003004
Department stores,GH133,2.5988039770120395,8.13124069890705,10.730044675919089
Pharmaceutical and other store based retailing,GH134,3.344750336365678,9.029141198838488,12.373891535204166
Non-store and commission based retailing,GH135,0.8601571593672475,10.529575845411216,11.389733004778464
Accommodation,GH211,3.7265547476099528,8.26620984264082,11.992764590250772
Food and beverage services,GH212,10.34064737758581,9.191554893563989,19.5322022711498
Road transport,II111,7.799695121291734,8.638559561507464,16.438254682799197
Rail transport,II121,0.30625102390101233,11.238021068404606,11.544272092305619
Water transport,II122,0.5095171232877078,8.791149643524648,9.300666766812355
Air and space transport,II123,3.659504904832602,9.261712447563013,12.921217352395615
Other transport,II125,0.7621890730962946,7.1950366322788,7.9572257053750945
Postal and courier services,,2.2145323841186837,8.069236858463228,10.283769242581911
Transport support services,II132,9.929545823003536,5.684019558840191,15.613565381843728
Warehousing and storage services,II133,1.220783271798723,8.242752480918966,9.46353575271769
Publishing (except internet and music publishing),JJ111,1.3680077478391013,5.6014786541175,6.969486401956601
Motion picture and sound recording activities,JJ112,1.389088356921775,10.05284180476724,11.441930161689015
Broadcasting and internet publishing,JJ113,1.1401984349517988,10.608477405242866,11.748675840194664
Telecommunications services,JJ121,8.456657491404712,7.164885186573429,15.621542677978141
"Internet service providers, web search portals and data processing services",JJ122,1.8065443969403532,7.502102766233747,9.3086471631741
Library and other information services,JJ123,0.589232102361791,4.26917491550131,4.858407017863101
Banking and financing; financial asset investing,,20.23464357684861,7.423427779311169,27.65807135615978
Life insurance,KK121,1.1232548142841097,10.719510354556633,11.842765168840742
Health and general insurance,KK122,6.81020491907384,7.739730092645004,14.549935011718844
Superannuation and individual pension services,,0.048219178082192116,19.273898589218177,19.32211776730037
Auxiliary finance and insurance services,KK131,8.073101269762901,7.166105634142241,15.239206903905142
Rental and hiring services (except real estate),LL111,6.124372833916823,6.568281491099697,12.69265432501652
Non-financial asset leasing,LL112,1.2275439692037935,9.335762039858423,10.563306009062217
Residential property operation,LL121,23.16689097172093,5.489565875486733,28.656456847207664
Non-residential property operation,LL122,17.86049527357136,10.239262345701718,28.099757619273078
Real estate services,LL123,4.672186314286591,8.001674032264418,12.67386034655101
Owner-occupied property operation,,0.0,5.30935043228601,5.30935043228601
"Scientific, architectural, and engineering services",,16.42359936315097,8.340203223721801,24.76380258687277
Legal and accounting services,MN112,11.697242889798872,4.586343335879064,16.283586225677936
"Advertising, market research, and management services",,13.22137019004549,7.753447167353443,20.974817357398933
Veterinary and other professional services,MN114,1.8198515899525773,3.5265078771540175,5.346359467106595
Computer system design and related services,MN115,15.707068216061089,5.908917480943273,21.615985697004362
Travel agency and tour arrangement services,MN211,1.2632181386317143,4.83235569777878,6.0955738364104946
Employment and other administrative services,MN212,7.596519973924387,9.330387140915718,16.926907114840105
"Building cleaning, pest control, and other support services",,4.694187130222872,8.033182916109126,12.727370046331998
Local government administration services,,3.429695959593573,6.152885684358353,9.582581643951926
Central government administration services,,12.079615914386522,8.677014421979038,20.75663033636556
Defence,OO212,4.241766676241014,3.5707731002923992,7.812539776533413
"Public order, safety, and regulatory services",,11.66457815128615,5.625103447679976,17.289681598966126
Preschool education,PP111,2.951223285598644,3.717207480809975,6.668430766408619
School education,PP112,14.976246901850573,3.182022317675546,18.15826921952612
Tertiary education,PP113,10.648336597598245,4.765825083285563,15.414161680883808
"Adult, community, and other education",,2.263971199179423,8.251965677224007,10.51593687640343
Hospitals,QQ111,21.070720767284,4.204676095934701,25.275396863218702
Medical and other health care services,QQ112,15.546255772823315,8.12655510458444,23.672810877407755
Residential care services and social assistance,QQ113,9.287738069027,6.176825029612701,15.464563098639701
Heritage and artistic activities,RS111,1.938150323531545,6.29401812399351,8.232168447525055
Sport and recreation services,,3.09156112607684,9.029257273269877,12.120818399346717
Gambling activities,RS113,2.9077687908115877,5.941360551058551,8.849129341870139
Repair and maintenance,RS211,5.665429765635054,7.823312440801601,13.488742206436655
Personal services; domestic household staff,,4.534616563646523,5.523678448191276,10.0582950118378
"Religious services; civil, professional, and other interest groups",,2.7235308784704557,10.192894727727207,12.916425606197663
