Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6896.954495024472,8.05550497552801,0.42810457516339867,2956.0663725490194,2952.617774013744,3.448598535275063,1.9077876093815072,1.5408109258935558
"Sheep, beef cattle, and grain farming",,11564.824999999997,11553.349322489903,11.47567751009442,0.4252711496746204,4918.186423535791,4913.306148967777,4.880274568013038,0.1609810438793392,4.7192935241336995
Dairy cattle farming,AA131,17366.689999999995,17358.611579181692,8.078420818305139,0.5005778676683039,8693.380648656455,8689.3367699891,4.043878667354422,0.0458720508166168,3.9980066165378045
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.7607458772045,2.709254122794634,0.332035595105673,747.5681813125693,746.6686125076146,0.8995688049546144,0.5072236783454929,0.3923451266091215
Forestry and logging,AA211,6804.61,6801.91883060296,2.691169397039139,0.30035010134512624,2043.7653031140592,2042.9570101129218,0.8082930011376076,0.05411952899863739,0.7541734721389702
Fishing and aquaculture,,1918.8949999999995,1917.2916464784357,1.6033535215637253,0.35635179153094465,683.8016710097719,683.2303131099052,0.5713578998666826,0.3625641208497802,0.20879377901690244
"Agriculture, forestry, and fishing support services",,6337.750000000002,6332.56104304105,5.188956958951648,0.4612341772151899,2923.18690664557,2920.7935823520033,2.3933242935670975,0.11921492746548688,2.2741093661016105
Coal mining,BB111,632.5200000000001,632.1405149916122,0.37948500838783156,0.41386138613861384,261.7756039603961,261.61854976880585,0.15705419159021147,0.016691511671574094,0.14036267991863738
Oil and gas extraction,BB112,3481.37,3478.5077045788885,2.8622954211113525,0.5343401654081266,1860.2358216468892,1858.7063822381258,1.5294394087635634,0.021862882217618264,1.5075765265459449
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2145.049713165186,1.000286834814159,0.5344224037339557,1146.8971995332556,1146.3626238385707,0.534575694684813,0.15638841160740108,0.378187283077412
Exploration and other mining support services,BB114,651.3449999999999,650.7387980722563,0.6062019277437053,0.3818525519848771,248.71775047258976,248.48627071946268,0.23147975312708594,0.0,0.23147975312708594
