Unnamed: 0,Final Consumption Expenditure - households
Horticulture and fruit growing,769.4879699379262
"Sheep, beef cattle, and grain farming",56.74102753746674
Dairy cattle farming,15.927305975429261
"Poultry, deer, and other livestock farming",259.81417872418984
Forestry and logging,24.88641558660822
Fishing and aquaculture,165.2457994950786
"Agriculture, forestry, and fishing support services",38.82280831510882
Coal mining,6.968196364250302
Oil and gas extraction,6.968196364250302
Metal ore and non-metallic mineral mining and quarrying,50.768287796680774
Exploration and other mining support services,0.0
Meat and meat product manufacturing,2330.3639555299937
Seafood processing,236.91867638451026
Dairy product manufacturing,1770.917333143041
"Fruit, oil, cereal, and other food product manufacturing",3365.6388439328957
Beverage and tobacco product manufacturing,2112.358954991306
Textile and leather manufacturing,152.3048633900423
"Clothing, knitted products, and footwear manufacturing",84.61381299446795
Wood product manufacturing,151.30940676657798
"Pulp, paper, and converted paper product manufacturing",194.11404157554412
Printing,48.77737454975211
Petroleum and coal product manufacturing,1929.1949362738692
Basic chemical and basic polymer manufacturing,115.47296832186214
Fertiliser and pesticide manufacturing,73.66379013636033
"Pharmaceutical, cleaning, and other chemical manufacturing",362.34621094101567
Polymer product and rubber product manufacturing,285.69605093426236
Non-metallic mineral product manufacturing,235.92321976104594
Primary metal and metal product manufacturing,14.931849351964933
Fabricated metal product manufacturing,231.94139326718863
Transport equipment manufacturing,1055.1840208721885
Electronic and electrical equipment manufacturing,377.2780602929806
Machinery manufacturing,180.1776488470435
Furniture manufacturing,562.4329922573457
Other manufacturing,250.85506911301087
Electricity generation and on-selling,2601.1281571122913
Electricity transmission and distribution,901.8837008586819
Gas and water supply,264.7914618415115
Sewerage and drainage services,12.940936105036275
"Waste collection, treatment, and disposal services",235.92321976104594
Residential building construction,82.6228997475393
Non-residential building construction,15.927305975429261
Heavy and civil engineering construction,16.92276259889359
Construction services,311.57792314433493
Basic material wholesaling,1590.7396842959974
Machinery and equipment wholesaling,1688.2944333955018
"Motor vehicle wholesaling, including parts",605.2376270663119
"Grocery, liquor, and tobacco product wholesaling",2042.6769913488029
Other goods and commission based wholesaling,1989.9177903051934
"Motor vehicle retailing, including parts",1868.4720822425452
Fuel retailing,543.5193164115235
Supermarket and grocery stores,3579.6620179777265
Specialised food retailing,791.3880156541414
"Furniture, electrical, and hardware retailing",3504.0073145944375
"Recreational, clothing, footwear, and personal accessory retailing",2319.4139326718864
Department stores,1597.7078806602478
Pharmaceutical and other store based retailing,1764.9445934022551
Non-store and commission based retailing,550.4875127757739
Accommodation,1516.080437536173
Food and beverage services,7227.015086351027
Road transport,752.5652073390326
Rail transport,87.60018286486094
Water transport,215.01863066829503
Air and space transport,2177.063635516487
Other transport,187.14584521129382
Postal and courier services,84.61381299446795
Transport support services,409.1326722438391
Warehousing and storage services,29.863698703929867
Publishing (except internet and music publishing),166.2412561185429
Motion picture and sound recording activities,272.7551148292261
Broadcasting and internet publishing,641.0740655110278
Telecommunications services,2771.3512397246914
"Internet service providers, web search portals and data processing services",224.97319690293833
Library and other information services,12.940936105036275
Banking and financing; financial asset investing,2470.7233394384643
Life insurance,1763.9491367787907
Health and general insurance,1708.2035658647883
Superannuation and individual pension services,296.64607379237
Auxiliary finance and insurance services,225.96865352640265
Rental and hiring services (except real estate),534.5602068003445
Non-financial asset leasing,1.9909132469286577
Residential property operation,11066.491283052943
Non-residential property operation,1.9909132469286577
Real estate services,57.73648416093107
Owner-occupied property operation,31097.06946040217
"Scientific, architectural, and engineering services",172.2139958593289
Legal and accounting services,363.34166756448
"Advertising, market research, and management services",152.3048633900423
Veterinary and other professional services,466.86915640477025
Computer system design and related services,474.8328093924849
Travel agency and tour arrangement services,341.4416218482648
Employment and other administrative services,417.0963252315538
"Building cleaning, pest control, and other support services",120.45025143918379
Local government administration services,63.709223901717046
Central government administration services,330.4915989901572
Defence,79.6365298771463
"Public order, safety, and regulatory services",417.0963252315538
Preschool education,423.06906497233973
School education,824.2380842284642
Tertiary education,822.2471709815356
"Adult, community, and other education",344.4279917186578
Hospitals,1314.9981995963783
Medical and other health care services,1838.6083835386153
Residential care services and social assistance,3832.508000337666
Heritage and artistic activities,339.45070860133615
Sport and recreation services,1428.480254671312
Gambling activities,1577.7987481909613
Repair and maintenance,1284.1390442689842
Personal services; domestic household staff,1873.4493653598668
"Religious services; civil, professional, and other interest groups",1222.4207336141958
