Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,6905.009999999999,6895.954811931325,9.055188068674132,0.42810457516339867,2956.0663725490194,2952.1898051078547,3.876567441164416,2.1445428499536825,1.7320245912107335
"Sheep, beef cattle, and grain farming",,11564.824999999997,11551.925198139648,12.899801860349207,0.4252711496746204,4918.186423535791,4912.700509968065,5.485913567725514,0.18095869001971007,5.3049548777058035
Dairy cattle farming,AA131,17366.689999999995,17357.6090522469,9.080947753097652,0.5005778676683039,8693.380648656455,8688.834927193802,4.545721462652899,0.05156474342727268,4.494156719225625
"Poultry, deer, and other livestock farming",,2251.4699999999993,2248.424529147176,3.0454708528230796,0.332035595105673,747.5681813125693,746.5569765855752,1.0112047269940927,0.5701698173182306,0.4410349096758622
Forestry and logging,AA211,6804.61,6801.5848581760065,3.0251418239928625,0.30035010134512624,2043.7653031140592,2042.8567014606394,0.9086016534196363,0.06083572845643534,0.847765924963201
Fishing and aquaculture,,1918.8949999999995,1917.092671316393,1.802328683606538,0.35635179153094465,683.8016710097719,683.1594079544411,0.642263055330799,0.4075580998611301,0.23470495546966877
"Agriculture, forestry, and fishing support services",,6337.750000000002,6331.917096751067,5.832903248934371,0.4612341772151899,2923.18690664557,2920.4965723147725,2.6903343307980525,0.1340094248681775,2.5563249059298756
Coal mining,BB111,632.5200000000001,632.0934211411163,0.4265788588837227,0.41386138613861384,261.7756039603961,261.599059442561,0.17654451783504566,0.01876291775571238,0.15778160007933326
Oil and gas extraction,BB112,3481.37,3478.152495520145,3.2175044798549512,0.5343401654081266,1860.2358216468892,1858.5165797709226,1.7192418759670829,0.024576052128974908,1.6946658238381078
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2144.925578199087,1.1244218009132771,0.5344224037339557,1146.8971995332556,1146.2962833316008,0.6009162016549369,0.17579611497581826,0.4251200866791186
Exploration and other mining support services,BB114,651.3449999999999,650.6635687948814,0.6814312051185845,0.3818525519848771,248.71775047258976,248.4575442279131,0.26020624467666176,0.0,0.26020624467666176
