Description,NZSIOC,Original Output,Shocked Output,Output Loss
Horticulture and fruit growing,AA111,6905.009999999999,6900.884042134643,4.125957865356267
"Sheep, beef cattle, and grain farming",,11564.824999999997,11558.94726023981,5.877739760187896
Dairy cattle farming,AA131,17366.689999999995,17362.552304844172,4.137695155825904
"Poultry, deer, and other livestock farming",,2251.4699999999993,2250.082344180637,1.3876558193622326
Forestry and logging,AA211,6804.61,6803.231607016014,1.3783929839850542
Fishing and aquaculture,,1918.8949999999995,1918.0737766138382,0.8212233861613992
"Agriculture, forestry, and fishing support services",,6337.750000000002,6335.092262484746,2.657737515255685
Coal mining,BB111,632.5200000000001,632.3256311603186,0.19436883968148888
Oil and gas extraction,BB112,3481.37,3479.903957791401,1.4660422085986873
Metal ore and non-metallic mineral mining and quarrying,BB113,2146.05,2145.537661996827,0.5123380031732506
Exploration and other mining support services,BB114,651.3449999999999,651.034508774513,0.31049122548691455
Meat and meat product manufacturing,CC111,15834.334999999994,15825.632271126526,8.70272887346925
Seafood processing,CC121,2153.5800000000004,2152.6298729616715,0.9501270383288704
Dairy product manufacturing,CC131,29974.420000000006,29967.704852864725,6.715147135283605
"Fruit, oil, cereal, and other food product manufacturing",,10308.57,10296.87839099882,11.691609001179295
Beverage and tobacco product manufacturing,CC151,6779.509999999998,6771.918652892272,7.591347107726387
Textile and leather manufacturing,CC211,1805.9450000000006,1804.8020734422873,1.1429265577133094
"Clothing, knitted products, and footwear manufacturing",,513.2949999999998,513.010073854597,0.2849261454028624
Wood product manufacturing,CC311,7001.644999999997,6999.047758272551,2.5972417274462805
"Pulp, paper, and converted paper product manufacturing",,4216.799999999999,4214.600284395767,2.199715604232997
Printing,CC411,1842.3400000000001,1840.8224096949286,1.5175903050715476
Petroleum and coal product manufacturing,CC511,9094.985000000004,9086.148784682448,8.83621531755676
Basic chemical and basic polymer manufacturing,CC521,1931.4449999999988,1930.6069132857926,0.8380867142059674
Fertiliser and pesticide manufacturing,CC522,2035.61,2034.5725833682027,1.037416631797049
"Pharmaceutical, cleaning, and other chemical manufacturing",,2257.7449999999994,2256.1621303908314,1.5828696091679886
Polymer product and rubber product manufacturing,CC531,4694.954999999999,4692.062276604087,2.892723395911753
Non-metallic mineral product manufacturing,CC611,4051.14,4049.061534777429,2.078465222570551
Primary metal and metal product manufacturing,CC711,4472.819999999999,4471.308894277051,1.5111057229478795
Fabricated metal product manufacturing,CC721,8600.514999999998,8595.698248868737,4.816751131259247
Transport equipment manufacturing,CC811,5355.084999999999,5350.502188423194,4.582811576805797
Electronic and electrical equipment manufacturing,CC821,5789.3150000000005,5787.368853923919,1.9461460760814269
Machinery manufacturing,CC822,5078.985,5077.829239668258,1.1557603317412848
Furniture manufacturing,CC911,1661.6199999999997,1659.4753066289916,2.14469337100792
Other manufacturing,CC912,993.9599999999999,993.0355004329476,0.9244995670523308
Electricity generation and on-selling,DD111,15101.414999999997,15081.003350821933,20.41164917806399
Electricity transmission and distribution,DD112,5971.289999999999,5963.967696613361,7.322303386638723
Gas and water supply,,3766.254999999999,3762.148867199092,4.106132800907169
Sewerage and drainage services,DD122,961.3300000000005,960.7503014462824,0.5796985537180637
"Waste collection, treatment, and disposal services",,3028.3149999999996,3025.884978214644,2.430021785355932
Residential building construction,EE112,25962.185,25958.32214642269,3.862853577312307
Non-residential building construction,EE113,12069.334999999997,12065.723435207796,3.6115647922001606
Heavy and civil engineering construction,EE121,18228.875000000004,18226.400704693075,2.474295306927233
Construction services,EE131,36052.385,36037.88367686548,14.501323134521135
Basic material wholesaling,FF111,8999.605000000003,8991.913065818742,7.691934181260798
Machinery and equipment wholesaling,FF112,9362.3,9354.014746464734,8.285253535264337
"Motor vehicle wholesaling, including parts",,2408.3449999999993,2405.7798089565404,2.5651910434593557
"Grocery, liquor, and tobacco product wholesaling",,8786.255,8776.94731421556,9.307685784439363
Other goods and commission based wholesaling,,9132.635,9124.066046451206,8.568953548794493
"Motor vehicle retailing, including parts",,3512.7449999999985,3506.7206526708924,6.024347329106037
Fuel retailing,GH112,975.1350000000001,973.3939058098749,1.7410941901251162
Supermarket and grocery stores,GH121,6052.865000000001,6041.629411383841,11.235588616159538
Specialised food retailing,GH122,1326.5349999999999,1324.0845426620137,2.450457337986089
"Furniture, electrical, and hardware retailing",,6075.455,6064.329247392185,11.12575260781481
"Recreational, clothing, footwear, and personal accessory retailing",,3921.8750000000005,3914.536185359185,7.338814640815373
