Description,NZSIOC,Original Output,Shocked Output,Output Loss
Department stores,GH133,2592.829999999999,2587.8570441910365,4.972955808962679
Pharmaceutical and other store based retailing,GH134,3664.600000000001,3658.7695063240544,5.830493675946354
Non-store and commission based retailing,GH135,1084.3199999999997,1082.5498459285761,1.7701540714234634
Accommodation,GH211,5318.69,5313.767201249597,4.922798750402435
Food and beverage services,GH212,13513.839999999998,13491.602072071839,22.237927928159795
Road transport,II111,11838.414999999999,11829.222891483658,9.192108516342087
Rail transport,II121,838.3399999999999,837.6906298217547,0.6493701782452899
Water transport,II122,870.9699999999999,869.9823082818319,0.9876917181680005
Air and space transport,II123,8062.120000000001,8054.511741440294,7.608258559706323
Other transport,II125,1109.4200000000003,1108.3358809517367,1.0841190482634357
Postal and courier services,,3030.825,3028.2809910805586,2.54400891944126
Transport support services,II132,8720.994999999999,8715.536702722231,5.45829727776766
Warehousing and storage services,II133,1644.05,1642.766812070934,1.2831879290658366
Publishing (except internet and music publishing),JJ111,1591.34,1589.7293786238897,1.6106213761100887
Motion picture and sound recording activities,JJ112,2629.224999999999,2627.5718699962267,1.6531300037725098
Broadcasting and internet publishing,JJ113,2089.575,2086.6374210314034,2.9375789685965397
Telecommunications services,JJ121,9092.474999999999,9080.4042623214,12.070737678596464
"Internet service providers, web search portals and data processing services",JJ122,1798.4150000000004,1796.6820918553342,1.7329081446663188
Library and other information services,JJ123,474.39000000000004,474.32156659573843,0.06843340426159812
Banking and financing; financial asset investing,,19152.555,19126.738603981998,25.816396018002848
Life insurance,KK121,2388.2649999999994,2382.9844989833696,5.2805010166299855
Health and general insurance,KK122,8466.230000000001,8454.551229216984,11.678770783018171
Superannuation and individual pension services,,503.25499999999994,502.38469648202334,0.8703035179766078
Auxiliary finance and insurance services,KK131,8534.0,8522.699601902785,11.30039809721466
Rental and hiring services (except real estate),LL111,6544.825,6539.395697505377,5.429302494622515
Non-financial asset leasing,LL112,1681.6999999999998,1680.3637577052573,1.3362422947426738
Residential property operation,LL121,16626.24,16593.721911011755,32.518088988244244
Non-residential property operation,LL122,18007.995,17991.31996576764,16.675034232357536
Real estate services,LL123,6366.614999999997,6363.912460731111,2.7025392688853205
Owner-occupied property operation,,39204.945,39113.712075174255,91.2329248257398
"Scientific, architectural, and engineering services",,16225.895000000004,16218.846760273002,7.048239727001582
Legal and accounting services,MN112,9398.695,9391.475591033737,7.219408966262694
"Advertising, market research, and management services",,13705.855000000003,13694.38679825852,11.468201741483371
Veterinary and other professional services,MN114,1511.02,1509.1530318199375,1.8669681800622786
Computer system design and related services,MN115,13906.654999999999,13899.776003946768,6.878996053229638
Travel agency and tour arrangement services,MN211,1645.3049999999996,1643.6201984275283,1.684801572471342
Employment and other administrative services,MN212,9071.139999999998,9063.33992720023,7.800072799768554
"Building cleaning, pest control, and other support services",,5258.449999999998,5254.275543781484,4.174456218514097
Local government administration services,,3204.015000000001,3203.7389359935123,0.27606400648844326
Central government administration services,,12778.410000000002,12776.969519483517,1.4404805164845673
Defence,OO212,3074.750000000001,3074.483663234531,0.2663367654698413
"Public order, safety, and regulatory services",,9968.465,9965.33319148637,3.1318085136294527
Preschool education,PP111,2290.374999999999,2288.97998126232,1.395018737679379
School education,PP112,10777.940000000004,10775.31020712155,2.6297928784528084
Tertiary education,PP113,8640.675000000001,8637.690585837217,2.984414162783578
"Adult, community, and other education",,2320.495,2318.900648538776,1.594351461224461
Hospitals,QQ111,16128.005000000001,16123.963249149967,4.041750850034677
Medical and other health care services,QQ112,14462.619999999994,14456.025874902234,6.59412509775946
Residential care services and social assistance,QQ113,8290.529999999999,8278.116001132223,12.413998867776934
Heritage and artistic activities,RS111,2154.835,2153.4468553366573,1.3881446633428014
Sport and recreation services,,4787.825000000002,4782.698807650973,5.126192349027708
Gambling activities,RS113,2444.7400000000002,2439.947102637671,4.792897362329399
Repair and maintenance,RS211,6128.164999999999,6122.266767072831,5.898232927169083
Personal services; domestic household staff,,4057.4149999999995,4051.020200819346,6.394799180653731
"Religious services; civil, professional, and other interest groups",,3748.685000000001,3743.738011948864,4.946988051137102
