,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
43,Road transport,II111,12.657534246575343,28.653711895222735,41.31124614179808
44,Rail transport,II121,1.5534246575342467,1.6784901197484965,3.2319147772827432
45,Water transport,II122,2.0712328767123287,1.4926437298913195,3.5638766066036482
46,Air and space transport,II123,21.009589041095893,6.32370376375162,27.333292804847513
47,Other transport,II125,1.9369863013698632,2.249974091528496,4.186960392898359
48,Transport support services,II132,15.313698630136987,18.60004914667444,33.91374777681143
49,Warehousing and storage services,II133,0.3643835616438356,5.133421491397629,5.497805053041464
50,Publishing (except internet and music publishing),JJ111,1.841095890410959,5.001233033175783,6.8423289235867415
51,Motion picture and sound recording activities,JJ112,2.8479452054794523,3.7490106470597206,6.596955852539173
52,Broadcasting and internet publishing,JJ113,6.443835616438356,4.536154947116527,10.979990563554884
53,Telecommunications services,JJ121,26.753424657534246,20.442712650149872,47.19613730768412
54,"Internet service providers, web search portals and data processing services",JJ122,2.3876712328767122,5.2370868166803035,7.624758049557016
55,Library and other information services,JJ123,3.221917808219178,0.2158111422095197,3.437728950428698
56,Life insurance,KK121,17.44246575342466,0.4304634188167604,17.87292917224142
57,Health and general insurance,KK122,16.473972602739728,29.45836552656322,45.93233812930295
58,Auxiliary finance and insurance services,KK131,2.732876712328767,42.37794890826219,45.11082562059096
59,Rental and hiring services (except real estate),LL111,5.532876712328767,17.987121379337903,23.51999809166667
60,Non-financial asset leasing,LL112,0.07671232876712329,6.408030720594712,6.484743049361835
61,Residential property operation,LL121,118.52054794520548,0.22058980835569741,118.74113775356118
62,Non-residential property operation,LL122,3.6438356164383565,79.21371339598265,82.857549012421
63,Real estate services,LL123,0.6328767123287672,11.148670652615513,11.78154736494428
64,Legal and accounting services,MN112,6.0698630136986305,31.83180654241086,37.90166955610949
65,Veterinary and other professional services,MN114,4.717808219178083,2.3972626515673925,7.115070870745475
66,Computer system design and related services,MN115,5.926027397260274,29.35541137211403,35.281438769374304
67,Travel agency and tour arrangement services,MN211,3.2986301369863016,2.8449767043150063,6.143606841301308
68,Employment and other administrative services,MN212,7.0,33.668619280622096,40.668619280622096
69,Defence,OO212,22.476712328767125,0.39029486729074847,22.867007196057873
70,Preschool education,PP111,15.428767123287672,1.3422192590436186,16.77098638233129
71,School education,PP112,76.72191780821919,1.406656664241325,78.12857447246051
72,Tertiary education,PP113,34.92328767123288,4.77527298036577,39.69856065159865
73,Hospitals,QQ111,120.6013698630137,1.049810499908645,121.65118036292235
74,Medical and other health care services,QQ112,89.9931506849315,18.365630921676654,108.35878160660816
75,Residential care services and social assistance,QQ113,51.98219178082192,9.447908341588963,61.430100122410884
76,Heritage and artistic activities,RS111,9.35890410958904,2.4399029251878748,11.798807034776916
77,Gambling activities,RS113,15.390410958904111,0.8067418162522468,16.197152775156358
78,Repair and maintenance,RS211,12.417808219178083,10.070824641725656,22.48863286090374
