Description,NZSIOC,Original Output,Shocked Output,Output Loss
Road transport,II111,11838.414999999999,11829.381074344008,9.033925655990387
Rail transport,II121,838.3399999999999,837.7018045410304,0.6381954589695971
Water transport,II122,870.9699999999999,869.9993050242934,0.9706949757064666
Air and space transport,II123,8062.120000000001,8054.642668539246,7.477331460754653
Other transport,II125,1109.4200000000003,1108.3545370687434,1.0654629312568573
Postal and courier services,,3030.825,3028.324769785622,2.500230214377736
Transport support services,II132,8720.994999999999,8715.630632104649,5.364367895351338
Warehousing and storage services,II133,1644.05,1642.7888938747587,1.261106125241049
Publishing (except internet and music publishing),JJ111,1591.34,1589.7570950826073,1.5829049173926215
Motion picture and sound recording activities,JJ112,2629.224999999999,2627.600317966795,1.6246820332042216
Broadcasting and internet publishing,JJ113,2089.575,2086.687972506393,2.8870274936064515
Telecommunications services,JJ121,9092.474999999999,9080.611982216047,11.863017783950717
"Internet service providers, web search portals and data processing services",JJ122,1798.4150000000004,1796.7119126920404,1.7030873079600666
Library and other information services,JJ123,474.39000000000004,474.3227442354073,0.06725576459273838
Banking and financing; financial asset investing,,19152.555,19127.18286672747,25.372133272530053
Life insurance,KK121,2388.2649999999994,2383.075368749912,5.18963125008753
Health and general insurance,KK122,8466.230000000001,8454.752203929651,11.477796070350927
Superannuation and individual pension services,,503.25499999999994,502.399673143755,0.8553268562449527
Auxiliary finance and insurance services,KK131,8534.0,8522.894065370114,11.1059346298854
Rental and hiring services (except real estate),LL111,6544.825,6539.489127929616,5.335872070383047
Non-financial asset leasing,LL112,1681.6999999999998,1680.386752497794,1.3132475022057997
Residential property operation,LL121,16626.24,16594.281500176774,31.958499823227054
Non-residential property operation,LL122,18007.995,17991.60691893042,16.38808106957629
Real estate services,LL123,6366.614999999997,6363.958967513641,2.6560324863561617
Owner-occupied property operation,,39204.945,39115.28206153612,89.66293846387788
"Scientific, architectural, and engineering services",,16225.895000000004,16218.968050259784,6.9269497402185785
Legal and accounting services,MN112,9398.695,9391.59982659496,7.095173405039931
"Advertising, market research, and management services",,13705.855000000003,13694.584149383274,11.27085061672863
Veterinary and other professional services,MN114,1511.02,1509.185159635486,1.8348403645140137
Computer system design and related services,MN115,13906.654999999999,13899.894381495309,6.760618504690519
Travel agency and tour arrangement services,MN211,1645.3049999999996,1643.6491914198743,1.6558085801252
Employment and other administrative services,MN212,9071.139999999998,9063.474155144148,7.665844855850559
"Building cleaning, pest control, and other support services",,5258.449999999998,5254.347380120654,4.102619879344569
Local government administration services,,3204.015000000001,3203.7436866548114,0.27131334518951233
Central government administration services,,12778.410000000002,12776.994308064719,1.4156919352826025
Defence,OO212,3074.750000000001,3074.4882465041155,0.2617534958855299
"Public order, safety, and regulatory services",,9968.465,9965.387085370228,3.0779146297727356
Preschool education,PP111,2290.374999999999,2289.003987512222,1.3710124877770589
School education,PP112,10777.940000000004,10775.355462044174,2.5845379558295463
Tertiary education,PP113,8640.675000000001,8637.741943277995,2.9330567220067993
"Adult, community, and other education",,2320.495,2318.928085015847,1.5669149841528518
Hospitals,QQ111,16128.005000000001,16124.032801822148,3.9721981778535786
Medical and other health care services,QQ112,14462.619999999994,14456.139350234653,6.480649765341786
Residential care services and social assistance,QQ113,8290.529999999999,8278.329628054254,12.200371945744113
Heritage and artistic activities,RS111,2154.835,2153.4707432937066,1.3642567062933664
Sport and recreation services,,4787.825000000002,4782.787021989071,5.037978010930196
Gambling activities,RS113,2444.7400000000002,2440.029581452277,4.71041854772346
Repair and maintenance,RS211,6128.164999999999,6122.368267109932,5.796732890067405
Personal services; domestic household staff,,4057.4149999999995,4051.1302460417223,6.2847539582775305
"Religious services; civil, professional, and other interest groups",,3748.685000000001,3743.823142440815,4.861857559185618
