,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
0,Horticulture and fruit growing,AA111,4.613479208482676,4.54379675824358,9.157275966726257
1,Dairy cattle farming,AA131,0.1311324839620399,8.609493878178592,8.740626362140631
2,Forestry and logging,AA211,0.15497475377331987,3.3353506072949557,3.4903253610682756
3,Coal mining,BB111,0.05364510707537996,0.545502189330635,0.5991472964060149
4,Oil and gas extraction,BB112,0.20861986084869982,3.8191691753892507,4.027789036237951
5,Metal ore and non-metallic mineral mining and quarrying,BB113,0.3576340471691997,1.140937452733978,1.4985714999031776
6,Exploration and other mining support services,BB114,0.017881702358459983,0.8945903973055571,0.9124720996640171
7,Meat and meat product manufacturing,CC111,13.959648974504429,4.122481160934658,18.082130135439087
8,Seafood processing,CC121,1.4662995933937188,0.6026318401274411,2.06893143352116
9,Dairy product manufacturing,CC131,10.65153403818933,3.4153552410567887,14.06688927924612
10,Beverage and tobacco product manufacturing,CC151,12.69600867450659,3.2365599198426835,15.932568594349274
11,Textile and leather manufacturing,CC211,0.9238879551870992,1.7141588880707919,2.638046843257891
12,Wood product manufacturing,CC311,0.9179273877342792,5.434642613223628,6.352570000957907
13,Printing,CC411,0.3576340471691997,4.624947521948393,4.982581569117593
14,Petroleum and coal product manufacturing,CC511,11.60522483064053,8.778524292876327,20.383749123516857
15,Basic chemical and basic polymer manufacturing,CC521,0.7033469594327594,1.3976567872183567,2.101003746651116
16,Fertiliser and pesticide manufacturing,CC522,0.4589636938671396,1.94321418411461,2.4021778779817495
17,Polymer product and rubber product manufacturing,CC531,1.7762491009403585,5.312503822130562,7.0887529230709205
18,Non-metallic mineral product manufacturing,CC611,1.4186150537711588,3.8970247256445143,5.315639779415673
19,Primary metal and metal product manufacturing,CC711,0.1311324839620399,3.8711980190297974,4.002330502991837
20,Fabricated metal product manufacturing,CC721,1.4364967561296187,10.680692150461011,12.11718890659063
21,Transport equipment manufacturing,CC811,6.353964904706115,5.066598241936421,11.420563146642536
22,Electronic and electrical equipment manufacturing,CC821,2.533241167448498,2.0579140354519145,4.591155202900413
23,Machinery manufacturing,CC822,1.144428950941439,1.8259540190268204,2.9703829699682593
24,Furniture manufacturing,CC911,3.379641745748937,1.2093930379333009,4.589034783682238
25,Other manufacturing,CC912,1.5080235655634586,0.6190809094130401,2.1271044749764987
26,Electricity generation and on-selling,DD111,15.634568428746848,32.12354147150754,47.75810990025438
27,Electricity transmission and distribution,DD112,5.561209433481055,11.9157480777697,17.476957511250756
28,Sewerage and drainage services,DD122,2.5868862745238776,1.5389329968912988,4.1258192714151765
29,Residential building construction,EE112,0.5900961778291796,9.771455085840206,10.361551263669385
30,Non-residential building construction,EE113,0.3576340471691997,10.812348878637088,11.169982925806288
31,Heavy and civil engineering construction,EE121,4.428701617445256,6.976241744936484,11.40494336238174
32,Construction services,EE131,2.7955061353725776,35.76183365967927,38.557339795051845
33,Basic material wholesaling,FF111,9.787251757530433,8.499801147861932,18.287052905392365
34,Machinery and equipment wholesaling,FF112,10.353505665548331,10.118694527985818,20.47220019353415
35,Fuel retailing,GH112,3.3319572061263774,0.38463547908477747,3.716592685211155
36,Supermarket and grocery stores,GH121,21.952769928736043,1.8798187895307557,23.8325887182668
37,Specialised food retailing,GH122,4.8340202042370155,0.3529106847060852,5.186930888943101
38,Department stores,GH133,9.793212324983251,0.7296996255681236,10.522911950551375
39,Pharmaceutical and other store based retailing,GH134,11.14626113677339,2.1215568531856768,13.267817989959067
40,Non-store and commission based retailing,GH135,3.451168555182777,0.4997537241631398,3.950922279345917
41,Accommodation,GH211,9.626316436304291,1.7817304438314245,11.408046880135716
42,Food and beverage services,GH212,43.923421559830544,3.8893621077739056,47.81278366760445
43,Road transport,II111,7.8679490377223935,17.811205606193763,25.679154643916156
44,Rail transport,II121,0.9656119273568392,1.0433528730980801,2.0089648004549194
45,Water transport,II122,1.287482569809119,0.9278303790833726,2.2153129488924916
46,Air and space transport,II123,13.059603289128608,3.930827124272861,16.99043041340147
47,Other transport,II125,1.204034625469639,1.3985884725638107,2.6026230980334497
48,Transport support services,II132,9.519026222153531,11.561828388871369,21.0808546110249
49,Warehousing and storage services,II133,0.2265015632071598,3.1909452423084153,3.417446805515575
50,Publishing (except internet and music publishing),JJ111,1.144428950941439,3.1087766277580755,4.253205578699514
51,Motion picture and sound recording activities,JJ112,1.7702885334875385,2.330392645070293,4.100681178557831
52,Broadcasting and internet publishing,JJ113,4.005501328295036,2.8196831433248226,6.825184471619859
53,Telecommunications services,JJ121,16.629983193367785,12.707231771282792,29.337214964650578
54,"Internet service providers, web search portals and data processing services",JJ122,1.4841812957521787,3.255383819397289,4.7395651151494675
55,Library and other information services,JJ123,2.002750664147518,0.1341486450361833,2.1368993091837014
56,Life insurance,KK121,10.842272196679572,0.2675769368564378,11.10984913353601
57,Health and general insurance,KK122,10.240254883944752,18.31137994039461,28.55163482433936
58,Auxiliary finance and insurance services,KK131,1.6987617240536985,26.34221925361357,28.04098097766727
59,Rental and hiring services (except real estate),LL111,3.439247420277137,11.180831241775868,14.620078662053006
60,Non-financial asset leasing,LL112,0.04768453962255996,3.983244932198384,4.030929471820944
61,Residential property operation,LL121,73.67261371685514,0.13711907363419584,73.80973279048933
62,Non-residential property operation,LL122,2.265015632071598,49.23940539658956,51.504421028661156
63,Real estate services,LL123,0.3933974518861197,6.930036358136903,7.3234338100230225
64,Legal and accounting services,MN112,3.773039197635057,19.786715704292057,23.559754901927114
65,Veterinary and other professional services,MN114,2.9325991867874377,1.4901433411227574,4.422742527910195
66,Computer system design and related services,MN115,3.6836306858427568,18.247383428542612,21.93101411438537
67,Travel agency and tour arrangement services,MN211,2.0504352037700784,1.768443307124702,3.8188785108947805
68,Employment and other administrative services,MN212,4.351214240558597,20.928482239112647,25.279696479671244
69,Defence,OO212,13.971570109410068,0.24260808351034768,14.214178192920416
70,Preschool education,PP111,9.590553031587373,0.8343262219860819,10.424879253573454
71,School education,PP112,47.69050019001278,0.8743806441462212,48.564880834159
72,Tertiary education,PP113,21.708386663170423,2.9683193992460275,24.67670606241645
73,Hospitals,QQ111,74.96605685411707,0.6525643424414795,75.61862119655855
74,Medical and other health care services,QQ112,55.939925544715656,11.416113543320385,67.35603908803604
75,Residential care services and social assistance,QQ113,32.31223616173719,5.872839045630599,38.18507520736779
76,Heritage and artistic activities,RS111,5.817513833952315,1.516648621951152,7.334162455903467
77,Gambling activities,RS113,9.566710761776092,0.5014723541901276,10.06818311596622
78,Repair and maintenance,RS211,7.718934851401894,6.260045085035014,13.978979936436907
