Unnamed: 0,Final Consumption Expenditure - households
Horticulture and fruit growing,763.7313395917787
"Sheep, beef cattle, and grain farming",56.31654121181292
Dairy cattle farming,15.80815191910538
"Poultry, deer, and other livestock farming",257.8704781804065
Forestry and logging,24.700237373602157
Fishing and aquaculture,164.00957616071832
"Agriculture, forestry, and fishing support services",38.532370302819366
Coal mining,6.916066464608604
Oil and gas extraction,6.916066464608604
Metal ore and non-metallic mineral mining and quarrying,50.3884842421484
Exploration and other mining support services,0.0
Meat and meat product manufacturing,2312.930227664106
Seafood processing,235.14625979669253
Dairy product manufacturing,1757.6688915055295
"Fruit, oil, cereal, and other food product manufacturing",3340.4601024059557
Beverage and tobacco product manufacturing,2096.556148271351
Textile and leather manufacturing,151.1654527264452
"Clothing, knitted products, and footwear manufacturing",83.98080707024734
Wood product manufacturing,150.17744323150112
"Pulp, paper, and converted paper product manufacturing",192.66185151409684
Printing,48.412465252260226
Petroleum and coal product manufacturing,1914.7624012016392
Basic chemical and basic polymer manufacturing,114.60910141351401
Fertiliser and pesticide manufacturing,73.11270262586238
"Pharmaceutical, cleaning, and other chemical manufacturing",359.6354561596474
Polymer product and rubber product manufacturing,283.5587250489528
Non-metallic mineral product manufacturing,234.15825030174844
Primary metal and metal product manufacturing,14.820142424161295
Fabricated metal product manufacturing,230.20621232197212
Transport equipment manufacturing,1047.2900646407315
Electronic and electrical equipment manufacturing,374.4555985838087
Machinery manufacturing,178.82971858487963
Furniture manufacturing,558.2253646434087
Other manufacturing,248.97839272590974
Electricity generation and on-selling,2581.6688102888975
Electricity transmission and distribution,895.1366024193422
Gas and water supply,262.810525655127
Sewerage and drainage services,12.844123434273122
"Waste collection, treatment, and disposal services",234.15825030174844
Residential building construction,82.00478808035916
Non-residential building construction,15.80815191910538
Heavy and civil engineering construction,16.796161414049468
Construction services,309.246971917499
Basic material wholesaling,1578.8391729206498
Machinery and equipment wholesaling,1675.6641034251704
"Motor vehicle wholesaling, including parts",600.7097729260045
"Grocery, liquor, and tobacco product wholesaling",2027.3954836252651
Other goods and commission based wholesaling,1975.0309803932284
"Motor vehicle retailing, including parts",1854.49382201005
Fuel retailing,539.4531842394712
Supermarket and grocery stores,3552.8821438189343
Specialised food retailing,785.4675484805487
"Furniture, electrical, and hardware retailing",3477.7934222031836
"Recreational, clothing, footwear, and personal accessory retailing",2302.062123219721
Department stores,1585.7552393852586
Pharmaceutical and other store based retailing,1751.740834535865
Non-store and commission based retailing,546.3692507040797
Accommodation,1504.7384607998433
Food and beverage services,7172.948933294067
Road transport,746.9351781777292
Rail transport,86.94483555507959
Water transport,213.41005090792265
Air and space transport,2160.7767654427166
Other transport,185.74578504948823
Postal and courier services,83.98080707024734
Transport support services,406.0719024220195
Warehousing and storage services,29.64028484832259
Publishing (except internet and music publishing),164.99758565566242
Motion picture and sound recording activities,270.7146016146796
Broadcasting and internet publishing,636.2781147439915
Telecommunications services,2750.6184339243364
"Internet service providers, web search portals and data processing services",223.2901458573635
Library and other information services,12.844123434273122
Banking and financing; financial asset investing,2452.2395664512223
Life insurance,1750.752825040921
Health and general insurance,1695.424293324052
Superannuation and individual pension services,294.4268294933377
Auxiliary finance and insurance services,224.27815535230758
Rental and hiring services (except real estate),530.5610987849743
Non-financial asset leasing,1.9760189898881726
Residential property operation,10983.701555293408
Non-residential property operation,1.9760189898881726
Real estate services,57.304550706757006
Owner-occupied property operation,30864.428612558313
"Scientific, architectural, and engineering services",170.92564262532693
Legal and accounting services,360.6234656545915
"Advertising, market research, and management services",151.1654527264452
Veterinary and other professional services,463.37645312877646
Computer system design and related services,471.28052908832916
Travel agency and tour arrangement services,338.8872567658216
Employment and other administrative services,413.97597838157213
"Building cleaning, pest control, and other support services",119.54914888823444
Local government administration services,63.23260767642152
Central government administration services,328.01915232143665
Defence,79.04075959552691
"Public order, safety, and regulatory services",413.97597838157213
Preschool education,419.9040353512367
School education,818.0718618137034
Tertiary education,816.0958428238152
"Adult, community, and other education",341.85128525065386
Hospitals,1305.160542821138
Medical and other health care services,1824.8535371617274
Residential care services and social assistance,3803.8365555347323
Heritage and artistic activities,336.91123777593344
Sport and recreation services,1417.793625244764
Gambling activities,1565.9950494863767
Repair and maintenance,1274.5322484778712
Personal services; domestic household staff,1859.4338694847704
"Religious services; civil, professional, and other interest groups",1213.275659791338
