Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss,Direct VoLL Loss
Non-metallic mineral product manufacturing,CC611,3138.105327162549,3110.4924216026548,27.612905559894475,0.3544891640866873,1112.4243342418324,1102.6358584319007,9.788475809931633,2.3893889430372184,7.399086866894414,5.053601328937032
Primary metal and metal product manufacturing,CC711,2689.47446403552,2594.049183590817,95.42528044470336,0.1661529840291398,446.86420766967314,431.0090125719682,15.855195097704984,13.673975174369485,2.181219923335499,62.78816624387638
Fabricated metal product manufacturing,CC721,6346.336573035555,5613.117389109182,733.2191839263733,0.3606653049314269,2288.9034153113353,2024.4566947589578,264.44672055237737,252.44034981155275,12.00637074082462,487.60380626924035
Transport equipment manufacturing,CC811,2365.2105898181585,2349.09338505698,16.117204761178623,0.3175754739059209,751.1328739488043,746.0144450087342,5.118428940070066,2.847417433657589,2.271011506412477,6.891033087185483
Electronic and electrical equipment manufacturing,CC821,4292.2050780278005,4265.831446916872,26.373631110929185,0.5041161178509532,2163.769760955523,2150.474388426248,13.295372529274744,5.759581287382673,7.535791241892071,8.695659540917974
Machinery manufacturing,CC822,3666.8643462166224,3617.050983901006,49.81336231561633,0.44090796940537874,1616.7497129753526,1594.7866045475198,21.963108427832815,5.6649595964602675,16.298148831372547,10.025903427529952
Furniture manufacturing,CC911,1250.345064540436,1231.6087352468626,18.736329293573448,0.40271493212669685,503.532627801352,495.9872282215872,7.545399579764873,1.6573419778203338,5.888057601944539,3.245437767219226
Other manufacturing,CC912,704.4865166845406,698.049706656816,6.436810027724476,0.3849056603773585,271.16084793140806,268.6832833169632,2.477564614444893,0.8438840481254659,1.633680566319427,1.744206615956343
Electricity generation and on-selling,DD111,13931.659431651035,13898.799063911078,32.86036773995632,0.26820146276595747,3736.491438325955,3727.6782396310714,8.813198694883564,1.497627709335726,7.315570985547837,2.465635344847533
Electricity transmission and distribution,DD112,5599.134547203223,5586.016678525827,13.117868677395576,0.6158536585365854,3448.247495533692,3440.1688081165153,8.078687417176543,2.4593833115967447,5.619304105579798,2.9570375969253058
Gas and water supply,,3430.518859910221,3417.5678221744092,12.951037735812168,0.414780292942743,1422.9116176591663,1417.5397824331935,5.371835225972689,1.157783962768476,4.2140512632042135,1.854206357628143
Sewerage and drainage services,DD122,850.4659114387338,846.30905284149,4.156858597243813,0.4909090909090909,417.5014474335602,415.46080775854966,2.040639675010599,1.0844451917485067,0.9561944832620924,1.6098714469812354
"Waste collection, treatment, and disposal services",,2602.2710810973317,2586.032421151568,16.23865994576341,0.4132505175983437,1075.3898711946738,1068.6792365669835,6.71063462769022,3.349504970033829,3.361129657656391,4.728607649818922
Residential building construction,EE112,20629.39911918761,20389.004505662557,240.39461352505066,0.21897810218978103,4517.386668435242,4464.745512188882,52.64115624636146,6.4643088996468485,46.17684734671462,19.71166288041055
Non-residential building construction,EE113,9178.984363554486,9035.222572730072,143.76179082441482,0.14383775351014041,1320.2844903583832,1299.6061173256048,20.678373032778545,1.3624747010499558,19.315898331728587,7.023685885297136
Heavy and civil engineering construction,EE121,14677.449917276812,14517.470772287092,159.97914498972054,0.33009975920192636,4845.022683391409,4792.213606152973,52.80907723843682,10.824388421885255,41.98468881655156,22.18947640235316
Construction services,EE131,28350.08056876458,28066.783697401337,283.29687136324145,0.41023945426701935,11630.321580956012,11514.1020270524,116.21955390361016,35.07746967864126,81.1420842249689,59.12391646072085
Basic material wholesaling,FF111,7508.268199710489,7458.108203366844,50.159996343645076,0.3844652070840887,2886.667888244571,2867.3831148629743,19.284773381596636,5.971770812294568,13.31300256930207,12.03924141170701
Machinery and equipment wholesaling,FF112,8264.548142789843,8226.612513676431,37.93562911341236,0.560219957081545,4629.964805852089,4608.712509338312,21.252296513777285,10.401329979548638,10.850966534228647,14.676939282009881
"Motor vehicle wholesaling, including parts",,2085.2326117925213,2075.608028097133,9.624583695388713,0.5709812108559499,1190.6286415976087,1185.1331851452314,5.49545645237748,2.9273980367949664,2.5680584155825144,4.075420934080935
"Grocery, liquor, and tobacco product wholesaling",,7588.825598025307,7550.547154731982,38.278443293325175,0.37330478229835834,2832.9448877710465,2818.6553618307116,14.28952594033481,5.836284945275465,8.453240995059344,12.173937757117233
Other goods and commission based wholesaling,,7995.574615810914,7958.032633478705,37.54198233220955,0.5365485023358065,4290.013585427538,4269.870491032473,20.14309439506434,8.855148840283412,11.287945554780928,13.031522030798241
"Motor vehicle retailing, including parts",,3094.499869869582,3074.9273369760344,19.57253289354764,0.6439285714285714,1992.63688049102,1980.0335673456393,12.603313145380854,6.873817930660404,5.729495214720449,8.48748636737571
Fuel retailing,GH112,850.301143543785,843.4371952898643,6.863948253920615,0.6104725415070242,519.0855001455035,514.8952482101598,4.190251935343619,2.664293725639242,1.5259582097043776,3.477147057821641
Supermarket and grocery stores,GH121,5667.220870365167,5621.021344714151,46.199525651015016,0.6678408619975135,3784.8016711949713,3753.9477401603212,30.853931034650103,23.610489532526202,7.2434415021239,28.108796748908997
Specialised food retailing,GH122,1209.4905899183643,1199.8373235584904,9.653266359874006,0.5872420262664165,710.2637047738237,704.5949010765619,5.668803697261846,3.837961714386694,1.8308419828751519,5.207054317588966
"Furniture, electrical, and hardware retailing",,5693.205026701771,5658.625178866395,34.57984783537655,0.6553147574819401,3730.8412713680336,3708.180586770032,22.660684598002174,15.690549710791757,6.970134887210416,19.053716438150524
"Recreational, clothing, footwear, and personal accessory retailing",,3572.1230189437497,3543.9369073905164,28.186111553233484,0.533974358974359,1907.4220992180408,1892.371438369423,15.050660848617623,10.612235249003179,4.438425599614443,15.812751331922133
Department stores,GH133,2407.7548335139845,2393.24547969651,14.509353817474752,0.5792007703418391,1394.5734543655867,1386.169625457343,8.40382890824368,5.398458227470688,3.0053706807729923,7.425132887864814
Pharmaceutical and other store based retailing,GH134,3258.7123046634715,3233.8899862019007,24.82231846157103,0.5206696276050564,1696.712522141145,1683.7882948314648,12.924227309680306,8.871397855491141,4.0528294541891645,13.517494210915647
Non-store and commission based retailing,GH135,981.160571163528,976.5355065625257,4.625064601002327,0.46889400921658986,460.0603138981059,457.8916488144562,2.168665083649709,0.873461785755008,1.2952032978947006,1.4840709190688854
Accommodation,GH211,4537.893159699569,4498.011913690691,39.881246008878364,0.5093226339391078,2311.251696632445,2290.9392753704296,20.31242126201546,11.319468059062416,8.992953202953045,17.670209829903644
Food and beverage services,GH212,11296.289860116993,11163.700520764414,132.58933935258,0.45179268066134126,5103.581077429784,5043.678184376566,59.902893053218385,39.04669694579659,20.85619610742179,68.69754559342077
Road transport,II111,9359.871925841971,9324.561472463502,35.31045337847048,0.4003602076491154,3747.3202677992176,3733.183367352429,14.136900446788848,5.254639650188092,8.882260796600756,9.328243922360576
Rail transport,II121,540.6732683081793,537.6124989037419,3.0607694044374525,0.17559523809523808,94.9396512803053,94.40219474797847,0.5374565323268145,0.15993518204685842,0.37752135027995604,0.7218381099175795
Water transport,II122,739.7449860556442,737.1264228989675,2.618563156676756,0.3871428571428571,286.3869874586851,285.37322943660024,1.0137580220848583,0.5166694441733573,0.4970885779115011,1.0411603770493683
Air and space transport,II123,5735.100295119452,5715.080025991393,20.02026912805882,0.3012610929472209,1727.7625830696154,1721.731254910999,6.031328158616505,0.7956993344572701,5.235628824159235,2.0776971723703377
Other transport,II125,928.5321574398157,925.2939832729165,3.2381741668991815,0.504524886877828,468.4675816947486,466.83384223950304,1.6337394552455144,0.5142513799676041,1.1194880752779104,0.8061196706989412
Postal and courier services,,2651.1982208446657,2641.384773423653,9.813447421013036,0.41483630335681726,1099.813269401372,1095.7422951500523,4.070974251319539,1.69393445373281,2.377039797586729,2.6027194234170503
Transport support services,II132,8243.027843222966,8228.109190442467,14.918652780499555,0.7030643072939146,5795.378660600005,5784.889888317124,10.488772282880353,4.223630208918244,6.265142073962109,4.521178698166475
Warehousing and storage services,II133,1417.156660283312,1412.3846720679405,4.771988215371442,0.48119723714504986,681.9318695300357,679.6356019851102,2.296267544925475,0.7469246157695749,1.5493429291558998,1.177492637779572
Publishing (except internet and music publishing),JJ111,1409.0392001672049,1400.1807776008195,8.858422566385533,0.5789889415481833,815.8181151047087,810.6891863992105,5.128928705498101,2.5342744760100087,2.5946542294880928,3.442075150979767
Motion picture and sound recording activities,JJ112,2201.659107800419,2192.689436668655,8.969671131763615,0.30318895763921944,667.5187299709028,664.7992247300969,2.7195052408060088,1.037166908834921,1.6823383319710878,2.038943320041993
Broadcasting and internet publishing,JJ113,1644.8117985544845,1636.2417549973832,8.57004355710128,0.3275552898983861,538.7668055038,535.9596424020119,2.8071631017881065,1.3417568381476956,1.4654062636404106,3.2273615271176013
Telecommunications services,JJ121,7779.296029055556,7759.968371649072,19.32765740648406,0.5545743066096316,4314.197701224545,4303.479079019956,10.718622204589408,4.670597297909038,6.048024906680371,6.002818842244314
"Internet service providers, web search portals and data processing services",JJ122,1642.9198592850664,1636.9285439493997,5.99131533566663,0.5414634146341464,889.5809969787433,886.3369189189433,3.24407805979998,1.7799743201208198,1.4641037396791605,2.526002410314246
Library and other information services,JJ123,441.91398145327753,438.51232422331,3.40165722996754,0.7191601049868767,317.80690529710773,315.3605691264749,2.446336170632824,2.029994700131405,0.41634147050141884,2.242403636425588
Banking and financing; financial asset investing,,17316.300400980377,17262.051647983193,54.24875299718533,0.6189134281407693,10717.290843886143,10683.715562196294,33.5752816898498,17.986335417437317,15.588946272412485,21.451463216900006
Life insurance,KK121,1855.161371577605,1849.4277183691365,5.733653208468596,0.2726321297749869,505.7765958094883,504.2134177238724,1.5631780856159803,0.36692624128547413,1.1962518443305061,1.0680012445805038
Health and general insurance,KK122,6953.799862370223,6935.768711437276,18.031150932947074,0.4395017793594306,3056.2074128210766,3048.282689902148,7.924722918928696,4.179890893155772,3.7448320257729244,5.875494054804104
Superannuation and individual pension services,,390.6150126849318,389.0184521681572,1.5965605167746166,0.05486284289276808,21.430250072490022,21.34265822368942,0.0875918488006024,0.0008506884565550817,0.08674116034404732,0.0123551637478658
Auxiliary finance and insurance services,KK131,7517.303443081259,7489.191060686763,28.112382394495473,0.5586115605236064,4199.252607269101,4183.548705469676,15.703901799425475,10.236491687116848,5.467410112308627,12.351332289197167
Rental and hiring services (except real estate),LL111,5674.731389069222,5653.6005253261665,21.130863743055663,0.5829338446788112,3307.9929861496526,3295.6750905065287,12.317895643123533,5.088497539404252,7.22939810371928,6.5244097208176495
Non-financial asset leasing,LL112,1330.996830273044,1326.3206408743174,4.67618939872657,0.38392857142857145,511.00771162268654,509.21238890710407,1.7953227155825227,0.5569463351499975,1.2383763804325252,1.0663567285680744
Residential property operation,LL121,15627.200324904052,15587.015351740276,40.184973163775574,0.7602657004830918,11880.824401602778,11850.273144831528,30.55125677125208,4.942845321527501,25.60841144972458,5.180398145423513
Non-residential property operation,LL122,16599.39014558746,16541.50706680872,57.88307877873732,0.5410018811398314,8980.301294536795,8948.986440031333,31.314854505461945,4.211808677062085,27.10304582839986,5.180398145423513
Real estate services,LL123,5915.4855599191205,5895.302641742435,20.182918176684673,0.4446414499605989,2630.270076583423,2621.295914580906,8.9741620025172,5.184317715533398,3.789844286983802,5.90200549805546
Owner-occupied property operation,,36859.79308623835,36807.47442652588,52.31865971247269,0.7614840423829188,28068.14424070674,28028.304416216833,39.83982448991006,0.0,39.83982448991006,0.0
"Scientific, architectural, and engineering services",,14825.54936094663,14754.859458902942,70.68990204368835,0.5904098994586233,8753.151107615358,8711.415089657005,41.736017958353976,27.50903718029641,14.226980778057568,30.684826971108823
Legal and accounting services,MN112,8897.875241021025,8859.18993543675,38.68530558427546,0.7258646014154093,6458.652665267765,6430.5723713492025,28.080293918563417,20.35724771213566,7.723046206427758,21.46050075439093
"Advertising, market research, and management services",,12204.510130244988,12125.986818431296,78.52331181368966,0.5159813169704185,6297.2992099826215,6256.782648140115,40.51656184250641,23.225743588763063,17.29081825374335,33.14370758429951
Veterinary and other professional services,MN114,1364.3277233589538,1356.6463539702152,7.681369388738663,0.7299088649544325,995.834899982799,990.2282003709691,5.606699611829961,4.43501424071131,1.1716853711186503,4.772317255892685
Computer system design and related services,MN115,12779.21291760452,12732.05547795991,47.15743964461036,0.666937302661254,8522.933793401011,8491.482737804023,31.451055596987317,21.9884237166812,9.462631880306116,24.043848688488158
Travel agency and tour arrangement services,MN211,1495.0088659395226,1488.0936951430085,6.915170796514014,0.5178165276724791,774.1402998003745,770.5595100702614,3.5807897301130183,2.6583819526231354,0.9224077774898829,3.2241654535770006
Employment and other administrative services,MN212,8027.111826146348,7958.999552651447,68.11227349490082,0.46352941176470586,3720.8024229431303,3689.2303808760826,31.572042067048145,22.181590242686354,9.39045182436179,36.89498534264611
"Building cleaning, pest control, and other support services",,4574.225541241587,4537.571386535372,36.654154706214925,0.5121776504297995,2342.8160902490936,2324.0426514131746,18.773438835919535,12.4543586621579,6.319080173761635,19.1014405227612
Local government administration services,,2985.7457483619146,2961.2999375896247,24.44581077228995,0.635546875,1897.581379915951,1882.0449212727808,15.536458643170214,11.16107147415656,4.375387169013654,13.992071980364168
Central government administration services,,11508.040399850845,11430.73002185664,77.31037799420544,0.5046150824823252,5807.130755580664,5768.118772812379,39.01198276828572,24.966349203504176,14.045633564781545,39.121658459960415
Defence,OO212,2495.848815324654,2481.2866620439927,14.562153280661416,0.6547376982513217,1634.1263085289518,1624.5919178083886,9.534390720563188,6.02268358604634,3.511707134516849,7.329446544638904
"Public order, safety, and regulatory services",,9128.642058697875,9074.809048052202,53.83301064567184,0.6507676818525044,5940.62523100009,5905.592447455065,35.032783545025055,24.065336930871464,10.967446614153593,29.188404745419703
Preschool education,PP111,2141.1371237873086,2119.5953301601976,21.54179362711085,0.724194429273621,1550.5995773577124,1534.9991304163966,15.600446941315667,13.61856714227808,1.981879799037588,14.21370400965002
School education,PP112,10123.229545541244,10048.87561117799,74.35393436325448,0.7792389153962528,7888.414411374859,7830.474932206193,57.939479168666594,47.488487007722924,10.450992160943667,48.48872093455288
Tertiary education,PP113,7986.2277777491445,7944.426978247175,41.80079950196965,0.7140575079872205,5702.625905197871,5672.777730473622,29.848174724249898,19.310188304519023,10.53798641973087,21.434452484289313
"Adult, community, and other education",,2080.381188668415,2064.728686360052,15.652502308362777,0.5510534846029174,1146.4013033180893,1137.7759373783108,8.625365939778517,6.0648443176858935,2.5605216220926232,8.675604799735417
Hospitals,QQ111,14321.436233123395,14246.027537094265,75.40869602913021,0.6977594523105648,9992.917502324859,9940.30037188412,52.61713044073976,36.179555611407345,16.43757482933242,41.29660081001824
Medical and other health care services,QQ112,12747.391709558342,12665.892821082658,81.49888847568425,0.5510097945739794,7023.93768723779,6979.031001440794,44.90668579699443,33.011601159543,11.895084637451435,41.20293699728222
Residential care services and social assistance,QQ113,7609.077747744575,7537.742393575248,71.33535416932736,0.6331468319975805,4817.663470407762,4772.497716906028,45.16575350173501,37.68197152178894,7.483781979946077,44.30449189588775
Heritage and artistic activities,RS111,1948.1724099604965,1936.2218320256954,11.95057793480099,0.5658734764944864,1102.4190944349878,1095.6565793529037,6.7625150820841355,4.772429633691438,1.9900854483926982,6.160300347866615
Sport and recreation services,,3871.464742437629,3839.2540736226238,32.21066881500536,0.3927540036755054,1520.533277680938,1507.882408542779,12.650869138159104,7.91209829829805,4.738770839861053,15.027772545556001
Gambling activities,RS113,2240.770909548943,2233.6014746264996,7.169434922443513,0.6342710997442456,1421.2562290745216,1416.7088637017184,4.547365372803047,1.8799522029514526,2.6674131698515944,2.360059487365165
Repair and maintenance,RS211,5121.897803333234,5071.95745329158,49.940350041653076,0.534588620548506,2738.1082812743366,2711.41073843586,26.697542838476842,9.244044018771575,17.45349881970527,13.724058926783263
Personal services; domestic household staff,,3706.6053344975703,3687.5965538229498,19.008780674620397,0.6704791344667697,2485.201536483842,2472.456545669854,12.74499081398814,9.155151560158718,3.589839253829424,10.845742309780523
"Religious services; civil, professional, and other interest groups",,3302.618830165394,3274.120478669696,28.498351495697978,0.4216342933690556,1392.4973567241227,1380.481474429051,12.015882295071586,7.893052383053576,4.12282991201801,14.636509123406796
