Unnamed: 0,Final Consumption Expenditure - households
Horticulture and fruit growing,768.9763153401799
"Sheep, beef cattle, and grain farming",56.703298802574714
Dairy cattle farming,15.916715453354305
"Poultry, deer, and other livestock farming",259.64142083284213
Forestry and logging,24.8698678958661
Fishing and aquaculture,165.13592282855092
"Agriculture, forestry, and fishing support services",38.79699391755112
Coal mining,6.963563010842509
Oil and gas extraction,6.963563010842509
Metal ore and non-metallic mineral mining and quarrying,50.734530507566845
Exploration and other mining support services,0.0
Meat and meat product manufacturing,2328.814429768902
Seafood processing,236.7611423686453
Dairy product manufacturing,1769.7397994698317
"Fruit, oil, cereal, and other food product manufacturing",3363.400934236932
Beverage and tobacco product manufacturing,2110.954387001115
Textile and leather manufacturing,152.20359152270055
"Clothing, knitted products, and footwear manufacturing",84.55755084594475
Wood product manufacturing,151.2087968068659
"Pulp, paper, and converted paper product manufacturing",193.9849695877556
Printing,48.74494107589756
Petroleum and coal product manufacturing,1927.9121592875401
Basic chemical and basic polymer manufacturing,115.39618703681872
Fertiliser and pesticide manufacturing,73.61480897176367
"Pharmaceutical, cleaning, and other chemical manufacturing",362.10527656381043
Polymer product and rubber product manufacturing,285.50608344454287
Non-metallic mineral product manufacturing,235.76634765281065
Primary metal and metal product manufacturing,14.921920737519661
Fabricated metal product manufacturing,231.78716878947208
Transport equipment manufacturing,1054.4823987847228
Electronic and electrical equipment manufacturing,377.0271973013301
Machinery manufacturing,180.05784356607057
Furniture manufacturing,562.0590144465739
Other manufacturing,250.6882683903303
Electricity generation and on-selling,2599.398592475925
Electricity transmission and distribution,901.2840125461876
Gas and water supply,264.61539441201535
Sewerage and drainage services,12.932331305850372
"Waste collection, treatment, and disposal services",235.76634765281065
Residential building construction,82.56796141427546
Non-residential building construction,15.916715453354305
Heavy and civil engineering construction,16.91151016918895
Construction services,311.3707460562436
Basic material wholesaling,1589.6819559037613
Machinery and equipment wholesaling,1687.1718380555562
"Motor vehicle wholesaling, including parts",604.8351872274636
"Grocery, liquor, and tobacco product wholesaling",2041.3187568926896
Other goods and commission based wholesaling,1988.5946369534536
"Motor vehicle retailing, including parts",1867.229681621627
Fuel retailing,543.1579148457157
Supermarket and grocery stores,3577.28179814138
Specialised food retailing,790.861799088542
"Furniture, electrical, and hardware retailing",3501.6773997379473
"Recreational, clothing, footwear, and personal accessory retailing",2317.8716878947207
Department stores,1596.6455189146038
Pharmaceutical and other store based retailing,1763.771031174824
Non-store and commission based retailing,550.1214778565582
Accommodation,1515.072352216163
Food and beverage services,7222.209636959516
Road transport,752.0648051709909
Rail transport,87.54193499344868
Water transport,214.87565862028313
Air and space transport,2175.6160435303664
Other transport,187.02140657691308
Postal and courier services,84.55755084594475
Transport support services,408.8606282080387
Warehousing and storage services,29.843841475039323
Publishing (except internet and music publishing),166.13071754438556
Motion picture and sound recording activities,272.5737521386925
Broadcasting and internet publishing,640.6477969975108
Telecommunications services,2769.508488883649
"Internet service providers, web search portals and data processing services",224.82360577862957
Library and other information services,12.932331305850372
Banking and financing; financial asset investing,2469.0804847015866
Life insurance,1762.7762364589894
Health and general insurance,1707.0677323722493
Superannuation and individual pension services,296.44882531872395
Auxiliary finance and insurance services,225.8184004944642
Rental and hiring services (except real estate),534.2047624032039
Non-financial asset leasing,1.9895894316692881
Residential property operation,11059.132855933738
Non-residential property operation,1.9895894316692881
Real estate services,57.69809351840936
Owner-occupied property operation,31076.392127958447
"Scientific, architectural, and engineering services",172.09948583939342
Legal and accounting services,363.1000712796451
"Advertising, market research, and management services",152.20359152270055
Veterinary and other professional services,466.5587217264481
Computer system design and related services,474.51707945312523
Travel agency and tour arrangement services,341.2145875312829
Employment and other administrative services,416.81898593471584
"Building cleaning, pest control, and other support services",120.37016061599194
Local government administration services,63.66686181341722
Central government administration services,330.27184565710184
Defence,79.58357726677153
"Public order, safety, and regulatory services",416.81898593471584
Preschool education,422.7877542297237
School education,823.6900247110852
Tertiary education,821.700435279416
"Adult, community, and other education",344.19897167878685
Hospitals,1314.1238196175648
Medical and other health care services,1837.3858401465875
Residential care services and social assistance,3829.9596559633796
Heritage and artistic activities,339.22499809961363
Sport and recreation services,1427.5304172227143
Gambling activities,1576.749624597911
Repair and maintenance,1283.2851834266908
Personal services; domestic household staff,1872.2036552008
"Religious services; civil, professional, and other interest groups",1221.607911044943
