Unnamed: 0,household_demand_retained_share
Horticulture and fruit growing,0.995542437712417
"Sheep, beef cattle, and grain farming",0.995542437712417
Dairy cattle farming,0.995542437712417
"Poultry, deer, and other livestock farming",0.995542437712417
Forestry and logging,0.995542437712417
Fishing and aquaculture,0.995542437712417
"Agriculture, forestry, and fishing support services",0.995542437712417
Coal mining,0.995542437712417
Oil and gas extraction,0.995542437712417
Metal ore and non-metallic mineral mining and quarrying,0.995542437712417
Exploration and other mining support services,0.995542437712417
Meat and meat product manufacturing,0.995542437712417
Seafood processing,0.995542437712417
Dairy product manufacturing,0.995542437712417
"Fruit, oil, cereal, and other food product manufacturing",0.995542437712417
Beverage and tobacco product manufacturing,0.995542437712417
Textile and leather manufacturing,0.995542437712417
"Clothing, knitted products, and footwear manufacturing",0.995542437712417
Wood product manufacturing,0.995542437712417
"Pulp, paper, and converted paper product manufacturing",0.995542437712417
Printing,0.995542437712417
Petroleum and coal product manufacturing,0.995542437712417
Basic chemical and basic polymer manufacturing,0.995542437712417
Fertiliser and pesticide manufacturing,0.995542437712417
"Pharmaceutical, cleaning, and other chemical manufacturing",0.995542437712417
Polymer product and rubber product manufacturing,0.995542437712417
Non-metallic mineral product manufacturing,0.995542437712417
Primary metal and metal product manufacturing,0.995542437712417
Fabricated metal product manufacturing,0.995542437712417
Transport equipment manufacturing,0.995542437712417
Electronic and electrical equipment manufacturing,0.995542437712417
Machinery manufacturing,0.995542437712417
Furniture manufacturing,0.995542437712417
Other manufacturing,0.995542437712417
Electricity generation and on-selling,0.995542437712417
Electricity transmission and distribution,0.995542437712417
Gas and water supply,0.995542437712417
Sewerage and drainage services,0.995542437712417
"Waste collection, treatment, and disposal services",0.995542437712417
Residential building construction,0.995542437712417
Non-residential building construction,0.995542437712417
Heavy and civil engineering construction,0.995542437712417
Construction services,0.995542437712417
Basic material wholesaling,0.995542437712417
Machinery and equipment wholesaling,0.995542437712417
"Motor vehicle wholesaling, including parts",0.995542437712417
"Grocery, liquor, and tobacco product wholesaling",0.995542437712417
Other goods and commission based wholesaling,0.995542437712417
"Motor vehicle retailing, including parts",0.995542437712417
Fuel retailing,0.995542437712417
Supermarket and grocery stores,0.995542437712417
Specialised food retailing,0.995542437712417
"Furniture, electrical, and hardware retailing",0.995542437712417
"Recreational, clothing, footwear, and personal accessory retailing",0.995542437712417
Department stores,0.995542437712417
Pharmaceutical and other store based retailing,0.995542437712417
Non-store and commission based retailing,0.995542437712417
Accommodation,0.995542437712417
Food and beverage services,0.995542437712417
Road transport,0.995542437712417
Rail transport,0.995542437712417
Water transport,0.995542437712417
Air and space transport,0.995542437712417
Other transport,0.995542437712417
Postal and courier services,0.995542437712417
Transport support services,0.995542437712417
Warehousing and storage services,0.995542437712417
Publishing (except internet and music publishing),0.995542437712417
Motion picture and sound recording activities,0.995542437712417
Broadcasting and internet publishing,0.995542437712417
Telecommunications services,0.995542437712417
"Internet service providers, web search portals and data processing services",0.995542437712417
Library and other information services,0.995542437712417
Banking and financing; financial asset investing,0.995542437712417
Life insurance,0.995542437712417
Health and general insurance,0.995542437712417
Superannuation and individual pension services,0.995542437712417
Auxiliary finance and insurance services,0.995542437712417
Rental and hiring services (except real estate),0.995542437712417
Non-financial asset leasing,0.995542437712417
Residential property operation,0.995542437712417
Non-residential property operation,0.995542437712417
Real estate services,0.995542437712417
Owner-occupied property operation,0.995542437712417
"Scientific, architectural, and engineering services",0.995542437712417
Legal and accounting services,0.995542437712417
"Advertising, market research, and management services",0.995542437712417
Veterinary and other professional services,0.995542437712417
Computer system design and related services,0.995542437712417
Travel agency and tour arrangement services,0.995542437712417
Employment and other administrative services,0.995542437712417
"Building cleaning, pest control, and other support services",0.995542437712417
Local government administration services,0.995542437712417
Central government administration services,0.995542437712417
Defence,0.995542437712417
"Public order, safety, and regulatory services",0.995542437712417
Preschool education,0.995542437712417
School education,0.995542437712417
Tertiary education,0.995542437712417
"Adult, community, and other education",0.995542437712417
Hospitals,0.995542437712417
Medical and other health care services,0.995542437712417
Residential care services and social assistance,0.995542437712417
Heritage and artistic activities,0.995542437712417
Sport and recreation services,0.995542437712417
Gambling activities,0.995542437712417
Repair and maintenance,0.995542437712417
Personal services; domestic household staff,0.995542437712417
"Religious services; civil, professional, and other interest groups",0.995542437712417
