,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
57,Health and general insurance,KK122,9.696922376561716,17.339805688638744,27.03672806520046
58,Auxiliary finance and insurance services,KK131,1.608627984470366,24.944540758370294,26.55316874284066
59,Rental and hiring services (except real estate),LL111,3.256766129962811,10.587593168889104,13.844359298851915
60,Non-financial asset leasing,LL112,0.045154469739519046,3.7718999528927095,3.8170544226322285
61,Residential property operation,LL121,69.76365574755692,0.12984374202066817,69.8934994895776
62,Non-residential property operation,LL122,2.1448373126271547,46.626836676437456,48.77167398906461
63,Real estate services,LL123,0.3725243753510321,6.5623390621813495,6.934863437532382
64,Legal and accounting services,MN112,3.5728474181394443,18.736862358029754,22.3097097761692
65,Veterinary and other professional services,MN114,2.7769998889804213,1.4110785788616362,4.1880784678420575
66,Computer system design and related services,MN115,3.488182787377846,17.27920473535852,20.767387522736364
67,Travel agency and tour arrangement services,MN211,1.9416421987993189,1.6746123676496218,3.6162545664489407
68,Employment and other administrative services,MN212,4.120345363731113,19.818048479448457,23.93839384317957
69,Defence,OO212,13.230259633679081,0.22973566384706956,13.45999529752615
70,Preschool education,PP111,9.081692726360767,0.7900581287301378,9.871750855090905
71,School education,PP112,45.16011404823649,0.8279873235526125,45.9881013717891
72,Tertiary education,PP113,20.556572348916045,2.810824840742935,23.36739718965898
73,Hospitals,QQ111,70.98847073924138,0.6179402608706823,71.60641100011206
74,Medical and other health care services,QQ112,52.97183731317328,10.810391745732446,63.78222905890573
75,Residential care services and social assistance,QQ113,30.597797557241595,5.561235047460368,36.15903260470196
76,Heritage and artistic activities,RS111,5.508845308221324,1.4361775293931203,6.945022837614444
77,Gambling activities,RS113,9.059115491491008,0.47486498604613736,9.533980477537146
78,Repair and maintenance,RS211,7.3093797890846455,5.927896517354763,13.237276306439409
