,Description,NZSIOC,Direct Loss,Indirect Loss,Total Loss
0,Horticulture and fruit growing,AA111,4.368694947298468,4.302709742961752,8.67140469026022
1,Dairy cattle farming,AA131,0.12417479178367738,8.152687094641998,8.276861886425674
2,Forestry and logging,AA211,0.1467520266534369,3.158381925460251,3.305133952113688
3,Coal mining,BB111,0.050798778456958925,0.5165586644212458,0.5673574428782047
4,Oil and gas extraction,BB112,0.19755080511039583,3.616529808722932,3.814080613833328
5,Metal ore and non-metallic mineral mining and quarrying,BB113,0.3386585230463928,1.0804010291794144,1.4190595522258072
6,Exploration and other mining support services,BB114,0.016932926152319644,0.8471247776352024,0.8640577037875221
7,Meat and meat product manufacturing,CC111,13.2189710162442,3.9037485169531365,17.122719533197337
8,Seafood processing,CC121,1.3884999444902106,0.5706571019557711,1.9591570464459818
9,Dairy product manufacturing,CC131,10.086379678065066,3.2341416338020874,13.320521311867154
10,Beverage and tobacco product manufacturing,CC151,12.022377568146945,3.064832923154288,15.087210491301233
11,Textile and leather manufacturing,CC211,0.8748678512031816,1.6232081981452258,2.4980760493484073
12,Wood product manufacturing,CC311,0.8692235424857416,5.146288658049809,6.01551220053555
13,Printing,CC411,0.3386585230463928,4.379554769317302,4.718213292363695
14,Petroleum and coal product manufacturing,CC511,10.989469072855448,8.312749010012075,19.302218082867522
15,Basic chemical and basic polymer manufacturing,CC521,0.6660284286579059,1.323499222268398,1.9895276509263038
16,Fertiliser and pesticide manufacturing,CC522,0.4346117712428708,1.8401101650249458,2.2747219362678166
17,Polymer product and rubber product manufacturing,CC531,1.6820039977970844,5.030630367331529,6.712634365128613
18,Non-metallic mineral product manufacturing,CC611,1.3433454747506917,3.6902544606936027,5.033599935444294
19,Primary metal and metal product manufacturing,CC711,0.12417479178367738,3.6657980802496173,3.7899728720332946
20,Fabricated metal product manufacturing,CC721,1.3602784009030113,10.113990704797308,11.47426910570032
21,Transport equipment manufacturing,CC811,6.016833092790913,4.79777216701031,10.814605259801223
22,Electronic and electrical equipment manufacturing,CC821,2.398831204911949,1.9487242149315378,4.347555419843487
23,Machinery manufacturing,CC822,1.0837072737484572,1.7290716477609007,2.812778921509358
24,Furniture manufacturing,CC911,3.2003230427884124,1.1452244640883147,4.345547506876727
25,Other manufacturing,CC912,1.4280101055122898,0.5862334083892395,2.0142435139015293
26,Electricity generation and on-selling,DD111,14.805021765844808,30.419114723194653,45.22413648903946
27,Electricity transmission and distribution,DD112,5.266140033371409,11.283516423986365,16.549656457357774
28,Sewerage and drainage services,DD122,2.4496299833689084,1.4572795289481912,3.9069095123170996
29,Residential building construction,EE112,0.5587865630265482,9.252996389963966,9.811782952990514
30,Non-residential building construction,EE113,0.3386585230463928,10.238661925186276,10.577320448232669
31,Heavy and civil engineering construction,EE121,4.193721377057831,6.606092860719804,10.799814237777635
32,Construction services,EE131,2.647180788479304,33.86436460533055,36.511545393809854
33,Basic material wholesaling,FF111,9.267954914036284,8.048814495452948,17.316769409489233
34,Machinery and equipment wholesaling,FF112,9.804164242193073,9.58181183008019,19.385976072273262
35,Fuel retailing,GH112,3.1551685730488934,0.3642272996353322,3.5193958726842256
36,Supermarket and grocery stores,GH121,20.78798900633108,1.7800784346355982,22.56806744096668
37,Specialised food retailing,GH122,4.577534369843743,0.33418577508452074,4.911720144928264
38,Department stores,GH133,9.273599222753724,0.6909828620022136,9.964582084755937
39,Pharmaceutical and other store based retailing,GH134,10.554857301612577,2.0089902405709577,12.563847542183535
40,Non-store and commission based retailing,GH135,3.268054747397691,0.4732375439409746,3.7412922913386657
41,Accommodation,GH211,9.115558578665407,1.6871945088865452,10.802753087551952
42,Food and beverage services,GH212,41.592910938814484,3.682998409791111,45.275909348605595
43,Road transport,II111,7.450487507020642,16.866169851595433,24.316657358616077
44,Rail transport,II121,0.9143780122252607,0.9879941404248851,1.9023721526501458
45,Water transport,II122,1.2191706829670141,0.8786010960228596,2.0977717789898738
46,Air and space transport,II123,12.366680399910779,3.722263354940422,16.0889437548512
47,Other transport,II125,1.1401503609228558,1.3243814737920796,2.4645318347149354
48,Transport support services,II132,9.01396102175149,10.948375180952977,19.962336202704467
49,Warehousing and storage services,II133,0.21448373126271547,3.021638491736839,3.2361222229995548
50,Publishing (except internet and music publishing),JJ111,1.0837072737484572,2.9438296201692467,4.027536893917704
51,Motion picture and sound recording activities,JJ112,1.6763596890796446,2.2067455197415864,3.883105208821231
52,Broadcasting and internet publishing,JJ113,3.7929754581196,2.6700750007882195,6.463050458907819
53,Telecommunications services,JJ121,15.747621321657267,12.033005184304631,27.780626505961898
54,"Internet service providers, web search portals and data processing services",JJ122,1.4054328706425303,3.0826580549380025,4.488090925580533
55,Library and other information services,JJ123,1.8964877290598,0.1270309198920725,2.0235186489518724
56,Life insurance,KK121,10.266997557023142,0.2533797074253581,10.5203772644485
