Description,NZSIOC,Original Output,Shocked Output,Output Loss,Value Added to Output Ratio,Original GDP Estimate,Shocked GDP Estimate,Loss,Direct Loss,Indirect Loss
Horticulture and fruit growing,AA111,5865.591011198375,5832.467708558568,33.12330263980723,0.42810457516339867,2511.0863479313302,2496.906110526707,14.180237404623355,7.865999638392207,6.314237766231148
"Sheep, beef cattle, and grain farming",,9630.482842666717,9574.473990125058,56.00885254165911,0.4252711496746204,4095.566510422581,4071.7475613102333,23.818949112347653,15.34148591424861,8.477463198099043
Dairy cattle farming,AA131,14625.243681225025,14537.348758750117,87.89492247490865,0.5005778676683039,7321.073296076959,7277.075043205598,43.998252871360656,29.016781315705877,14.981471555654782
"Poultry, deer, and other livestock farming",,1686.4452467721267,1677.5914247513836,8.853822020743241,0.332035595105673,559.9598511251166,557.0200670614994,2.9397840636171946,1.3595059514697239,1.5802781121474707
Forestry and logging,AA211,5865.201495251384,5834.150011492642,31.05148375874161,0.30035010134512624,1761.613863508339,1752.2875472144844,9.326316293854585,4.142311648184424,5.184004645670162
Fishing and aquaculture,,1451.1437026816147,1441.0016440478323,10.142058633782472,0.35635179153094465,517.1176582194419,513.5035174554816,3.6141407639602687,2.2523796918309538,1.361761072129315
"Agriculture, forestry, and fishing support services",,5362.168593683147,5332.189987919367,29.97860576378065,0.4612341772151899,2473.215419396578,2459.388261833062,13.827157563515916,9.19983052681241,4.627327036703507
Coal mining,BB111,494.7948360294021,491.48175356609903,3.3130824633030675,0.41386138613861384,204.7764766933565,203.40531979270236,1.3711569006541406,0.8890951360456665,0.48206176460847416
Oil and gas extraction,BB112,2975.2565397453927,2963.5646510950182,11.69188865037466,0.5343401654081266,1589.7990715791636,1583.5516258637888,6.247445715374593,3.3581615402886045,2.889284175085989
Metal ore and non-metallic mineral mining and quarrying,BB113,1810.9905680292068,1800.701453381646,10.289114647560941,0.5344224037339557,967.8339325056905,962.3351991234467,5.4987333822437705,3.7316375645827855,1.7670958176609857
Exploration and other mining support services,BB114,546.2507344798876,543.4078488397579,2.842885640129666,0.3818525519848771,208.58723698475853,207.50167384807386,1.0855631366846739,0.5400224924957567,0.5455406441889171
Meat and meat product manufacturing,CC111,13122.800609269472,13047.575859229348,75.22475004012581,0.1862030730239189,2443.5058001261314,2429.4987205012035,14.007079624927592,3.5426904745201124,10.46438915040748
Seafood processing,CC121,1697.4167766137036,1685.093078971001,12.32369764270262,0.34279096699478867,581.8591382485887,577.6346860166952,4.224452231893428,2.617367584306284,1.6070846475871445
Dairy product manufacturing,CC131,24943.432234856882,24795.87584978923,147.55638506765015,0.157542273564373,3929.6450247782223,3906.3986563957246,23.246368382497707,5.153293199566798,18.093075182930907
"Fruit, oil, cereal, and other food product manufacturing",,7824.742528301136,7784.7193941435235,40.023134157612695,0.32566630156991605,2548.254959928665,2535.220773850319,13.034186078346304,6.014841286891528,7.019344791454777
Beverage and tobacco product manufacturing,CC151,5037.7233904767445,5010.187739089086,27.535651387658632,0.2839689004072566,1430.5567717495976,1422.7375031030467,7.81926864655097,3.430398926070245,4.388869720480725
Textile and leather manufacturing,CC211,1435.9096764837916,1428.53400602615,7.375670457641615,0.3102971665514858,445.55870403678125,443.2700543923575,2.288649644423694,0.9239371366466435,1.3647125077770506
"Clothing, knitted products, and footwear manufacturing",,354.1664367825826,352.36509095056493,1.801345832017632,0.4081145584725537,144.54047897332126,143.80532351443102,0.7351554588902508,0.4536466505066014,0.28150880838364933
Wood product manufacturing,CC311,5793.184537644188,5762.340799428264,30.843738215923548,0.29581245526127414,1713.6961418621763,1704.572179931088,9.123961931088335,4.112328857690158,5.011633073398178
"Pulp, paper, and converted paper product manufacturing",,3200.0346375973604,3184.705580480349,15.329057117011748,0.19141323792486584,612.5289914542354,609.594806997133,2.934184457102428,0.6747938333528447,2.2593906237495833
Printing,CC411,1490.8929748565222,1483.4588550139647,7.434119842557458,0.44972826086956524,670.4967047248762,667.1533709369869,3.343333787889292,1.9425920028892316,1.4007417850000605
Petroleum and coal product manufacturing,CC511,2860.8728371749057,2844.9051362916043,15.967700883301491,0.178191856452726,509.7842419313738,506.9389276676964,2.845314263677326,1.7619923404816271,1.0833219231956988
Basic chemical and basic polymer manufacturing,CC521,1530.274861813226,1523.684658732906,6.5902030803199505,0.2754374594944913,421.4950202661187,419.67983147212254,1.815188793996098,0.6018425026804657,1.2133462913156325
Fertiliser and pesticide manufacturing,CC522,1313.8714105354852,1307.5067258095946,6.364684725890631,0.2481527093596059,326.04075027450773,324.46133651555823,1.5794137589494606,0.7345270279552871,0.8448867309941734
"Pharmaceutical, cleaning, and other chemical manufacturing",,1601.109038254474,1592.9282685476526,8.180769706821406,0.32685904550499445,523.336971993277,520.6630134154092,2.673958577867818,1.294840556102391,1.3791180217654269
Polymer product and rubber product manufacturing,CC531,3318.416615325536,3303.036053527703,15.380561797832556,0.40855614973262033,1355.759515566155,1349.4756924573078,6.2838231088470975,3.5974200312920166,2.6864030775550805
Non-metallic mineral product manufacturing,CC611,3138.105327162549,3122.085853621616,16.019473540933223,0.3544891640866873,1112.4243342418324,1106.7456044571982,5.678729784634223,2.8071029865346997,2.871626798099523
Primary metal and metal product manufacturing,CC711,2689.47446403552,2675.401066443197,14.073397592323078,0.1661529840291398,446.86420766967314,444.52587066428015,2.338337005392991,0.7510965440348203,1.5872404613581708
Fabricated metal product manufacturing,CC721,6346.336573035555,6314.51184895507,31.824724080485915,0.3606653049314269,2288.9034153113353,2277.4253414964883,11.478073814846976,6.424775731655,5.053298083191977
Transport equipment manufacturing,CC811,2365.2105898181585,2352.795508664339,12.415081153819376,0.3175754739059209,751.1328739488043,747.1901486677997,3.9427252810046554,2.989293846527841,0.9534314344768141
Electronic and electrical equipment manufacturing,CC821,4292.2050780278005,4271.60723582286,20.597842204940672,0.5041161178509532,2163.769760955523,2153.3860567070615,10.38370424846121,7.333908645413211,3.049795603047999
Machinery manufacturing,CC822,3666.8643462166224,3647.5599215882853,19.30442462833711,0.44090796940537874,1616.7497129753526,1608.2382383119336,8.511474663419298,5.471258812196188,3.04021585122311
Furniture manufacturing,CC911,1250.345064540436,1243.8262994569177,6.518765083518325,0.40271493212669685,503.532627801352,500.9074237631931,2.6252040381589636,1.465053841629541,1.1601501965294223
Other manufacturing,CC912,704.4865166845406,701.0236786088557,3.462838075684874,0.3849056603773585,271.16084793140806,269.82798195510674,1.3328659763013477,0.7210060609836912,0.6118599153176566
Electricity generation and on-selling,DD111,13931.659431651035,13863.906899047864,67.75253260317074,0.26820146276595747,3736.491438325955,3718.320109975686,18.171328350268613,9.211467842895466,8.959860507373149
Electricity transmission and distribution,DD112,5599.134547203223,5569.252442338197,29.882104865024772,0.6158536585365854,3448.247495533692,3429.844491927792,18.403003605899404,13.466518383407744,4.936485222491658
Gas and water supply,,3430.518859910221,3415.286674257756,15.232185652465276,0.414780292942743,1422.9116176591663,1416.5936072320787,6.318010427087795,3.3661675095755426,2.951842917512252
Sewerage and drainage services,DD122,850.4659114387338,846.595818980167,3.870092458566772,0.4909090909090909,417.5014474335602,415.60158386299105,1.8998635705691427,1.1159768671713595,0.7838867033977831
"Waste collection, treatment, and disposal services",,2602.2710810973317,2588.83030126737,13.440779829961414,0.4132505175983437,1075.3898711946738,1069.8354619730167,5.5544092216569325,3.6977252914367327,1.8566839302201996
Residential building construction,EE112,20629.39911918761,20522.31285686156,107.08626232604672,0.21897810218978103,4517.386668435242,4493.937121940488,23.44954649475476,8.044140265708059,15.405406229046699
Non-residential building construction,EE113,9178.984363554486,9132.047904200992,46.93645935349436,0.14383775351014041,1320.2844903583832,1313.5332554872566,6.751234871126646,1.4009296758926744,5.350305195233971
Heavy and civil engineering construction,EE121,14677.449917276812,14599.725567780337,77.72434949647626,0.33009975920192636,4845.022683391409,4819.365894338497,25.65678905291318,12.954010653577988,12.702778399335191
Construction services,EE131,28350.08056876458,28205.904690105017,144.17587865956085,0.41023945426701935,11630.321580956012,11571.174947176243,59.14663377976625,35.81121356231539,23.33542021745086
Basic material wholesaling,FF111,7508.268199710489,7469.933890791422,38.33430891906706,0.3844652070840887,2886.667888244571,2871.9296802275762,14.738208016994548,7.22492395107678,7.513284065917768
Machinery and equipment wholesaling,FF112,8264.548142789843,8224.215954176154,40.332188613689496,0.560219957081545,4629.964805852089,4607.369908877923,22.59489697416591,14.416477302998505,8.178419671167402
"Motor vehicle wholesaling, including parts",,2085.2326117925213,2075.3376661748316,9.89494561768986,0.5709812108559499,1190.6286415976087,1184.9788135674664,5.649828030142332,3.656234723280204,1.9935933068621279
"Grocery, liquor, and tobacco product wholesaling",,7588.825598025307,7550.684466587964,38.14113143734325,0.37330478229835834,2832.9448877710465,2818.7066210032162,14.238266767830492,6.4088312740524165,7.8294354937780755
Other goods and commission based wholesaling,,7995.574615810914,7958.486224025092,37.0883917858222,0.5365485023358065,4290.013585427538,4270.113864360811,19.89972106672653,11.854551889644599,8.045169177081931
"Motor vehicle retailing, including parts",,3094.499869869582,3078.769034389391,15.730835480190938,0.6439285714285714,1992.63688049102,1982.507346072883,10.129534418137236,7.530250412824951,2.5992840053122865
Fuel retailing,GH112,850.301143543785,845.7632947905375,4.537848753247449,0.6104725415070242,519.0855001455035,516.315268084134,2.7702320613694513,2.0238451914999915,0.7463868698694598
Supermarket and grocery stores,GH121,5667.220870365167,5636.60363922104,30.617231144126748,0.6678408619975135,3784.8016711949713,3764.3542331557005,20.447438039270722,15.048935860732925,5.3985021785377985
Specialised food retailing,GH122,1209.4905899183643,1203.122192282251,6.36839763611322,0.5872420262664165,710.2637047738237,706.5239140419224,3.739790731901384,2.5080306441270963,1.231760087774288
