Unnamed: 0,Final Consumption Expenditure - households
Horticulture and fruit growing,771.7098475801761
"Sheep, beef cattle, and grain farming",56.90486586296253
Dairy cattle farming,15.973295680831587
"Poultry, deer, and other livestock farming",260.56438579356524
Forestry and logging,24.958274501299353
Fishing and aquaculture,165.7229426886277
"Agriculture, forestry, and fishing support services",38.93490822202699
Coal mining,6.9883168603638195
Oil and gas extraction,6.9883168603638195
Metal ore and non-metallic mineral mining and quarrying,50.91487998265068
Exploration and other mining support services,0.0
Meat and meat product manufacturing,2337.0928243016715
Seafood processing,237.60277325236984
Dairy product manufacturing,1776.0308135124621
"Fruit, oil, cereal, and other food product manufacturing",3375.357043555725
Beverage and tobacco product manufacturing,2118.458339670289
Textile and leather manufacturing,152.74463994795204
"Clothing, knitted products, and footwear manufacturing",84.8581333044178
Wood product manufacturing,151.74630896790006
"Pulp, paper, and converted paper product manufacturing",194.67454111013495
Printing,48.91821802254673
Petroleum and coal product manufacturing,1934.765439340726
Basic chemical and basic polymer manufacturing,115.80639368602901
Fertiliser and pesticide manufacturing,73.8764925238461
"Pharmaceutical, cleaning, and other chemical manufacturing",363.3924767389186
Polymer product and rubber product manufacturing,286.5209912749166
Non-metallic mineral product manufacturing,236.60444227231787
Primary metal and metal product manufacturing,14.974964700779612
Fabricated metal product manufacturing,232.61111835211
Transport equipment manufacturing,1058.2308388550925
Electronic and electrical equipment manufacturing,378.3674414396982
Machinery manufacturing,180.69790738940733
Furniture manufacturing,564.0570037293654
Other manufacturing,251.5794069730975
Electricity generation and on-selling,2608.6388508758087
Electricity transmission and distribution,904.4878679270886
Gas and water supply,265.55604069382514
Sewerage and drainage services,12.978302740675664
"Waste collection, treatment, and disposal services",236.60444227231787
Residential building construction,82.86147134431386
Non-residential building construction,15.973295680831587
Heavy and civil engineering construction,16.97162666088356
Construction services,312.4775967562679
Basic material wholesaling,1595.3329061230547
Machinery and equipment wholesaling,1693.1693421681482
"Motor vehicle wholesaling, including parts",606.9852358716003
"Grocery, liquor, and tobacco product wholesaling",2048.575171066651
Other goods and commission based wholesaling,1995.6636291238965
"Motor vehicle retailing, including parts",1873.8672495575556
Fuel retailing,545.0887151083779
Supermarket and grocery stores,3589.998204266899
Specialised food retailing,793.6731291413195
"Furniture, electrical, and hardware retailing",3514.125049782949
"Recreational, clothing, footwear, and personal accessory retailing",2326.1111835211
Department stores,1602.3212229834185
Pharmaceutical and other store based retailing,1770.0408276321502
Non-store and commission based retailing,552.0770319687417
Accommodation,1520.4580826191566
Food and beverage services,7247.8829151773325
Road transport,754.7382209192925
Rail transport,87.85312624457373
Water transport,215.63949169122643
Air and space transport,2183.3498533736674
Other transport,187.68622424977116
Postal and courier services,84.8581333044178
Transport support services,410.3140328013614
Warehousing and storage services,29.949929401559224
Publishing (except internet and music publishing),166.7212736686797
Motion picture and sound recording activities,273.54268853424094
Broadcasting and internet publishing,642.9251511534713
Telecommunications services,2779.353448464696
"Internet service providers, web search portals and data processing services",225.62280149174617
Library and other information services,12.978302740675664
Banking and financing; financial asset investing,2477.857492489
Life insurance,1769.0424966520982
Health and general insurance,1713.1359617691876
Superannuation and individual pension services,297.50263205548833
Auxiliary finance and insurance services,226.62113247179815
Rental and hiring services (except real estate),536.1037362879101
Non-financial asset leasing,1.9966619601039484
Residential property operation,11098.445505237796
Non-residential property operation,1.9966619601039484
Real estate services,57.903196843014506
Owner-occupied property operation,31186.861485843623
"Scientific, architectural, and engineering services",172.71125954899153
Legal and accounting services,364.39080771897056
"Advertising, market research, and management services",152.74463994795204
Veterinary and other professional services,468.2172296443759
Computer system design and related services,476.2038774847917
Travel agency and tour arrangement services,342.4275261578271
Employment and other administrative services,418.3006806417772
"Building cleaning, pest control, and other support services",120.79804858628887
Local government administration services,63.89318272332635
Central government administration services,331.4458853772554
Defence,79.86647840415793
"Public order, safety, and regulatory services",418.3006806417772
Preschool education,424.29066652208905
School education,826.6180514830346
Tertiary education,824.6213895229307
"Adult, community, and other education",345.42251909798307
Hospitals,1318.795224648658
Medical and other health care services,1843.9173201559963
Residential care services and social assistance,3843.5742732001004
Heritage and artistic activities,340.4308641977232
Sport and recreation services,1432.604956374583
Gambling activities,1582.354603382379
Repair and maintenance,1287.8469642670466
Personal services; domestic household staff,1878.8589044578155
"Religious services; civil, professional, and other interest groups",1225.9504435038243
